N	3gram	Losev_Prob_2	Vladivir
1	в том что	4	10
2	тем не менее	12	9
3	о том что	14	8
4	не может быть	3	6
5	это значит что	3	6
6	как раз и	4	5
7	в конце концов	7	5
8	и в этом	3	5
9	более или менее	4	5
10	необходимо сказать что	5	5
11	точно так же	3	4
12	то это значит	2	4
13	содержит в себе	2	4
14	и то что	7	4
15	также и то	2	3
16	в этом смысле	5	3
17	том что в	2	3
18	с одной стороны	5	3
19	само по себе	2	3
20	только в том	4	3
21	хотя бы и	3	3
22	в то же	4	3
23	бы то ни	2	3
24	во всяком случае	10	3
25	в настоящее время	16	3
26	в том случае	2	3
27	вовсе не есть	10	2
28	в данном случае	5	2
29	не так уж	2	2
30	те или иные	3	2
31	не имеет ничего	2	2
32	на первый план	3	2
33	даже и не	2	2
34	в связи с	5	2
35	в таком случае	10	2
36	ни в каком	4	2
37	одной стороны и	3	2
38	ничего общего с	2	2
39	на то что	4	2
40	с другой стороны	5	2
41	даже и в	3	2
42	имеет ничего общего	2	2
43	есть прежде всего	4	2
44	так или иначе	6	2
