N	2gram	Bakhtin_Pr_4	Russkaja
1	не может	19	22
2	и не	27	19
3	в том	9	17
4	в этом	16	17
5	и в	46	14
6	с другом	5	14
7	друг с	5	14
8	то что	4	13
9	самим собой	2	12
10	таким образом	4	11
11	то же	6	11
12	точки зрения	11	11
13	же время	5	10
14	но и	12	10
15	в то	5	10
16	том что	4	9
17	не только	14	9
18	в себе	7	9
19	с точки	9	9
20	может быть	23	9
21	во всяком	2	9
22	прежде всего	9	8
23	к тому	2	7
24	самом деле	4	7
25	в данном	2	7
26	о том	5	7
27	и с	7	7
28	если бы	3	6
29	что он	6	6
30	и к	9	6
31	и при	3	6
32	для него	2	6
33	если в	2	6
34	все это	6	6
35	в своем	3	6
36	и для	3	6
37	себя и	3	5
38	хотя бы	2	5
39	вопрос о	2	5
40	на то	3	5
41	и на	11	5
42	или иной	2	5
43	при этом	5	5
44	до сих	8	5
45	было бы	3	5
46	конечно не	8	5
47	в своей	3	5
48	он не	4	5
49	никогда не	6	5
50	в нем	17	5
51	сих пор	8	5
52	во всех	5	5
53	а между	2	5
54	и только	3	5
55	по существу	3	5
56	а в	2	5
57	потому что	4	5
58	только в	6	5
59	между тем	2	5
60	но не	4	4
61	не могут	3	4
62	что в	4	4
63	в мире	3	4
64	как и	12	4
65	более или	3	4
66	все что	2	4
67	как бы	19	4
68	себе и	3	4
69	все же	4	4
70	себя в	3	4
71	жизни и	5	4
72	в корне	2	4
73	вместе с	2	4
74	или менее	3	4
75	что же	3	4
76	в их	4	4
77	приводит к	4	4
78	не в	10	4
79	можно было	2	4
80	в этой	3	4
81	во всем	4	4
82	в его	9	4
83	и т.д	3	4
84	так как	5	4
85	он сам	2	3
86	на том	2	3
87	в большинстве	9	3
88	из этих	3	3
89	в конце	3	3
90	а следовательно	2	3
91	с нею	2	3
92	о которых	2	3
93	да и	4	3
94	и как	2	3
95	в другом	2	3
96	лишь в	2	3
97	так чтобы	3	3
98	должно быть	4	3
99	еще не	7	3
100	в самом	9	3
101	той или	2	3
102	но если	3	3
103	для этого	2	3
104	то это	3	3
105	что и	3	3
106	только к	2	3
107	не было	2	3
108	и по	2	3
109	друг друга	6	3
110	или в	8	3
111	тем что	3	3
112	и во	3	3
113	о котором	2	3
114	одна из	2	3
115	любовь к	4	2
116	сама по	2	2
117	должна быть	2	2
118	у него	5	2
119	с этим	2	2
120	если только	2	2
121	этот вопрос	2	2
122	к себе	6	2
123	по себе	7	2
124	бы ни	2	2
125	ни в	6	2
126	уже не	4	2
127	следовательно и	2	2
128	так что	2	2
129	но это	6	2
130	есть и	2	2
131	указывает на	2	2
132	отличается от	3	2
133	там и	2	2
134	она не	3	2
135	совершенно не	4	2
136	и о	3	2
137	но для	3	2
138	и является	2	2
139	в котором	5	2
140	отношении к	2	2
141	на почве	2	2
142	если же	5	2
143	и тем	2	2
144	не к	3	2
145	себя на	2	2
146	для нас	2	2
147	но она	2	2
148	целый ряд	2	2
149	по отношению	5	2
150	отношения к	2	2
151	все эти	4	2
152	только на	3	2
153	и что	3	2
154	а не	11	2
155	что такое	2	2
156	и наконец	4	2
157	и даже	3	2
158	к нему	5	2
159	так же	3	2
160	в других	2	2
161	том же	4	2
162	людей и	4	2
163	в результате	2	2
164	их в	3	2
165	мы можем	4	2
166	остается в	2	2
167	на себя	4	2
168	с самим	5	2
169	мы уже	3	2
170	в этих	4	2
171	большинстве случаев	8	2
172	с ним	2	2
173	себя как	3	2
174	но в	6	2
