N	2gram	Ircho_Kome_2	Vladivir
1	и в	26	40
2	то что	6	28
3	и не	14	25
4	не только	7	25
5	у него	4	24
6	но и	10	18
7	в том	11	18
8	том что	9	18
9	что в	9	17
10	в этом	10	16
11	так что	5	14
12	в его	4	14
13	не может	3	14
14	точки зрения	4	13
15	вовсе не	2	13
16	только в	4	13
17	в конце	2	12
18	таким образом	6	11
19	потому что	6	11
20	о том	6	11
21	едва ли	14	11
22	прежде всего	4	10
23	ни в	5	10
24	то это	2	10
25	и его	12	10
26	не менее	4	9
27	что это	4	9
28	и с	5	9
29	в своей	3	9
30	под названием	2	9
31	философии и	2	9
32	в своем	6	8
33	в этой	3	8
34	может быть	11	8
35	и что	2	8
36	он не	2	8
37	как мы	4	8
38	к тому	12	7
39	и если	2	7
40	хотя и	4	7
41	а в	3	7
42	так как	4	7
43	с тем	5	7
44	в то	6	7
45	что и	7	7
46	вместе с	9	7
47	как и	4	7
48	и здесь	6	6
49	да и	3	6
50	и на	7	6
51	и от	4	6
52	об этом	2	6
53	так и	12	6
54	если не	2	6
55	хотя бы	2	6
56	и это	2	6
57	с другой	2	5
58	для нас	3	5
59	тому же	11	5
60	но если	3	5
61	не было	3	5
62	в ней	3	5
63	тут же	2	5
64	в истории	5	5
65	отнюдь не	2	5
66	в одном	2	5
67	что он	5	5
68	еще в	4	5
69	можно было	4	5
70	тем что	3	5
71	тому что	4	4
72	вопрос о	3	4
73	в самом	4	4
74	в котором	3	4
75	от того	2	4
76	не имеет	3	4
77	бы и	2	4
78	как это	4	4
79	и все	2	4
80	чем в	2	4
81	но не	3	4
82	то время	3	4
83	здесь в	3	4
84	еще не	6	4
85	было бы	8	4
86	даже в	2	4
87	то же	3	4
88	в течение	2	4
89	все же	4	4
90	но в	3	4
91	уже в	4	3
92	независимо от	5	3
93	в качестве	5	3
94	то ни	2	3
95	это не	2	3
96	из этих	4	3
97	и был	2	3
98	мы знаем	3	3
99	но все	3	3
100	является не	2	3
101	одной стороны	2	3
102	как бы	2	3
103	в виду	2	3
104	всяком случае	2	3
105	в нем	6	3
106	к нему	3	3
107	бы то	2	3
108	в связи	3	3
109	не удалось	2	3
110	с одной	2	3
111	в философии	2	3
112	мы имеем	2	3
113	если бы	9	3
114	в духе	2	3
115	этом смысле	2	3
116	же в	4	3
117	с их	4	3
118	даже не	3	3
119	в отличие	2	3
120	того чтобы	6	3
121	и у	2	3
122	не в	2	3
123	и для	4	3
124	во всяком	2	3
125	и вовсе	2	3
126	отличие от	2	3
127	это было	4	3
128	в нашем	2	2
129	в этих	4	2
130	в какой	2	2
131	с этой	3	2
132	ли можно	3	2
133	что на	3	2
134	он был	2	2
135	что его	3	2
136	обращает на	5	2
137	же время	3	2
138	чем это	2	2
139	так или	3	2
140	не является	2	2
141	в целом	4	2
142	и за	2	2
143	что она	2	2
144	в их	3	2
145	в изображении	2	2
146	мы находим	2	2
147	друг друга	3	2
148	время как	2	2
149	больше чем	5	2
150	что касается	3	2
151	это время	3	2
152	к его	2	2
153	и еще	2	2
154	в начале	4	2
155	его в	4	2
156	бы в	2	2
157	не вполне	2	2
158	вообще говоря	2	2
159	с его	5	2
160	с этим	5	2
161	к этому	5	2
162	этом же	2	2
163	и к	2	2
164	в силу	2	2
165	того же	3	2
166	в это	2	2
167	из них	7	2
168	одной из	4	2
169	наряду с	6	2
170	со стороны	2	2
171	себя внимание	5	2
172	в мире	2	2
173	как не	2	2
174	из этого	2	2
175	при всем	3	2
176	бог и	2	2
177	для того	5	2
178	роль в	2	2
179	мы не	2	2
180	или иначе	3	2
181	от этого	2	2
182	на себя	7	2
183	связи с	3	2
184	в в	4	2
185	в которой	5	2
186	же не	2	2
