N	3gram	Vygotskiy__2	Problema
1	и т д	2	13
2	тем не менее	4	10
3	в том что	17	9
4	в данном случае	4	7
5	то же самое	6	7
6	и то что	2	7
7	сами по себе	3	6
8	во всяком случае	2	6
9	сам по себе	4	6
10	с другой стороны	2	5
11	не может быть	8	5
12	в то время	3	4
13	в то же	2	4
14	бы то ни	2	4
15	ни в каком	2	4
16	то время как	2	4
17	точно так же	3	3
18	можно было бы	4	3
19	о том что	4	3
20	того или иного	2	3
21	в конце концов	3	3
22	само по себе	3	3
23	заключается в том	10	3
24	что и в	3	3
25	том виде как	2	2
26	по сравнению с	2	2
27	с точки зрения	10	2
28	только потому что	2	2
29	столько же сколько	2	2
30	до сих пор	5	2
31	этой точки зрения	2	2
32	в том виде	3	2
33	на самом деле	5	2
34	это значит что	2	2
