N	2gram	Bakhtin_Pr_2	KulturaY
1	и в	45	23
2	точки зрения	19	23
3	в том	8	22
4	не только	16	17
5	было бы	4	16
6	в этом	20	16
7	с точки	9	16
8	в области	2	14
9	может быть	18	14
10	самом деле	4	14
11	что в	6	13
12	в самом	13	13
13	не менее	2	12
14	потому что	8	12
15	том что	7	11
16	а не	10	11
17	того что	3	11
18	в его	22	11
19	можно было	2	11
20	у нас	2	10
21	и не	42	10
22	прежде всего	11	9
23	еще не	9	9
24	хотя бы	5	9
25	таким образом	11	9
26	так как	5	9
27	если бы	2	8
28	лишь в	2	8
29	зависимости от	3	8
30	до сих	2	8
31	сих пор	2	8
32	уже не	6	8
33	как на	2	8
34	в виду	2	8
35	в нашем	2	7
36	или иной	3	7
37	в зависимости	3	7
38	те же	2	7
39	и что	2	7
40	должно быть	4	7
41	сказать что	5	7
42	все эти	4	7
43	как это	2	7
44	того как	3	7
45	для этого	3	6
46	по себе	8	6
47	что и	5	6
48	что он	7	6
49	тот же	2	6
50	при этом	2	6
51	так и	3	6
52	в их	4	6
53	не может	24	6
54	то же	5	6
55	могут быть	4	6
56	только в	9	6
57	о том	3	6
58	ничего не	3	6
59	что же	4	5
60	я не	6	5
61	вовсе не	7	5
62	как и	14	5
63	не в	8	5
64	о слове	2	5
65	хотя и	2	5
66	что она	4	5
67	как бы	15	5
68	не значит	2	5
69	все же	4	5
70	от того	2	5
71	как мы	8	5
72	а в	3	5
73	но это	2	5
74	тем что	2	5
75	той или	3	5
76	далеко не	4	5
77	в чем	2	5
78	слова в	4	4
79	же мы	2	4
80	были бы	2	4
81	один из	2	4
82	этого слова	2	4
83	в целом	5	4
84	в сущности	7	4
85	в своей	6	4
86	и о	2	4
87	в ее	3	4
88	точка зрения	7	4
89	то что	5	4
90	что значит	2	4
91	как в	4	4
92	как раз	6	4
93	в своем	5	4
94	не было	2	4
95	о них	2	4
96	в той	3	4
97	тем самым	2	4
98	что не	5	4
99	в таком	3	4
100	которые в	2	4
101	а лишь	3	3
102	уже в	4	3
103	но на	2	3
104	и более	2	3
105	это не	3	3
106	должна быть	3	3
107	именно в	3	3
108	и к	2	3
109	как же	2	3
110	ни в	2	3
111	но как	2	3
112	мы видели	3	3
113	но не	6	3
114	он не	9	3
115	не есть	2	3
116	отношение к	8	3
117	зрения на	5	3
118	в процессе	2	3
119	но и	15	3
120	на него	2	3
121	а именно	3	3
122	по отношению	8	3
123	а с	3	3
124	и вот	2	3
125	они не	2	3
126	не по	3	3
127	в ней	7	3
128	и пр	2	3
129	не имеет	3	3
130	не так	2	3
131	не потому	2	3
132	и с	7	3
133	бы и	3	3
134	всего этого	3	3
135	этот вопрос	4	3
136	в результате	3	3
137	слово в	3	3
138	в то	5	3
139	она не	5	3
140	мы должны	4	3
141	бы не	3	3
142	там где	6	3
143	отметить что	2	3
144	я и	3	3
145	и действительно	2	3
146	так сказать	7	2
147	том числе	2	2
148	только для	2	2
149	все это	5	2
150	а что	2	2
151	но все	4	2
152	смысле этого	2	2
153	все они	4	2
154	точку зрения	5	2
155	не как	6	2
156	одного и	2	2
157	в одном	6	2
158	на материале	3	2
159	что все	3	2
160	в условиях	2	2
161	быть в	2	2
162	сама по	5	2
163	можно сказать	2	2
164	точек зрения	3	2
165	и здесь	2	2
166	и как	2	2
167	в дальнейшем	2	2
168	что они	3	2
169	свое время	2	2
170	с традициями	2	2
171	конечно не	6	2
172	за пределы	5	2
173	что если	3	2
174	не о	2	2
175	в свое	2	2
176	все те	2	2
177	в котором	7	2
178	его в	3	2
179	отношению к	8	2
180	в пределах	4	2
181	в некоторых	2	2
182	подчеркнуть что	3	2
183	мысли и	3	2
184	как к	2	2
185	в особенности	2	2
186	только что	2	2
187	и через	2	2
188	а потому	2	2
189	как слово	5	2
190	ни одного	3	2
191	так же	5	2
192	с другими	7	2
193	не знает	4	2
194	чем же	2	2
195	еще раз	3	2
196	на протяжении	3	2
197	тому как	2	2
198	как он	4	2
199	в этих	4	2
200	здесь не	2	2
201	относится к	2	2
202	мы имеем	2	2
203	но в	6	2
204	для меня	2	2
