N	2gram	Voloshinov_1	Problemy
1	и в	16	35
2	как бы	5	31
3	и не	4	27
4	что он	2	24
5	в его	4	21
6	но в	4	19
7	не может	8	18
8	к себе	3	18
9	как и	2	18
10	в нем	4	16
11	то же	2	15
12	и все	4	15
13	но и	4	14
14	для него	6	14
15	может быть	17	14
16	все это	4	14
17	и его	8	14
18	в этом	9	14
19	он не	2	13
20	прежде всего	9	12
21	и с	8	12
22	и к	6	12
23	в пределах	2	11
24	самом деле	6	10
25	не только	7	10
26	то что	3	10
27	на самом	4	9
28	самого начала	4	8
29	так и	4	8
30	себя и	2	8
31	с самого	4	8
32	мы уже	2	8
33	как мы	4	8
34	и для	2	8
35	на них	2	7
36	так же	2	7
37	а в	3	7
38	и наконец	4	7
39	точки зрения	8	7
40	с ним	2	7
41	с его	7	7
42	еще не	5	7
43	таким образом	9	7
44	что в	3	6
45	но это	2	6
46	отношение к	5	6
47	в самом	2	6
48	и на	4	6
49	не знает	2	6
50	в одном	3	6
51	и т.п	2	6
52	только в	4	6
53	в том	3	5
54	и даже	4	5
55	с ними	4	5
56	во время	3	5
57	на протяжении	2	5
58	и это	6	5
59	никогда не	2	4
60	но зато	2	4
61	все и	2	4
62	всяком случае	3	4
63	и вот	3	4
64	и так	2	4
65	но как	2	4
66	его в	4	4
67	так как	4	4
68	сознания и	2	4
69	у него	2	4
70	в них	2	4
71	по своему	2	4
72	нет и	2	4
73	в своей	2	4
74	только на	3	4
75	что не	2	4
76	во всяком	3	4
77	что это	2	4
78	в чем	5	4
79	ни было	2	3
80	совсем не	2	3
81	в общем	3	3
82	в него	5	3
83	если б	3	3
84	с ее	4	3
85	все эти	5	3
86	сказать что	7	3
87	нуждается в	5	3
88	говорить о	2	3
89	в начале	2	3
90	с этим	2	3
91	этом смысле	3	3
92	том что	3	3
93	было бы	2	3
94	со всеми	2	3
95	за пределы	2	3
96	во всех	3	3
97	что и	2	3
98	сводится к	2	3
99	не менее	2	2
100	в душе	2	2
101	в этих	3	2
102	для этого	2	2
103	вообще не	2	2
104	с этой	2	2
105	что на	2	2
106	мы знаем	3	2
107	ни в	5	2
108	на этом	3	2
109	в большинстве	3	2
110	всю жизнь	2	2
111	при этом	6	2
112	к другим	2	2
113	можем сказать	2	2
114	что оно	2	2
115	те же	3	2
116	и по	2	2
117	друг на	2	2
118	их в	3	2
119	на друга	2	2
120	но ведь	2	2
121	о том	2	2
122	большинстве случаев	3	2
123	я и	6	2
124	и лишь	2	2
125	в этот	2	2
126	в жизни	2	2
127	его целом	2	2
128	кажется что	2	2
129	конечно не	6	2
130	и этот	2	2
131	войти в	2	2
132	вместе с	3	2
133	и как	3	2
134	хотя бы	4	2
135	с точки	6	2
136	да еще	2	2
137	с другими	3	2
138	мы можем	9	2
139	сознание и	5	2
140	ненависть к	2	2
141	и вообще	2	2
