N	2gram	Bakhtin_Fr_2	Problemy
1	и в	49	35
2	как бы	11	31
3	и не	15	27
4	что он	3	24
5	в его	18	21
6	но в	4	19
7	не может	7	18
8	как и	11	18
9	в нем	9	16
10	то есть	32	16
11	то же	7	15
12	и все	3	15
13	но и	13	14
14	для него	9	14
15	может быть	5	14
16	все это	9	14
17	в сущности	8	14
18	и его	17	14
19	в этом	15	14
20	к нему	3	13
21	прежде всего	19	12
22	и с	6	12
23	и к	4	12
24	в другом	2	12
25	в пределах	2	11
26	в то	6	11
27	же время	6	10
28	не только	17	10
29	то что	6	10
30	в отношении	2	9
31	на самом	2	9
32	так и	6	8
33	о мире	7	8
34	мы уже	6	8
35	все же	7	8
36	как мы	7	8
37	лишь в	4	7
38	так же	2	7
39	а в	4	7
40	точки зрения	6	7
41	с ним	4	7
42	с его	5	7
43	вовсе не	10	7
44	еще не	2	7
45	себе и	2	7
46	там где	4	7
47	таким образом	7	7
48	что в	2	6
49	но это	2	6
50	что они	2	6
51	отношение к	8	6
52	в самом	3	6
53	и на	17	6
54	в одном	3	6
55	но не	5	6
56	и т.п	11	6
57	в плане	3	6
58	только в	13	6
59	в конце	2	5
60	в том	3	5
61	да и	3	5
62	уже говорили	5	5
63	как к	2	5
64	и даже	2	5
65	во время	12	5
66	даже в	3	5
67	в себе	4	5
68	на протяжении	7	5
69	и это	3	5
70	никогда не	5	4
71	с другой	4	4
72	та же	2	4
73	в мире	2	4
74	но все	4	4
75	до конца	2	4
76	на его	2	4
77	всяком случае	2	4
78	и вот	3	4
79	рядом с	6	4
80	но он	6	4
81	в эту	5	4
82	так как	6	4
83	сознания и	2	4
84	у него	2	4
85	в них	13	4
86	он как	2	4
87	во всем	3	4
88	тот же	5	4
89	наконец в	3	4
90	еще в	2	4
91	протяжении всего	5	4
92	в своей	5	4
93	и прежде	2	4
94	и без	2	4
95	во всяком	2	4
96	тем что	4	4
97	в творчестве	6	4
98	уже в	5	3
99	в него	2	3
100	в виду	3	3
101	с ее	3	3
102	из них	3	3
103	другой стороны	3	3
104	в форме	4	3
105	и со	3	3
106	все эти	7	3
107	сказать что	6	3
108	и во	4	3
109	даже и	2	3
110	нуждается в	2	3
111	в начале	5	3
112	мы должны	2	3
113	под влиянием	2	3
114	в ее	3	3
115	это и	2	3
116	том что	4	3
117	и своего	2	3
118	было бы	3	3
119	со всеми	2	3
120	за пределы	2	3
121	во всех	6	3
122	и т.д	2	3
123	только с	3	3
124	ничего не	2	3
125	времени и	6	2
126	диалога в	2	2
127	в этих	4	2
128	это в	2	2
129	ни в	3	2
130	без всякого	2	2
131	в дальнейшем	2	2
132	при этом	5	2
133	хотя и	2	2
134	мы видели	3	2
135	понятно что	2	2
136	в своем	5	2
137	особенно в	2	2
138	тому как	2	2
139	характер и	4	2
140	их в	3	2
141	в ней	2	2
142	к ней	2	2
143	о том	3	2
144	в произведении	2	2
145	мире и	3	2
146	всех этих	3	2
147	он дает	2	2
148	в жизни	4	2
149	его целом	3	2
150	а затем	3	2
151	раз в	3	2
152	здесь в	6	2
153	но именно	3	2
154	одной из	2	2
155	в произведениях	2	2
156	вполне понятно	2	2
157	благодаря этому	4	2
158	вместе с	2	2
159	этот процесс	4	2
160	но эти	3	2
161	так в	3	2
162	жизнь и	2	2
163	с точки	5	2
164	можно было	3	2
165	связан с	3	2
166	мы можем	2	2
167	подобно тому	2	2
168	и вообще	3	2
