N	2gram	Vinokur_Ku_2	Myshleni
1	в том	19	42
2	том что	11	35
3	с помощью	7	31
4	в процессе	3	27
5	таким образом	5	25
6	точки зрения	14	24
7	в этом	18	24
8	в качестве	8	21
9	и в	23	20
10	что в	10	19
11	заключается в	2	18
12	то же	6	16
13	то что	9	15
14	не только	20	15
15	что они	2	14
16	как мы	3	13
17	с другой	8	12
18	при этом	2	12
19	в их	2	12
20	потому что	25	12
21	может быть	15	12
22	так же	4	11
23	в его	5	11
24	мы должны	2	11
25	с точки	8	11
26	этого слова	5	11
27	того что	3	10
28	так как	15	10
29	в отношении	2	10
30	если мы	4	10
31	и то	5	10
32	только в	5	10
33	слова в	6	9
34	мы могли	2	9
35	но и	7	9
36	другой стороны	7	9
37	с одной	2	9
38	между тем	6	9
39	могли бы	2	9
40	как это	5	9
41	как и	2	9
42	того же	3	9
43	тот же	5	9
44	что и	3	9
45	и не	16	8
46	и тем	5	8
47	и что	8	8
48	в результате	4	8
49	этом смысле	5	8
50	было бы	15	8
51	вместе с	5	8
52	и более	2	7
53	как бы	4	7
54	смысле этого	2	7
55	этом отношении	3	7
56	что мы	6	7
57	в своей	2	7
58	самом деле	9	7
59	тем самым	2	7
60	а не	10	7
61	того чтобы	11	7
62	тем что	3	7
63	могут быть	4	7
64	уже в	3	6
65	к тому	4	6
66	же как	2	6
67	мы видели	2	6
68	в самом	12	6
69	не может	9	6
70	те же	3	6
71	и на	6	6
72	сказать что	4	6
73	с тем	2	6
74	что он	5	6
75	в силу	7	6
76	той же	2	6
77	можно было	9	6
78	перед нами	4	5
79	в частности	2	5
80	никогда не	2	5
81	целый ряд	5	5
82	это не	6	5
83	на то	4	5
84	что такое	3	5
85	это положение	2	5
86	если бы	12	5
87	и его	3	5
88	с этим	3	5
89	все же	7	5
90	речь идет	2	5
91	так и	4	5
92	как в	3	5
93	для того	9	5
94	все эти	12	5
95	слова и	5	5
96	в нашем	7	4
97	в своем	2	4
98	для нас	4	4
99	на том	2	4
100	что оно	3	4
101	роль в	2	4
102	этой точки	2	4
103	с этой	2	4
104	и с	7	4
105	состоит в	2	4
106	к этому	4	4
107	его к	2	4
108	в сущности	9	4
109	по сравнению	2	4
110	в речи	6	4
111	тем же	2	4
112	не в	8	4
113	и для	2	4
114	во всяком	5	4
115	в области	11	4
116	на этом	3	3
117	не могут	5	3
118	не менее	7	3
119	и от	2	3
120	точно так	3	3
121	что все	5	3
122	на все	2	3
123	а только	3	3
124	с первого	2	3
125	в этой	6	3
126	знает что	3	3
127	но что	2	3
128	от того	4	3
129	почти всегда	2	3
130	в виду	3	3
131	всяком случае	5	3
132	один из	5	3
133	со стороны	4	3
134	в связи	4	3
135	то обстоятельство	7	3
136	именно в	3	3
137	должно быть	4	3
138	обстоятельство что	7	3
139	но в	11	3
140	отнюдь не	4	3
141	различие между	3	3
142	этом случае	2	3
143	по существу	5	3
144	чем в	3	3
145	но не	6	3
146	бы сказать	2	3
147	слова не	3	3
148	приводит к	5	3
149	совершенно не	3	3
150	на этот	2	3
151	ни в	4	3
152	связи с	3	3
153	что эта	2	3
154	мы будем	2	2
155	должна быть	5	2
156	никаких оснований	2	2
157	свое место	2	2
158	но так	2	2
159	прежде всего	8	2
160	очень часто	2	2
161	что на	4	2
162	что если	2	2
163	свою очередь	2	2
164	в свою	2	2
165	в нашей	4	2
166	что это	7	2
167	этого вопроса	3	2
168	и у	2	2
169	но для	3	2
170	в ней	3	2
171	в нем	4	2
172	к нему	2	2
173	вопросе о	2	2
174	данном случае	2	2
175	нам не	2	2
176	отличается от	3	2
177	в отличие	2	2
178	не просто	2	2
179	этой области	4	2
180	здесь мы	2	2
181	не имеет	4	2
182	от слова	3	2
183	а в	3	2
184	не знает	3	2
185	также и	5	2
186	в данном	4	2
187	и здесь	5	2
188	мы имеем	5	2
189	нисколько не	3	2
190	это в	2	2
191	у него	3	2
192	это слово	4	2
193	что слово	3	2
194	представить себе	2	2
195	ясно что	5	2
196	таким же	2	2
197	речи не	3	2
198	зависимости от	5	2
199	с той	2	2
200	еще не	5	2
201	мы в	2	2
202	свое время	2	2
203	никак не	3	2
204	в современной	2	2
205	в свое	2	2
206	а также	3	2
207	ли не	2	2
208	в языке	10	2
209	того как	2	2
210	в той	2	2
211	под этим	2	2
212	может служить	2	2
213	в каком	4	2
214	ту же	6	2
215	вопроса о	6	2
216	и это	3	2
217	здесь не	3	2
218	отличие от	2	2
