N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	38	36
2	не только	9	22
3	что в	7	19
4	том что	3	19
5	в том	8	17
6	но и	9	16
7	и другие	2	13
8	в этом	15	12
9	в других	4	11
10	это не	5	10
11	как мы	7	10
12	как и	7	10
13	и т	14	10
14	и на	3	10
15	а в	6	9
16	у нас	2	8
17	мы увидим	3	8
18	может быть	26	8
19	о том	4	8
20	как это	2	8
21	что и	2	7
22	так и	5	7
23	и других	2	7
24	между тем	7	7
25	и не	42	6
26	в новый	2	6
27	при этом	5	6
28	в них	5	6
29	таким образом	10	6
30	все это	3	6
31	не имеет	9	6
32	в виде	2	6
33	то что	8	6
34	иногда и	3	5
35	все же	6	5
36	как бы	22	5
37	и у	2	5
38	с ними	4	5
39	как в	4	5
40	к этому	2	4
41	в тех	3	4
42	по существу	2	4
43	одна из	2	4
44	еще не	7	4
45	связи с	2	4
46	и др	8	4
47	во всех	11	4
48	в некоторых	2	4
49	в их	10	4
50	в россии	2	4
51	не может	27	4
52	в связи	2	4
53	входит в	8	4
54	мы имеем	2	4
55	и что	2	4
56	того что	2	4
57	но это	3	4
58	а иногда	2	4
59	тем что	2	4
60	только в	13	4
61	слова в	7	3
62	не менее	4	3
63	что это	2	3
64	можно сделать	2	3
65	в этих	2	3
66	в своем	5	3
67	но они	4	3
68	в свою	2	3
69	от них	2	3
70	и к	3	3
71	тем не	3	3
72	на этом	2	3
73	не можем	2	3
74	несмотря на	3	3
75	не с	4	3
76	не будем	3	3
77	приводит к	3	3
78	то же	5	3
79	с точки	6	3
80	и те	2	3
81	ничего не	6	3
82	их и	2	3
83	точки зрения	8	3
84	то есть	46	3
85	далеко не	5	3
86	связаны с	2	3
87	в области	11	3
88	не было	2	2
89	и более	2	2
90	независимо от	13	2
91	в частности	2	2
92	могут быть	5	2
93	в нашем	4	2
94	области изучения	2	2
95	и потому	4	2
96	в каждом	2	2
97	в нем	15	2
98	и как	8	2
99	в дальнейшем	3	2
100	но не	12	2
101	в большинстве	5	2
102	она не	2	2
103	отнюдь не	19	2
104	чем в	2	2
105	например в	3	2
106	к материалу	11	2
107	имеет место	5	2
108	том же	2	2
109	так называемый	2	2
110	в ней	4	2
111	в его	43	2
112	и с	17	2
113	в целом	3	2
114	его как	3	2
115	но она	2	2
116	природы и	3	2
117	не на	5	2
118	в особенности	2	2
119	научное значение	2	2
120	все эти	5	2
121	в какой	2	2
122	на самом	4	2
123	можно говорить	2	2
124	а не	5	2
125	и пр	2	2
126	только по	4	2
127	и для	11	2
128	и другими	3	2
129	с ним	5	2
130	или в	2	2
131	в своих	2	2
132	мы можем	6	2
133	хотя и	3	2
134	себя и	3	2
135	и здесь	2	2
136	но в	4	2
137	мы должны	2	2
138	в равной	2	2
139	там где	6	2
140	большинстве случаев	5	2
141	в более	4	2
