N	2gram	Propp_Isto_7	KulturaY
1	и т	17	39
2	потому что	9	25
3	и в	24	23
4	т е	16	22
5	не только	21	20
6	в том	7	19
7	в этом	12	18
8	и не	4	16
9	было бы	2	15
10	так как	8	15
11	может быть	14	15
12	т д	16	14
13	точки зрения	4	14
14	в самом	2	12
15	все эти	2	12
16	том что	10	11
17	но в	5	11
18	что в	13	10
19	а не	8	10
20	вовсе не	4	9
21	вопрос о	3	9
22	то что	7	9
23	не может	14	9
24	с другой	9	8
25	прежде всего	2	8
26	не в	9	8
27	в качестве	3	8
28	уже не	2	8
29	и что	10	8
30	что это	6	7
31	не менее	5	7
32	в силу	2	7
33	все же	9	7
34	но и	11	7
35	другой стороны	8	7
36	это не	10	6
37	но не	6	6
38	что не	2	6
39	тем не	4	6
40	то же	8	6
41	этот вопрос	2	6
42	и на	2	6
43	что мы	3	6
44	не могут	2	5
45	что он	21	5
46	об этом	6	5
47	по существу	4	5
48	тот же	2	5
49	еще не	8	5
50	один из	7	5
51	и тем	2	5
52	вместе с	7	5
53	все это	8	5
54	таким образом	7	5
55	там где	5	5
56	как это	2	5
57	и здесь	12	5
58	только в	6	5
59	мы имеем	12	5
60	в них	3	4
61	перед нами	2	4
62	к этому	2	4
63	на то	3	4
64	мы знаем	2	4
65	для нас	6	4
66	ни в	2	4
67	но все	4	4
68	своего рода	4	4
69	или в	8	4
70	хотя и	3	4
71	как бы	4	4
72	в нем	6	4
73	со стороны	2	4
74	так же	6	4
75	в связи	2	4
76	и о	2	4
77	не имеет	4	4
78	в данном	4	4
79	сказать что	2	4
80	в то	2	4
81	в конце	3	4
82	в особенности	2	4
83	ничего не	5	4
84	так и	5	4
85	уже в	3	3
86	случаи когда	2	3
87	у него	10	3
88	всех этих	6	3
89	точно так	2	3
90	этого не	2	3
91	но это	3	3
92	того же	2	3
93	связи с	3	3
94	но для	2	3
95	он не	6	3
96	что и	8	3
97	не все	3	3
98	что она	5	3
99	как в	12	3
100	отличается от	2	3
101	так в	4	3
102	в форме	2	3
103	с этим	2	3
104	то и	4	3
105	как мы	3	3
106	того что	6	3
107	что такое	2	3
108	и по	3	3
109	а в	10	3
110	и его	3	3
111	такие случаи	2	3
112	тем что	6	3
113	знаем что	3	3
114	в таких	2	3
115	и это	2	3
116	здесь не	2	3
117	все дело	2	2
118	же как	4	2
119	никогда не	4	2
120	что у	4	2
121	свое место	2	2
122	с этой	6	2
123	и от	2	2
124	и все	6	2
125	но здесь	2	2
126	не просто	2	2
127	связанные с	2	2
128	не всегда	4	2
129	их не	2	2
130	в одну	2	2
131	что они	3	2
132	только о	2	2
133	с одной	5	2
134	после того	4	2
135	она не	2	2
136	при этом	4	2
137	но есть	3	2
138	и если	3	2
139	в целях	2	2
140	конечно не	2	2
141	между прочим	3	2
142	и даже	3	2
143	к нему	7	2
144	на ту	2	2
145	мы видели	7	2
146	превращается в	3	2
147	на том	2	2
148	дело не	5	2
149	данном случае	3	2
150	а именно	6	2
151	в их	4	2
152	сюда же	2	2
153	того как	3	2
154	что за	3	2
155	это положение	2	2
156	как и	6	2
157	этой точки	3	2
158	стоит в	2	2
159	здесь мы	5	2
160	но оно	2	2
161	должны быть	3	2
162	и у	2	2
163	на этот	2	2
164	почти всегда	2	2
165	мы должны	4	2
166	но вот	2	2
167	ответ на	6	2
168	то не	4	2
169	а если	2	2
170	это конечно	2	2
