N	2gram	Medvedev_F_3	Russkaja
1	не может	24	22
2	и не	30	19
3	в том	7	17
4	в этом	18	17
5	и в	27	14
6	то что	8	13
7	таким образом	18	11
8	то же	15	11
9	точки зрения	16	11
10	же время	7	10
11	но и	10	10
12	в то	7	10
13	том что	4	9
14	не только	9	9
15	в себе	3	9
16	с точки	14	9
17	может быть	25	9
18	во всяком	6	9
19	прежде всего	4	8
20	того чтобы	5	8
21	отнюдь не	8	7
22	к тому	4	7
23	самом деле	16	7
24	в данном	6	7
25	мы должны	2	7
26	о том	4	7
27	и с	3	7
28	если бы	12	6
29	на самом	14	6
30	что он	6	6
31	с тем	7	6
32	для того	4	6
33	всяком случае	6	6
34	все это	7	6
35	в своем	2	6
36	и для	6	6
37	в своих	6	6
38	в россии	2	6
39	между собой	4	5
40	жизни в	3	5
41	хотя бы	6	5
42	и на	3	5
43	или иной	2	5
44	при этом	8	5
45	было бы	6	5
46	конечно не	4	5
47	в своей	6	5
48	никогда не	5	5
49	в нем	15	5
50	во всех	3	5
51	и только	2	5
52	потому что	7	5
53	только в	8	5
54	между тем	7	5
55	но не	5	4
56	не могут	10	4
57	что в	8	4
58	то ни	4	4
59	тогда когда	4	4
60	как и	14	4
61	лишь к	2	4
62	как бы	8	4
63	все же	6	4
64	бы то	4	4
65	жизни и	4	4
66	в корне	4	4
67	вместе с	6	4
68	со стороны	4	4
69	от того	2	4
70	что же	5	4
71	на земле	2	4
72	не в	12	4
73	возможно лишь	2	4
74	в этой	2	4
75	в его	7	4
76	его в	7	4
77	так как	9	4
78	для них	7	3
79	что это	3	3
80	в большинстве	4	3
81	из этих	2	3
82	в конце	3	3
83	главным образом	2	3
84	таким же	2	3
85	всех этих	2	3
86	да и	4	3
87	и как	4	3
88	то в	2	3
89	лишь в	9	3
90	что они	5	3
91	так чтобы	2	3
92	еще не	6	3
93	в самом	11	3
94	одной из	2	3
95	но если	2	3
96	знаем что	2	3
97	и потому	5	3
98	для этого	2	3
99	что и	2	3
100	не есть	4	3
101	и т	11	3
102	из них	2	3
103	данном случае	4	3
104	россии и	2	3
105	сводится к	5	3
106	того что	3	3
107	друг друга	5	3
108	тем что	5	3
109	и во	2	3
110	говорить о	2	3
111	связи с	5	3
112	из этого	4	3
113	конце концов	2	3
114	одна из	2	3
115	место в	10	2
116	нисколько не	2	2
117	и более	3	2
118	должна быть	3	2
119	друг другу	2	2
120	его и	3	2
121	и от	11	2
122	ясно что	3	2
123	по себе	4	2
124	бы ни	4	2
125	ни в	8	2
126	уже не	3	2
127	следовательно и	4	2
128	но это	2	2
129	является не	2	2
130	от него	2	2
131	именно на	2	2
132	не можем	2	2
133	отличается от	2	2
134	проявляется в	2	2
135	она не	4	2
136	совершенно не	7	2
137	сами эти	2	2
138	но для	2	2
139	в ней	5	2
140	и является	4	2
141	в котором	2	2
142	на почве	2	2
143	если же	5	2
144	и тем	3	2
145	для нас	3	2
146	время в	3	2
147	ее в	3	2
148	и тогда	2	2
149	тому что	3	2
150	по отношению	3	2
151	это только	2	2
152	они будут	2	2
153	отношения к	2	2
154	все эти	6	2
155	только на	4	2
156	и что	3	2
157	а не	17	2
158	и даже	2	2
159	так же	9	2
160	и те	4	2
161	в таком	2	2
162	принадлежат к	2	2
163	в результате	5	2
164	их в	3	2
165	мы можем	4	2
166	не о	3	2
167	мы уже	3	2
168	если они	2	2
169	в этих	3	2
170	большинстве случаев	5	2
171	в области	2	2
172	но в	6	2
173	это учение	2	2
