N	2gram	Bakhtin_Pr_5	Narrotol
1	не только	10	26
2	а не	4	17
3	но и	14	15
4	в том	5	14
5	при этом	2	14
6	и не	27	14
7	том что	3	13
8	и в	35	13
9	в этом	14	13
10	только в	6	11
11	может быть	14	10
12	своего рода	2	9
13	к тому	6	9
14	так и	8	9
15	сводится к	3	9
16	а в	7	9
17	то есть	16	9
18	то что	10	8
19	в себе	5	8
20	не может	18	8
21	не в	10	8
22	к себе	18	7
23	никогда не	4	6
24	в своем	2	6
25	в жизни	2	6
26	прежде всего	12	6
27	и к	12	6
28	того что	3	6
29	в его	21	6
30	и т.п	6	6
31	героя в	5	6
32	все же	8	6
33	у него	4	6
34	как бы	31	6
35	ничего не	3	6
36	но в	19	6
37	точки зрения	7	5
38	себе самому	18	5
39	что он	24	5
40	хотя и	2	5
41	он не	13	5
42	в котором	3	5
43	я не	8	5
44	в нем	16	5
45	отношению к	7	5
46	на него	5	5
47	как в	5	5
48	в форме	3	5
49	по отношению	6	5
50	в отличие	2	5
51	таким образом	7	5
52	в той	4	5
53	с другой	4	5
54	на протяжении	5	5
55	отличие от	2	5
56	в то	11	5
57	я в	4	5
58	о том	2	5
59	что это	4	4
60	не менее	2	4
61	в конце	5	4
62	тому же	3	4
63	как и	18	4
64	времени и	2	4
65	что в	6	4
66	для него	14	4
67	в своей	4	4
68	в ее	3	4
69	то же	15	4
70	уже не	3	4
71	в мире	4	4
72	и у	4	4
73	в рассказе	2	4
74	в другом	12	4
75	все его	4	4
76	и т.д	3	4
77	и все	15	4
78	с ним	7	4
79	а как	2	3
80	с его	7	3
81	тому что	2	3
82	это не	3	3
83	пока еще	2	3
84	или иной	4	3
85	да и	5	3
86	и того	2	3
87	в слове	6	3
88	что я	13	3
89	что они	6	3
90	но не	6	3
91	же время	10	3
92	и сам	7	3
93	в произведениях	2	3
94	к ней	2	3
95	как раз	4	3
96	той или	4	3
97	о нем	2	3
98	для себя	7	3
99	в целом	3	3
100	внутренней речи	5	3
101	как к	5	3
102	все эти	3	3
103	самом деле	10	3
104	и даже	5	3
105	и по	2	3
106	и для	8	3
107	и его	14	3
108	для других	3	3
109	с ними	5	3
110	самим собой	7	3
111	характер и	2	3
112	с этой	2	3
113	сказать что	3	3
114	между тем	4	3
115	по своей	2	3
116	которой он	3	3
117	так сказать	2	3
118	он сам	6	2
119	в душе	2	2
120	однако в	2	2
121	что у	6	2
122	о них	2	2
123	хотя бы	2	2
124	столь же	2	2
125	к другому	16	2
126	его внутренней	4	2
127	и другого	2	2
128	я уже	2	2
129	вовсе не	7	2
130	себе самом	5	2
131	к своему	5	2
132	говорит о	2	2
133	другого человека	3	2
134	себя но	2	2
135	в начале	3	2
136	с другим	13	2
137	по своему	4	2
138	что с	2	2
139	еще не	7	2
140	было бы	3	2
141	со всеми	3	2
142	и он	2	2
143	бы с	2	2
144	со своим	2	2
145	себе и	7	2
146	в самом	6	2
147	не могу	3	2
148	но для	2	2
149	у меня	6	2
150	в него	3	2
151	но зато	4	2
152	с таким	2	2
153	что и	3	2
154	раз в	2	2
155	себя в	2	2
156	я сам	7	2
157	только на	4	2
158	а с	3	2
159	те же	2	2
160	достоевского и	2	2
161	на самом	9	2
162	и что	6	2
163	только что	3	2
164	с точки	2	2
165	так же	7	2
166	той же	2	2
167	можно было	2	2
168	в чем	4	2
169	тому как	2	2
170	но это	6	2
171	не случайно	2	2
172	вступает в	2	2
173	в ней	2	2
174	в виде	7	2
175	но он	4	2
176	подобно тому	2	2
177	всей своей	2	2
178	героя на	2	2
179	говорить о	3	2
180	во время	5	2
181	как он	2	2
182	героя и	10	2
183	бы в	4	2
184	в каждой	2	2
185	потому что	8	2
