N	2gram	Losev_Dial_1	Hudozhes
1	в мире	2	23
2	в качестве	2	19
3	и не	30	16
4	в том	9	15
5	и в	18	15
6	не только	13	15
7	в частности	2	13
8	может быть	17	13
9	а в	5	12
10	но не	4	11
11	в этом	12	11
12	в себе	11	11
13	я в	2	11
14	как бы	11	10
15	но и	7	10
16	так и	9	10
17	то же	10	10
18	а не	14	10
19	в его	3	9
20	точки зрения	17	9
21	с другой	6	7
22	или иной	3	7
23	в то	6	7
24	но в	6	7
25	в основе	3	6
26	что в	13	6
27	том что	9	6
28	не в	6	6
29	же время	4	6
30	отношение к	5	6
31	не может	12	6
32	могут быть	3	5
33	можно сказать	6	5
34	ни в	15	5
35	только в	3	5
36	в самом	3	5
37	того что	2	5
38	той или	7	5
39	в нем	16	5
40	то что	13	5
41	или менее	3	5
42	другой стороны	4	5
43	в их	3	5
44	уже не	2	5
45	более или	3	5
46	в этих	5	4
47	прежде всего	10	4
48	к тому	4	4
49	а только	3	4
50	и как	7	4
51	в другом	2	4
52	для него	2	4
53	еще не	2	4
54	хотя и	4	4
55	он не	3	4
56	в своей	2	4
57	со стороны	2	4
58	отношения к	3	4
59	и то	9	4
60	сказать что	10	4
61	мы имеем	2	4
62	говорить о	5	4
63	не знает	2	4
64	как это	4	4
65	не менее	2	3
66	если бы	12	3
67	в отношении	5	3
68	в противоположность	5	3
69	это не	9	3
70	этом смысле	3	3
71	была бы	3	3
72	что он	11	3
73	одно и	4	3
74	о чем	2	3
75	мог бы	2	3
76	как раз	4	3
77	к нему	8	3
78	объекта и	2	3
79	и состоит	2	3
80	как и	2	3
81	и что	12	3
82	с точки	12	3
83	и для	2	3
84	потому что	14	3
85	в данном	3	3
86	на деле	2	3
87	в виду	5	3
88	на этом	2	2
89	я не	5	2
90	сама по	8	2
91	и более	4	2
92	ни к	2	2
93	тому что	3	2
94	в своем	5	2
95	в них	3	2
96	может оказаться	2	2
97	не как	2	2
98	вовсе не	7	2
99	по себе	25	2
100	об этом	4	2
101	при условии	3	2
102	тем более	2	2
103	могла бы	2	2
104	одной стороны	2	2
105	говорит что	3	2
106	случае не	3	2
107	несмотря на	10	2
108	никто не	2	2
109	и о	3	2
110	и потому	3	2
111	даже в	3	2
112	не является	3	2
113	дело не	2	2
114	но она	3	2
115	образом и	2	2
116	как в	2	2
117	собственно говоря	4	2
118	а с	2	2
119	и притом	4	2
120	с одной	2	2
121	именно в	2	2
122	все эти	2	2
123	это и	4	2
124	для того	2	2
125	и больше	2	2
126	так же	4	2
127	с ним	6	2
128	с другими	2	2
129	но как	2	2
130	отношении к	3	2
131	о том	4	2
132	и это	2	2
133	в чем	6	2
134	для меня	4	2
