N	2gram	Bakhtin_Fr_5	KFilosof
1	может быть	2	43
2	в его	13	39
3	в нем	10	31
4	не может	5	27
5	и не	15	26
6	и в	45	22
7	а не	4	17
8	и его	13	17
9	только в	4	16
10	точки зрения	4	13
11	в этом	14	13
12	ни в	3	12
13	для него	3	12
14	но не	4	12
15	и это	4	12
16	все эти	5	11
17	в своей	3	11
18	не в	7	11
19	к нему	2	11
20	в своем	11	10
21	это не	3	10
22	все это	7	10
23	во всех	13	10
24	с точки	2	10
25	и есть	2	9
26	в целом	2	9
27	но и	10	9
28	в их	4	9
29	как бы	12	9
30	и все	7	9
31	и для	3	9
32	не было	3	8
33	лишь в	2	8
34	было бы	2	8
35	жизни и	8	8
36	и здесь	4	7
37	вовсе не	8	7
38	конечно не	2	7
39	должен быть	2	7
40	что и	7	7
41	то что	2	7
42	в себя	5	7
43	в том	10	6
44	но это	5	6
45	и только	2	6
46	этот момент	3	6
47	и их	5	6
48	он не	6	6
49	менее всего	3	6
50	хотя бы	2	5
51	но эта	2	5
52	то же	11	5
53	его как	4	5
54	от его	3	5
55	именно в	3	5
56	не имеет	3	5
57	в основе	4	5
58	его в	5	5
59	с ним	5	5
60	но в	14	5
61	жизни в	2	5
62	как и	10	5
63	не только	14	5
64	все же	2	5
65	ко всему	2	5
66	там где	3	5
67	что в	12	4
68	при этом	2	4
69	чем не	2	4
70	между тем	2	4
71	в одном	3	4
72	нисколько не	3	4
73	мира и	8	4
74	том что	7	4
75	а в	4	4
76	и т.д	2	4
77	в чем	2	4
78	независимо от	2	3
79	что это	2	3
80	не менее	3	3
81	в каждом	2	3
82	из его	2	3
83	здесь нет	3	3
84	от того	3	3
85	того что	3	3
86	рядом с	2	3
87	и на	5	3
88	в ней	8	3
89	в то	11	3
90	о том	4	3
91	и ни	3	3
92	мы не	4	3
93	всех этих	6	3
94	в акте	5	3
95	по своему	4	3
96	нет и	2	3
97	на самом	5	3
98	самом деле	5	3
99	для того	6	3
100	в другом	3	3
101	и жизни	2	3
102	здесь не	6	3
103	ничего не	4	3
104	мысль и	2	2
105	прежде всего	10	2
106	и как	5	2
107	же время	9	2
108	себя и	2	2
109	нем не	3	2
110	потому что	7	2
111	он и	3	2
112	говорить о	2	2
113	весь мир	6	2
114	с его	7	2
115	с тем	2	2
116	дело здесь	3	2
117	что эта	2	2
118	к этому	2	2
119	что он	6	2
120	конечно в	2	2
121	и смерти	2	2
122	в качестве	2	2
123	со всеми	5	2
124	но этот	3	2
125	так и	6	2
126	как в	3	2
127	в ту	2	2
128	это и	5	2
129	чтобы не	2	2
130	и она	2	2
131	того чтобы	6	2
132	жизнь и	2	2
133	в данном	2	2
134	и та	2	2
135	от этого	2	2
136	в этой	6	2
137	дело в	3	2
