N	2gram	Losev_Prob_3	Istorich
1	и в	44	28
2	может быть	28	25
3	и т	13	25
4	т д	13	22
5	не может	7	15
6	а не	18	15
7	никогда не	6	14
8	для нас	16	13
9	мы должны	7	13
10	мы имеем	2	13
11	что в	8	12
12	то же	13	12
13	не только	14	12
14	только в	19	11
15	что он	9	10
16	все же	6	10
17	прежде всего	3	10
18	но и	10	10
19	мы не	7	10
20	и что	7	10
21	в том	21	9
22	о том	6	9
23	то что	23	9
24	и не	35	9
25	не в	13	9
26	так и	10	9
27	что это	3	8
28	если бы	3	8
29	таким образом	9	8
30	в этом	17	8
31	но в	12	8
32	в этих	2	7
33	это не	9	7
34	том что	12	7
35	еще не	5	7
36	было бы	8	7
37	в ней	5	7
38	а в	5	7
39	этот вопрос	3	7
40	так же	5	7
41	и здесь	5	7
42	что мы	8	7
43	с другой	7	6
44	не менее	10	6
45	к тому	3	6
46	тем не	10	6
47	это тоже	2	6
48	что и	9	6
49	когда он	2	6
50	в этой	3	6
51	его в	3	6
52	так как	9	6
53	вместе с	2	6
54	мы будем	2	5
55	по существу	2	5
56	что они	5	5
57	что здесь	5	5
58	но не	3	5
59	до сих	2	5
60	в качестве	3	5
61	не будем	2	5
62	дело не	2	5
63	сих пор	2	5
64	другой стороны	5	5
65	в своем	5	5
66	можно было	4	5
67	или в	4	5
68	сказать что	16	5
69	героя в	2	5
70	в его	9	5
71	все это	5	4
72	с тем	5	4
73	связи с	8	4
74	и другие	3	4
75	на то	3	4
76	об этом	3	4
77	так что	12	4
78	но все	3	4
79	но это	8	4
80	но оно	3	4
81	другими словами	6	4
82	а именно	8	4
83	в связи	7	4
84	с этим	2	4
85	с одной	2	4
86	как и	10	4
87	это так	2	4
88	того что	8	4
89	и даже	14	4
90	хотя бы	3	4
91	и для	2	4
92	и с	9	4
93	потому что	25	4
94	в основе	2	4
95	могут быть	2	4
96	как будто	3	4
97	все эти	7	4
98	здесь не	8	4
99	не то	2	4
100	точно так	3	3
101	перед нами	8	3
102	по себе	25	3
103	на котором	2	3
104	именно в	2	3
105	в начале	2	3
106	для этого	6	3
107	при этом	4	3
108	то время	4	3
109	там и	3	3
110	в котором	2	3
111	и по	2	3
112	то это	10	3
113	из них	2	3
114	в их	2	3
115	и тогда	3	3
116	нас не	5	3
117	что же	8	3
118	уже не	7	3
119	и его	5	3
120	не просто	23	3
121	если мы	16	3
122	как мы	8	3
123	из которых	2	3
124	есть только	4	3
125	же самое	9	3
126	как это	2	3
127	или даже	5	3
128	время как	4	3
129	также и	16	3
130	очень много	3	3
131	тем что	4	3
132	в другом	2	3
133	в то	9	3
134	могли бы	4	3
135	будто бы	3	3
136	дело в	4	3
137	раз и	4	3
138	бы быть	3	3
139	это за	3	3
140	же не	2	3
141	однако это	2	3
142	а с	2	2
143	всех этих	2	2
144	отличие от	3	2
145	в мифе	3	2
146	в частности	2	2
147	нисколько не	2	2
148	бы мы	2	2
149	были бы	2	2
150	именно так	3	2
151	что их	2	2
152	то он	2	2
153	и от	9	2
154	целое и	2	2
155	и потому	7	2
156	вовсе не	37	2
157	ясно что	6	2
158	в некотором	2	2
159	значение и	5	2
160	таких случаях	2	2
161	здесь в	3	2
162	в тех	3	2
163	это значение	2	2
164	очень мало	2	2
165	ни было	3	2
166	его как	3	2
167	в ее	4	2
168	то ни	6	2
169	мы видели	2	2
170	и как	3	2
171	нечто целое	2	2
172	как о	5	2
173	само по	3	2
174	для него	3	2
175	и если	6	2
176	мы в	4	2
177	никто не	2	2
178	на первый	4	2
179	что такое	3	2
180	с ним	7	2
181	же как	3	2
182	но если	6	2
183	как бы	9	2
184	в таких	3	2
185	как оно	3	2
186	чистом виде	2	2
187	и тем	9	2
188	в нем	9	2
189	это было	2	2
190	не есть	35	2
191	с той	5	2
192	но уже	3	2
193	себя в	2	2
194	бы то	4	2
195	в целом	6	2
196	во всех	2	2
197	с ней	5	2
198	образов и	3	2
199	указывает на	7	2
200	как в	5	2
201	даже не	2	2
202	во всей	3	2
203	как раз	8	2
204	то и	5	2
205	в отличие	2	2
206	и только	6	2
207	на ступени	2	2
208	отношения к	3	2
209	он не	8	2
210	в виде	6	2
211	в чистом	3	2
212	еще и	7	2
213	первый взгляд	2	2
214	а только	5	2
215	на этот	4	2
216	не так	3	2
217	ничего не	3	2
218	нас в	4	2
219	ни к	3	2
220	воздействовать на	2	2
221	однако в	2	2
222	он в	2	2
223	в себе	8	2
224	бы в	2	2
225	при помощи	8	2
226	рассматривать как	2	2
227	из этого	3	2
228	мы сейчас	2	2
229	всякого рода	4	2
230	когда мы	15	2
231	только с	4	2
232	тоже не	5	2
233	том как	2	2
