N	2gram	Propp_Isto_2	Hudozhes
1	и в	15	28
2	том что	7	19
3	и не	11	18
4	в том	6	15
5	а не	5	14
6	не в	7	13
7	в этом	11	13
8	о том	3	12
9	перед нами	2	11
10	как и	2	11
11	при этом	4	11
12	в его	6	11
13	не только	18	11
14	у нее	4	10
15	но и	14	9
16	в себе	4	9
17	в жизни	2	8
18	что он	24	8
19	может быть	17	8
20	так и	5	8
21	я не	2	7
22	к тому	5	7
23	об этом	11	7
24	отношению к	3	7
25	что она	5	7
26	по отношению	3	7
27	состоит в	2	7
28	как это	3	7
29	это не	2	6
30	в котором	5	6
31	то что	12	6
32	то же	10	6
33	не было	2	6
34	а в	12	6
35	и с	4	6
36	тем что	4	6
37	что это	6	5
38	и другие	4	5
39	у него	4	5
40	как бы	6	5
41	как в	5	5
42	да и	2	5
43	с ее	2	5
44	в этой	4	5
45	что в	12	5
46	она не	5	5
47	наряду с	6	5
48	никогда не	15	5
49	не могла	2	5
50	и его	3	5
51	одно из	2	5
52	ничего не	7	5
53	вот он	2	4
54	превращается в	2	4
55	но не	2	4
56	что они	10	4
57	в качестве	3	4
58	он не	8	4
59	что и	6	4
60	и т	19	4
61	не может	5	4
62	человека в	2	4
63	того чтобы	2	4
64	подобно тому	3	4
65	как будто	3	4
66	только в	6	4
67	тому как	3	4
68	в других	3	4
69	в состоянии	3	3
70	с другой	2	3
71	в одном	5	3
72	к себе	2	3
73	прежде всего	5	3
74	в нем	7	3
75	и ее	2	3
76	для нас	4	3
77	самом деле	2	3
78	есть и	2	3
79	еще не	9	3
80	одной стороны	3	3
81	было бы	5	3
82	одной из	4	3
83	в ней	4	3
84	мы уже	6	3
85	не все	2	3
86	в этих	11	3
87	на него	5	3
88	все это	3	3
89	а с	2	3
90	с одной	4	3
91	так же	13	3
92	или в	2	3
93	можно было	5	3
94	с другими	2	3
95	с ними	2	3
96	и на	4	3
97	что у	2	3
98	будто бы	2	3
99	как он	3	3
100	и это	3	3
101	к нему	5	3
102	говорится в	2	2
103	т е	29	2
104	себя и	2	2
105	его и	4	2
106	за него	2	2
107	именно в	2	2
108	не столько	2	2
109	из этих	3	2
110	о его	2	2
111	мы знаем	11	2
112	тому же	2	2
113	они были	2	2
114	же как	5	2
115	одна из	2	2
116	на другой	2	2
117	этот мотив	4	2
118	же и	3	2
119	к ней	2	2
120	о нем	4	2
121	а также	2	2
122	до сих	6	2
123	обратимся к	2	2
124	один из	8	2
125	все же	9	2
126	из них	2	2
127	вместе с	7	2
128	дело не	4	2
129	сих пор	7	2
130	приводит к	2	2
131	здесь не	2	2
132	т д	18	2
133	того как	4	2
134	тем самым	2	2
135	хотя бы	2	2
136	и для	2	2
137	той же	2	2
138	роль в	3	2
139	и то	2	2
140	сказать что	2	2
141	потому что	9	2
142	в другом	9	2
143	страх перед	3	2
144	могла бы	2	2
145	и только	2	2
146	с мотивом	3	2
147	его в	10	2
148	нет ничего	2	2
149	но в	6	2
150	видит в	2	2
