N	3gram	Vygotskiy__5	Dialekti
1	и т д	3	23
2	с точки зрения	2	14
3	не только не	4	7
4	не что иное	2	6
5	что иное как	2	6
6	не может быть	2	6
7	о том что	6	5
8	в самом деле	5	5
9	сам по себе	3	5
10	само по себе	2	5
11	на первый план	2	4
12	в том что	14	3
13	с одной стороны	12	3
14	то что мы	2	3
15	сами по себе	2	3
16	на то что	16	3
17	что это есть	2	2
18	к тому что	6	2
19	той или иной	2	2
20	так же как	2	2
21	одно и то	3	2
22	иметь в виду	3	2
23	и то же	3	2
24	с другой стороны	5	2
25	в зависимости от	6	2
26	из того что	3	2
