N	2gram	Nazirov_Tv_1	Myshleni
1	и в	21	25
2	в том	7	23
3	том что	11	20
4	что в	12	17
5	так же	3	17
6	таким образом	5	17
7	в основе	2	16
8	как и	12	15
9	то что	8	15
10	в его	13	15
11	в этом	6	14
12	вместе с	2	14
13	может быть	5	13
14	в целом	4	13
15	так как	3	12
16	в качестве	2	12
17	перед нами	2	10
18	как бы	17	10
19	и не	7	10
20	того что	3	10
21	что и	2	10
22	только в	5	10
23	как в	8	9
24	уже в	3	7
25	самого начала	3	6
26	не менее	6	6
27	с другой	3	6
28	с самого	3	6
29	не в	2	6
30	и у	2	6
31	один из	4	6
32	не может	4	6
33	процесса в	4	6
34	и на	7	6
35	потому что	5	6
36	в основном	4	6
37	приходит к	3	6
38	что он	6	6
39	представляет собой	3	6
40	но не	3	6
41	того же	2	6
42	со всеми	3	6
43	не только	7	6
44	все же	5	6
45	в отличие	2	6
46	все это	10	6
47	отличие от	2	6
48	так и	2	5
49	именно в	2	5
50	тем не	2	5
51	и как	4	5
52	но это	5	5
53	для него	6	5
54	при этом	7	5
55	одним из	4	5
56	что она	2	5
57	и по	3	5
58	с ее	3	5
59	человека и	4	5
60	о том	6	5
61	могут быть	2	5
62	в этой	5	5
63	в частности	2	4
64	никогда не	3	4
65	в своем	4	4
66	прежде всего	4	4
67	к тому	2	4
68	не мог	2	4
69	отнюдь не	5	4
70	из них	2	4
71	но и	3	4
72	не столько	2	4
73	а в	6	4
74	сказать что	2	4
75	в то	15	4
76	с ним	3	4
77	и все	6	4
78	и того	2	4
79	он не	8	4
80	приводит к	2	4
81	той же	3	4
82	значит что	2	4
83	в себя	2	3
84	в свою	7	3
85	в самом	3	3
86	вслед за	2	3
87	в него	2	3
88	в котором	6	3
89	если в	2	3
90	на том	2	3
91	который в	3	3
92	но только	2	3
93	в жизни	2	3
94	к этому	2	3
95	то в	2	3
96	общения с	2	3
97	когда он	2	3
98	в виде	3	3
99	на деле	2	3
100	место в	3	2
101	то же	13	2
102	в этих	2	2
103	и от	4	2
104	одного из	2	2
105	а по	2	2
106	в один	2	2
107	так что	2	2
108	в нашей	2	2
109	все более	2	2
110	хотя и	3	2
111	в нем	3	2
112	этой проблемы	2	2
113	и других	3	2
114	здесь мы	2	2
115	что как	2	2
116	в своих	5	2
117	характер что	2	2
118	на его	3	2
119	ни на	3	2
120	говорит об	2	2
121	с его	11	2
122	к жизни	2	2
123	однако в	2	2
124	об этом	2	2
125	одна из	2	2
126	о котором	2	2
127	тот же	2	2
128	еще в	2	2
129	не будет	2	2
130	в мире	4	2
131	в своей	4	2
132	только что	2	2
133	уже не	3	2
134	тем самым	7	2
135	и его	6	2
136	или в	2	2
137	связан с	3	2
138	в себе	2	2
139	в чем	2	2
140	а как	2	2
