N	3gram	Vygotskiy__3	Myslijsy
1	в том что	17	16
2	смысле этого слова	4	7
3	заключает в себе	2	5
4	по отношению к	2	5
5	с другой стороны	3	4
6	в то время	4	4
7	вместе с тем	10	4
8	само по себе	2	3
9	тем не менее	5	3
10	в свою очередь	2	3
11	с одной стороны	5	3
12	не может быть	2	3
13	что и в	5	3
14	только в том	2	3
15	для того чтобы	7	3
16	и той же	2	2
17	вместе с этим	2	2
18	в собственном смысле	6	2
19	только потому что	2	2
20	в этом отношении	3	2
21	то что мы	2	2
22	так и в	2	2
23	как и в	2	2
24	потому что оно	2	2
25	с тем и	4	2
26	одной и той	2	2
