N	2gram	Propp_Isto_6	Problema
1	и не	10	28
2	не только	10	24
3	только в	5	23
4	в виде	6	22
5	вовсе не	2	21
6	в том	12	20
7	и в	26	20
8	ни в	2	17
9	все эти	8	16
10	то что	6	15
11	потому что	13	15
12	у нас	5	14
13	было бы	2	14
14	но и	9	14
15	перед нами	2	13
16	не в	3	13
17	не есть	2	12
18	в себе	3	12
19	том что	10	12
20	прежде всего	4	11
21	как будто	3	11
22	в качестве	3	10
23	так и	5	10
24	и его	7	10
25	при помощи	3	10
26	может быть	11	9
27	в этом	12	9
28	если бы	3	8
29	что он	9	8
30	таким образом	12	8
31	во всяком	2	8
32	но в	7	8
33	значит что	2	8
34	с другой	10	7
35	это не	4	7
36	еще не	9	7
37	мы не	6	7
38	и тем	4	7
39	то же	5	7
40	а не	2	7
41	сказать что	3	7
42	и с	6	7
43	в ней	5	7
44	здесь не	2	7
45	и от	3	6
46	так что	3	6
47	а также	4	6
48	для нас	2	6
49	как и	5	6
50	но это	4	6
51	что здесь	3	6
52	при этом	3	6
53	другой стороны	8	6
54	в одно	2	6
55	в данном	3	6
56	мы имеем	14	6
57	но не	2	5
58	в нем	8	5
59	можно сказать	2	5
60	жизни и	2	5
61	вместе с	8	5
62	данном случае	3	5
63	как в	6	5
64	так же	2	5
65	то и	2	5
66	не может	6	5
67	в них	3	5
68	так как	18	5
69	уже не	7	5
70	когда мы	2	5
71	или в	3	5
72	в этих	2	5
73	о том	7	5
74	с тем	4	4
75	в одном	3	4
76	и ее	3	4
77	уже давно	2	4
78	в этой	2	4
79	тем самым	2	4
80	кроме того	3	4
81	в своей	3	4
82	что она	3	4
83	как бы	4	4
84	всяком случае	2	4
85	не имеет	2	4
86	и т	10	4
87	отличается от	2	4
88	и только	3	4
89	с этим	2	4
90	а в	3	4
91	что не	2	4
92	и наконец	3	4
93	можно было	2	4
94	солнца и	3	4
95	в то	5	4
96	с ним	8	4
97	нет ни	2	4
98	человека в	2	3
99	к тому	2	3
100	независимо от	3	3
101	в мифе	4	3
102	вообще не	3	3
103	точно так	2	3
104	с собой	2	3
105	как мы	4	3
106	он был	2	3
107	здесь мы	4	3
108	и как	2	3
109	но все	2	3
110	себе в	4	3
111	в его	5	3
112	не так	2	3
113	здесь нет	2	3
114	то это	5	3
115	что и	4	3
116	что в	12	3
117	другими словами	3	3
118	в своем	2	3
119	т д	8	3
120	не было	3	3
121	является и	3	3
122	и другое	2	3
123	из которых	3	3
124	что мы	2	3
125	или другой	2	3
126	и на	12	3
127	тем что	5	3
128	имеем в	4	3
129	но как	4	3
130	мы должны	2	3
131	зависимости от	2	3
132	как это	5	3
133	из этого	3	3
134	мы можем	7	3
135	за собой	5	2
136	все время	2	2
137	в частности	3	2
138	однако в	2	2
139	но так	3	2
140	то он	2	2
141	меня в	3	2
142	стороны и	2	2
143	с его	4	2
144	самое время	2	2
145	что они	2	2
146	то время	3	2
147	том как	3	2
148	в это	4	2
149	кажется что	2	2
150	нет в	3	2
151	что это	2	2
152	на его	4	2
153	он не	2	2
154	относится к	2	2
155	не вполне	2	2
156	время как	3	2
157	никто не	2	2
158	нам кажется	2	2
159	все же	8	2
160	на этой	2	2
161	не будет	5	2
162	не будем	2	2
163	если он	3	2
164	а именно	9	2
165	здесь уже	2	2
166	совсем другое	2	2
167	на земле	4	2
168	мы находим	2	2
169	там же	3	2
170	она в	2	2
171	совершенно ясно	4	2
172	и что	5	2
173	и больше	2	2
174	и он	4	2
175	только что	2	2
176	и по	4	2
177	в других	4	2
178	почти всегда	3	2
179	с ними	2	2
180	приходит к	3	2
181	что иное	2	2
182	и то	3	2
183	далеко не	3	2
184	его в	5	2
185	и это	8	2
186	к своему	3	2
187	того же	2	2
