N	2gram	Losev_Prob_2	Vladivir
1	и в	35	40
2	то что	38	28
3	и не	37	25
4	не только	24	25
5	учение о	2	24
6	то есть	39	24
7	но и	16	18
8	в том	12	18
9	том что	19	18
10	еще и	5	18
11	что в	11	17
12	также и	12	17
13	в этом	17	16
14	так что	11	14
15	в его	7	14
16	не может	13	14
17	точки зрения	2	13
18	вовсе не	37	13
19	в виде	6	13
20	только в	14	13
21	а именно	6	12
22	сказать что	24	12
23	даже и	18	12
24	в конце	7	12
25	таким образом	4	11
26	потому что	13	11
27	о том	18	11
28	едва ли	9	11
29	прежде всего	11	10
30	тем не	12	10
31	ни в	6	10
32	то это	3	10
33	не просто	11	10
34	не есть	33	10
35	как раз	8	10
36	не менее	13	9
37	уже не	8	9
38	есть только	8	9
39	и с	10	9
40	и то	10	9
41	что же	9	9
42	в себе	5	9
43	не был	4	8
44	в своем	4	8
45	в этой	9	8
46	может быть	18	8
47	так же	5	8
48	и что	13	8
49	раз и	5	8
50	он не	2	8
51	а также	2	8
52	как мы	5	8
53	а не	10	8
54	что все	6	7
55	к тому	3	7
56	а только	6	7
57	и как	4	7
58	несмотря на	3	7
59	и если	3	7
60	хотя и	3	7
61	необходимо сказать	6	7
62	а в	4	7
63	в своих	3	7
64	так как	7	7
65	с тем	3	7
66	того что	12	7
67	в то	6	7
68	что и	2	7
69	вместе с	2	7
70	как и	5	7
71	мы бы	3	7
72	и здесь	4	6
73	да и	10	6
74	смысле слова	7	6
75	это значит	4	6
76	кроме того	5	6
77	и даже	11	6
78	и на	5	6
79	и от	3	6
80	по себе	8	6
81	об этом	2	6
82	не будет	11	6
83	так и	7	6
84	иной раз	3	6
85	если не	4	6
86	хотя бы	12	6
87	но это	6	6
88	и это	5	6
89	значит что	4	6
90	содержит в	2	5
91	с другой	6	5
92	для нас	9	5
93	совсем не	7	5
94	но если	4	5
95	должно быть	2	5
96	в отношении	4	5
97	не было	3	5
98	все эти	7	5
99	только и	3	5
100	в ней	2	5
101	тут же	8	5
102	в истории	3	5
103	тоже не	7	5
104	отнюдь не	5	5
105	что он	4	5
106	у нас	18	5
107	мы уже	3	5
108	некоторого рода	7	5
109	еще в	2	5
110	для себя	9	5
111	или менее	4	5
112	только на	9	5
113	можно было	5	5
114	конце концов	7	5
115	в данном	10	5
116	тем что	4	5
117	ничего общего	3	5
118	более или	4	5
119	ничего не	10	5
120	но даже	3	4
121	тому что	3	4
122	точно так	3	4
123	вопрос о	3	4
124	на то	6	4
125	и можно	3	4
126	что если	4	4
127	такого рода	15	4
