N	2gram	Voloshinov_1	FransuaR
1	и в	12	65
2	и др	5	24
3	как бы	13	22
4	и не	10	22
5	в том	6	16
6	в этом	4	15
7	но в	5	14
8	в условиях	2	13
9	в нем	6	13
10	прежде всего	8	11
11	и на	4	11
12	и его	13	10
13	и потому	2	10
14	не только	4	10
15	но и	3	10
16	так и	4	10
17	все эти	3	10
18	в его	2	9
19	все это	3	9
20	в своем	2	8
21	и другие	2	8
22	за пределы	4	8
23	формы и	3	7
24	его в	4	7
25	жизни и	4	7
26	влияние на	2	7
27	точки зрения	14	7
28	только в	6	7
29	никогда не	5	6
30	том что	5	6
31	все же	4	6
32	еще не	3	6
33	при этом	6	6
34	может быть	14	6
35	в ней	6	6
36	искусства и	2	6
37	в отношении	2	6
38	на самом	4	6
39	сказать что	7	6
40	в литературе	4	6
41	так как	9	6
42	с его	2	5
43	в них	3	5
44	для него	3	5
45	и пр	3	5
46	в своей	3	5
47	связь с	2	5
48	как в	5	5
49	как и	5	5
50	между тем	3	5
51	и все	2	5
52	литературы и	4	5
53	и к	4	4
54	не в	4	4
55	и оценки	2	4
56	это как	3	4
57	отношение к	4	4
58	в самом	4	4
59	сих пор	3	4
60	до сих	3	4
61	для нас	7	4
62	между ними	2	4
63	в жизни	5	4
64	что в	2	3
65	перестает быть	2	3
66	это не	2	3
67	но все	2	3
68	но это	2	3
69	самом деле	3	3
70	но для	3	3
71	к нему	4	3
72	с точки	2	3
73	то что	5	3
74	от всех	2	3
75	не может	16	3
76	в себя	2	3
77	в форме	2	3
78	уже не	4	3
79	с другой	4	3
80	в себе	3	3
81	и вообще	3	3
82	нет ничего	2	3
83	и здесь	2	3
84	с ним	3	3
85	ничего не	2	3
86	и с	3	3
87	в виду	5	3
88	но не	2	2
89	этих двух	2	2
90	на все	2	2
91	конечно в	2	2
92	его к	2	2
93	можно сказать	5	2
94	и так	2	2
95	да и	3	2
96	более того	2	2
97	кроме того	2	2
98	до конца	2	2
99	одной стороны	2	2
100	от того	4	2
101	он не	2	2
102	в основном	2	2
103	подчеркнуть что	2	2
104	и для	3	2
105	не к	3	2
106	в некоторых	3	2
107	на него	2	2
108	в процессе	6	2
109	только на	3	2
110	с одной	2	2
111	того что	3	2
112	что не	4	2
113	что мы	5	2
114	и наконец	3	2
115	и по	3	2
116	в этих	2	2
117	быть только	2	2
118	могут быть	2	2
119	еще раз	2	2
120	ни на	2	2
121	о том	3	2
122	дело в	4	2
123	в особенности	2	2
124	в чем	2	2
