N	2gram	Propp_Isto_7	VelikijI
1	и не	4	20
2	и в	24	16
3	то что	7	9
4	так как	8	9
5	еще не	8	8
6	что они	3	7
7	на земле	2	7
8	а не	8	7
9	хотя и	3	5
10	как бы	4	5
11	но и	11	5
12	все это	8	5
13	того что	6	5
14	на себя	2	5
15	в образе	3	4
16	что он	21	4
17	в нем	6	4
18	как и	6	4
19	что мы	3	4
20	в котором	2	4
21	так и	5	4
22	что не	2	4
23	потому что	9	4
24	в этом	12	4
25	и все	6	4
26	с его	3	3
27	если не	4	3
28	что в	13	3
29	по этому	2	3
30	в этих	13	3
31	что во	2	3
32	в них	3	3
33	превращается в	3	3
34	в конце	3	3
35	ни в	2	3
36	в том	7	3
37	не в	9	3
38	но это	3	3
39	тот же	2	3
40	во всех	7	3
41	никогда не	4	3
42	то это	5	3
43	что и	8	3
44	тому что	2	3
45	и что	10	3
46	не имеет	4	3
47	все эти	2	3
48	в чем	5	3
49	но в	5	3
50	тот кто	5	2
51	не могут	2	2
52	это не	10	2
53	прежде всего	2	2
54	для нас	6	2
55	том что	10	2
56	одна из	7	2
57	от него	3	2
58	но не	6	2
59	которой они	2	2
60	конечно не	2	2
61	не только	21	2
62	один из	7	2
63	и т	17	2
64	не будет	2	2
65	на том	2	2
66	ее в	3	2
67	в форме	2	2
68	т д	16	2
69	тем что	6	2
70	мы не	4	2
71	уже не	2	2
72	не так	2	2
73	его не	2	2
74	а в	10	2
75	с ним	5	2
76	только в	6	2
77	и это	2	2
78	которые не	2	2
