N	2gram	Bakhtin_Fr_4	Myslijsy
1	то есть	21	30
2	и в	29	24
3	может быть	2	23
4	то что	4	20
5	и не	16	19
6	в том	7	18
7	не только	10	15
8	того же	5	14
9	при этом	3	13
10	в слове	2	13
11	но не	2	12
12	не может	2	12
13	то же	10	12
14	мы можем	3	12
15	только в	2	11
16	таким образом	20	11
17	в себе	3	10
18	как в	2	10
19	так как	7	10
20	вовсе не	9	9
21	в нем	5	9
22	как бы	8	9
23	но и	9	9
24	том что	3	8
25	более или	3	8
26	или менее	3	8
27	и на	11	8
28	в этом	11	8
29	быть может	2	7
30	прежде всего	8	7
31	как и	12	7
32	того что	3	7
33	тем что	4	7
34	в чем	3	7
35	связи с	2	6
36	с другой	4	6
37	и как	3	6
38	в то	10	6
39	уже в	2	5
40	с ним	2	5
41	что они	2	5
42	тот же	3	5
43	о том	2	5
44	и их	3	5
45	так и	11	5
46	в них	7	5
47	бы не	2	5
48	для того	3	5
49	все остальные	3	5
50	из них	6	5
51	только для	4	5
52	все же	3	5
53	в которой	4	5
54	место в	2	4
55	во время	10	4
56	никогда не	2	4
57	образом в	3	4
58	что он	4	4
59	уже не	2	4
60	такой же	3	4
61	еще не	4	4
62	между прочим	2	4
63	в котором	2	4
64	с одной	2	4
65	тому как	3	4
66	подобно тому	3	4
67	они не	2	4
68	как он	2	4
69	там где	3	4
70	так сказать	2	4
71	то время	2	4
72	в других	2	4
73	но в	12	4
74	что это	5	3
75	это не	5	3
76	и все	13	3
77	но мы	2	3
78	хотя и	2	3
79	и при	2	3
80	одной стороны	2	3
81	но это	4	3
82	в ней	3	3
83	если в	2	3
84	его в	9	3
85	но она	2	3
86	с таким	2	3
87	со стороны	2	3
88	в словах	2	3
89	и у	2	3
90	и для	2	3
91	как на	2	3
92	той же	3	3
93	рядом с	5	3
94	с ними	3	3
95	и то	2	3
96	далеко не	5	3
97	в этих	2	3
98	в эту	3	3
99	самого начала	3	2
100	всех этих	3	2
101	время и	2	2
102	и есть	4	2
103	в нашем	4	2
104	связанные с	4	2
105	и его	8	2
106	что у	3	2
107	превращается в	3	2
108	но он	6	2
109	не столько	2	2
110	и это	2	2
111	в жизни	2	2
112	между ними	2	2
113	к этому	2	2
114	с его	4	2
115	животных и	3	2
116	были и	3	2
117	все эти	9	2
118	есть в	2	2
119	так же	7	2
120	у него	5	2
121	же время	8	2
122	было в	2	2
123	и тот	2	2
124	в его	8	2
125	органов и	2	2
126	один из	4	2
127	ни с	2	2
128	но эти	2	2
129	все это	4	2
130	другой стороны	3	2
131	и других	3	2
132	и они	3	2
133	на самом	4	2
134	в себя	2	2
135	но только	2	2
136	с самого	3	2
137	того чтобы	3	2
138	мы видим	3	2
139	и по	5	2
140	друг друга	2	2
141	или в	2	2
142	и здесь	3	2
143	их в	2	2
144	сказать что	5	2
145	не на	2	2
146	даже и	2	2
147	на этом	2	2
148	общие черты	2	2
149	к которому	2	2
