N	2gram	Bakhtin_Fr_6	Myshleni
1	в том	2	42
2	том что	7	35
3	с помощью	6	31
4	таким образом	17	25
5	в развитии	2	25
6	точки зрения	2	24
7	в этом	12	24
8	и в	41	20
9	что в	7	19
10	заключается в	2	18
11	в основе	4	17
12	то же	5	16
13	то что	10	15
14	не только	10	15
15	что они	2	14
16	как мы	12	13
17	с другой	4	12
18	при этом	3	12
19	потому что	3	12
20	может быть	2	12
21	так же	5	11
22	в его	7	11
23	с точки	2	11
24	того что	3	10
25	в истории	2	10
26	так как	10	10
27	мы видим	6	10
28	если мы	2	10
29	и то	2	10
30	в себе	5	10
31	только в	3	10
32	и другие	2	9
33	и как	4	9
34	одной стороны	4	9
35	но и	13	9
36	другой стороны	2	9
37	с одной	4	9
38	между тем	2	9
39	как это	2	9
40	как и	7	9
41	того же	4	9
42	тот же	4	9
43	и не	3	8
44	и что	5	8
45	в результате	4	8
46	тогда когда	2	8
47	было бы	3	8
48	вместе с	6	8
49	как бы	7	7
50	этом отношении	3	7
51	что мы	2	7
52	и тот	2	7
53	в своей	2	7
54	самом деле	4	7
55	а не	2	7
56	того чтобы	4	7
57	тем что	5	7
58	уже в	4	6
59	одного и	2	6
60	мы видели	2	6
61	в самом	10	6
62	не может	4	6
63	те же	3	6
64	и на	9	6
65	сказать что	6	6
66	что он	6	6
67	той же	5	6
68	перед нами	3	5
69	в частности	2	5
70	никогда не	8	5
71	говорит он	2	5
72	и его	13	5
73	с этим	3	5
74	все же	4	5
75	о том	9	5
76	мы уже	18	5
77	так и	5	5
78	как в	4	5
79	все эти	11	5
80	все время	4	4
81	в своем	5	4
82	первый план	3	4
83	для нас	2	4
84	из них	5	4
85	роль в	4	4
86	и те	2	4
87	с этой	3	4
88	как они	2	4
89	как он	2	4
90	и с	16	4
91	на первый	3	4
92	в сущности	8	4
93	между ними	3	4
94	не в	4	4
95	и для	3	4
96	в области	2	4
97	на этом	2	3
98	не могут	2	3
99	в этих	2	3
100	и от	4	3
101	что все	2	3
102	на все	3	3
103	так что	2	3
104	в этой	8	3
105	одной из	3	3
106	один из	6	3
107	именно в	4	3
108	и когда	2	3
109	на его	2	3
110	но в	8	3
111	и во	2	3
112	бы в	2	3
113	во всем	5	3
114	но не	2	3
115	как известно	2	3
116	со всеми	2	3
117	себя в	2	3
118	внимание на	2	3
119	связи с	2	3
120	в чем	3	3
121	связана с	2	2
122	все основные	2	2
123	мы будем	3	2
124	должна быть	2	2
125	понятно что	2	2
126	прежде всего	10	2
127	находятся в	2	2
128	что если	2	2
129	в следующей	6	2
130	мы узнаем	2	2
131	что это	5	2
132	и у	2	2
133	мы встречаем	3	2
134	одним из	4	2
135	следующей главе	6	2
136	они могут	2	2
137	в ней	4	2
138	в него	3	2
139	в нем	16	2
140	к нему	3	2
141	уже говорили	11	2
142	образов и	5	2
143	данном случае	2	2
144	они не	3	2
145	а в	4	2
146	также и	6	2
147	в данном	3	2
148	из этих	2	2
149	в начале	3	2
150	их в	2	2
151	влияния на	2	2
152	но они	4	2
153	с более	2	2
154	у него	7	2
155	стороны и	2	2
156	а затем	4	2
157	никак не	3	2
158	а также	5	2
159	даже в	4	2
160	раз в	2	2
161	и т.п	19	2
162	в той	5	2
163	и он	5	2
164	к этим	3	2
