N	2gram	Vygotskiy__2	FransuaR
1	и в	32	41
2	то есть	21	20
3	таким образом	21	19
4	в этом	13	15
5	и все	4	14
6	как и	10	14
7	в этой	6	13
8	то же	13	13
9	все эти	7	13
10	в его	2	12
11	в том	37	11
12	в себе	2	11
13	так и	3	10
14	все это	5	10
15	в то	5	10
16	и его	7	9
17	не в	8	9
18	же время	2	9
19	но и	10	9
20	что в	20	9
21	в конце	3	8
22	и от	2	8
23	по существу	3	8
24	то что	21	8
25	но в	3	8
26	в них	2	7
27	вовсе не	2	7
28	человеческого тела	2	7
29	в романе	2	7
30	в новой	2	7
31	как бы	6	7
32	в нем	4	7
33	и не	10	7
34	это не	2	6
35	ни в	2	6
36	мы видим	4	6
37	и до	4	6
38	только в	7	6
39	о том	6	6
40	не только	12	5
41	и к	3	5
42	на этом	3	5
43	в ней	5	5
44	вместе с	2	5
45	что и	17	5
46	как в	9	5
47	того как	4	5
48	и у	2	5
49	а в	4	5
50	к нему	2	5
51	и для	4	5
52	так же	18	5
53	точки зрения	17	5
54	и это	4	5
55	потому что	21	5
56	место в	2	4
57	что это	8	4
58	но он	3	4
59	и здесь	2	4
60	том что	21	4
61	все что	2	4
62	после того	2	4
63	было бы	11	4
64	в сущности	7	4
65	может быть	18	4
66	он не	6	4
67	в виду	3	4
68	целый ряд	6	4
69	и на	5	4
70	та же	3	4
71	и с	4	4
72	он дает	2	4
73	конце концов	3	4
74	ничего не	4	4
75	из самых	2	3
76	в отношении	3	3
77	что у	5	3
78	того же	2	3
79	в одном	2	3
80	это в	2	3
81	но это	2	3
82	такой же	7	3
83	в руках	2	3
84	свою очередь	2	3
85	в своей	3	3
86	в свою	3	3
87	при этом	13	3
88	из них	4	3
89	несмотря на	4	3
90	например в	3	3
91	и их	3	3
92	что он	13	3
93	с ее	3	3
94	жизни и	4	3
95	во всех	3	3
96	в их	3	3
97	в свете	2	3
98	не может	17	3
99	не было	2	3
100	с точки	10	3
101	не имеет	4	3
102	и по	4	3
103	той же	8	3
104	и те	4	3
105	можно было	7	3
106	тем что	9	3
107	не на	2	3
108	так как	12	3
109	что все	9	2
110	с его	2	2
111	все время	6	2
112	а на	4	2
113	никогда не	9	2
114	в этих	2	2
115	и так	3	2
116	с этим	4	2
117	же что	2	2
118	на самом	5	2
119	том и	2	2
120	есть не	4	2
121	и ее	3	2
122	к тому	7	2
123	интерес к	2	2
124	и как	7	2
125	из всех	2	2
126	по своему	3	2
127	на другой	2	2
128	точка зрения	2	2
129	до конца	3	2
130	отношение к	2	2
131	тот же	6	2
132	еще не	2	2
133	того что	8	2
134	они в	2	2
135	мы в	3	2
136	на том	2	2
137	все те	2	2
138	оно не	2	2
139	которое он	3	2
140	в состоянии	2	2
141	начала и	2	2
142	в процессе	2	2
143	образом и	4	2
144	и всегда	2	2
145	как нечто	2	2
146	имеет дело	3	2
147	в особенности	2	2
148	этом отношении	5	2
149	еще более	3	2
150	и других	3	2
151	и вот	3	2
152	только на	5	2
153	а не	7	2
154	говорит что	7	2
155	а только	3	2
156	из которых	2	2
157	роль в	2	2
158	жизнь и	3	2
159	мы не	3	2
160	у них	2	2
161	в данном	4	2
162	и то	3	2
163	их в	2	2
164	во всяком	2	2
165	имеем в	2	2
166	в которых	3	2
167	ту же	4	2
168	также и	2	2
169	далеко не	5	2
170	явлений и	2	2
171	как он	2	2
172	в свое	2	2
173	в чем	4	2
174	в которой	2	2
175	мы имеем	4	2
176	это было	3	2
177	том как	2	2
