N	2gram	Bakhtin_fo_2	StatiiOP
1	и в	46	29
2	том что	4	27
3	в том	10	27
4	в этом	22	21
5	но и	9	19
6	что в	5	19
7	не только	11	19
8	о том	4	17
9	что он	3	13
10	в его	8	13
11	то что	7	11
12	все это	6	11
13	к тому	3	10
14	таким образом	3	10
15	в своем	5	9
16	и т	14	9
17	так и	7	9
18	этом отношении	2	9
19	и не	9	9
20	как на	2	9
21	потому что	8	9
22	он не	5	9
23	и пр	2	8
24	но в	10	8
25	с тем	2	7
26	в виду	3	7
27	в котором	4	7
28	вместе с	9	7
29	для того	8	7
30	в одном	7	6
31	вовсе не	13	6
32	до сих	2	6
33	все же	6	6
34	т д	3	6
35	того чтобы	8	6
36	и его	12	6
37	и на	7	6
38	о чем	3	5
39	прежде всего	14	5
40	в той	2	5
41	в качестве	3	5
42	было бы	2	5
43	как бы	10	5
44	сих пор	2	5
45	а не	4	5
46	того что	3	5
47	точки зрения	10	5
48	до того	2	4
49	именно в	2	4
50	в частности	5	4
51	с другой	2	4
52	к этому	3	4
53	в романе	13	4
54	не в	9	4
55	для него	3	4
56	кроме того	3	4
57	и к	2	4
58	и о	2	4
59	хотя и	3	4
60	в нем	5	4
61	еще более	4	4
62	в другом	3	4
63	связи с	8	4
64	и с	6	4
65	не был	2	3
66	в этих	3	3
67	не является	3	3
68	но он	2	3
69	с этим	5	3
70	в образе	4	3
71	по себе	2	3
72	одном из	2	3
73	что на	3	3
74	не мог	2	3
75	у нас	2	3
76	так что	4	3
77	но это	2	3
78	как у	3	3
79	но не	5	3
80	до конца	2	3
81	наконец в	2	3
82	никогда не	6	3
83	и даже	3	3
84	из них	8	3
85	как в	4	3
86	в их	3	3
87	т п	11	3
88	не было	3	3
89	тем что	3	3
90	и он	4	3
91	и по	3	3
92	так же	2	3
93	во всяком	2	3
94	столько же	2	3
95	в отношении	2	2
96	во время	10	2
97	и более	2	2
98	в роман	2	2
99	и другие	3	2
100	борьба с	3	2
101	и др	5	2
102	в них	7	2
103	с этой	4	2
104	в одной	2	2
105	если не	2	2
106	в конце	2	2
107	в духе	2	2
108	что было	3	2
109	что и	3	2
110	он был	2	2
111	а затем	3	2
112	по существу	5	2
113	как и	8	2
114	и как	3	2
115	в этой	2	2
116	другом месте	2	2
117	что они	4	2
118	в истории	4	2
119	в то	5	2
120	по своему	2	2
121	в это	3	2
122	может быть	7	2
123	далее в	2	2
124	том же	4	2
125	тем же	2	2
126	и потому	2	2
127	а также	3	2
128	нет и	3	2
129	сами по	2	2
130	только в	11	2
131	не могли	3	2
132	ее в	3	2
133	также и	4	2
134	в некоторых	2	2
135	века и	2	2
136	не на	3	2
137	и самый	2	2
138	не может	2	2
139	в особенности	6	2
140	то же	8	2
141	все эти	5	2
142	у всех	2	2
143	при этом	6	2
144	там где	2	2
145	с точки	8	2
146	особенно в	2	2
147	в данном	2	2
148	в себе	4	2
149	его в	6	2
150	как он	2	2
151	и это	2	2
152	и всегда	2	2
153	почти все	3	2
154	так как	6	2
155	как это	2	2
156	того же	3	2
