N	2gram	Vygotskiy__2	Stilisti
1	и в	32	42
2	как бы	6	27
3	не только	12	27
4	хотя бы	3	17
5	но и	10	15
6	то же	13	15
7	и не	10	14
8	может быть	18	12
9	не может	17	12
10	точки зрения	17	11
11	как и	10	11
12	и как	7	10
13	мы должны	3	10
14	отнюдь не	5	10
15	в этом	13	10
16	при этом	13	9
17	в то	5	9
18	то что	21	9
19	для того	13	9
20	мы не	3	9
21	все же	4	8
22	в ней	5	8
23	таким образом	21	8
24	с тем	11	8
25	что же	3	8
26	в себе	2	8
27	и это	4	8
28	никогда не	9	7
29	и от	2	7
30	же время	2	7
31	и тем	4	7
32	и на	5	7
33	потому что	21	7
34	так как	12	7
35	с его	2	7
36	было бы	11	7
37	а не	7	7
38	того чтобы	14	7
39	и его	7	7
40	мы можем	3	7
41	только в	7	7
42	в которой	2	7
43	ничего не	4	7
44	мы будем	2	6
45	не в	8	6
46	в этой	6	6
47	в свою	3	6
48	на его	2	6
49	в конце	3	6
50	когда мы	2	6
51	и так	3	6
52	в нем	4	6
53	во всех	3	6
54	в процессе	2	6
55	так и	3	6
56	слова в	2	5
57	тому что	4	5
58	и той	4	5
59	и следовательно	2	5
60	и их	3	5
61	те же	6	5
62	а в	4	5
63	и с	4	5
64	же самое	6	5
65	того или	3	5
66	как это	4	5
67	в сознании	4	5
68	же мы	3	5
69	или иного	2	5
70	в его	2	5
71	вместе с	2	5
72	с точки	10	5
73	той же	8	5
74	все время	6	4
75	что это	8	4
76	и без	2	4
77	само собой	3	4
78	в каждом	2	4
79	что именно	3	4
80	к тому	7	4
81	которой мы	2	4
82	свою очередь	2	4
83	в самом	12	4
84	точка зрения	2	4
85	один из	3	4
86	все это	5	4
87	того что	8	4
88	так же	18	4
89	о том	6	4
90	но в	3	4
91	не существует	2	4
92	если бы	6	4
93	были бы	3	4
94	и к	3	4
95	мы видим	4	4
96	на него	2	4
97	а с	2	4
98	если мы	12	4
99	к своему	2	4
100	самом деле	16	4
101	можно было	7	4
102	и то	3	4
103	то есть	21	4
104	на это	3	4
105	как только	2	3
106	что у	5	3
107	это не	2	3
108	главным образом	3	3
109	для нас	2	3
110	здесь мы	2	3
111	но что	2	3
112	что всякое	2	3
113	представить себе	3	3
114	в целом	4	3
115	не к	3	3
116	из них	4	3
117	жизни и	4	3
118	от того	4	3
119	заключает в	2	3
120	что оно	2	3
121	и вот	3	3
122	и даже	5	3
123	не так	2	3
124	их в	2	3
125	сказать что	7	3
126	и здесь	2	3
127	ни на	3	3
128	та же	3	3
129	в виду	3	3
130	и все	4	3
131	в одном	2	3
132	об этом	3	3
133	в ее	2	3
134	том что	21	3
135	еще не	2	3
136	мы в	3	3
137	что и	17	3
138	только на	5	3
139	на самом	5	3
140	и для	4	3
141	то или	2	3
142	роль в	2	3
143	конце концов	3	3
144	ответ на	2	3
145	и поэтому	4	3
146	место в	2	2
147	не сумеем	5	2
148	зависит от	2	2
149	бы и	3	2
150	в частности	3	2
151	но даже	2	2
152	в какой	2	2
153	легче всего	3	2
154	в том	37	2
155	но это	2	2
156	иметь дело	4	2
157	очевидно что	2	2
158	до конца	3	2
159	и сам	4	2
160	несмотря на	4	2
161	и форма	2	2
162	в него	2	2
163	себе и	2	2
164	в этих	2	2
165	отношение к	2	2
166	целый ряд	6	2
167	в нас	3	2
168	и содержание	2	2
169	в отношении	3	2
170	не было	2	2
171	этом отношении	5	2
172	все эти	7	2
173	но эта	2	2
174	и те	4	2
175	в которых	3	2
176	каждый из	2	2
177	в своих	9	2
178	также и	2	2
179	он сказал	3	2
180	мы имеем	4	2
181	к которому	2	2
182	в жизни	4	2
183	в основе	11	2
184	же самой	2	2
185	с этим	4	2
186	ясно что	7	2
187	значение и	2	2
188	что он	13	2
189	есть не	4	2
190	материал для	4	2
191	видим что	3	2
192	ли он	2	2
193	только потому	2	2
194	а к	2	2
195	и при	2	2
196	но не	2	2
197	по своему	3	2
198	нашего сознания	3	2
199	а на	4	2
200	тот же	6	2
201	и когда	4	2
202	и этот	2	2
203	как не	2	2
204	в своей	3	2
205	сих пор	5	2
206	как в	9	2
207	при всем	3	2
208	как нечто	2	2
209	бы не	2	2
210	одной и	4	2
211	из которых	2	2
212	и он	3	2
213	к нему	2	2
214	у них	2	2
215	этот вопрос	3	2
216	в языке	4	2
217	тем что	9	2
218	в каком	3	2
219	тем и	2	2
220	и вообще	2	2
221	которые в	4	2
222	заметить что	2	2
223	одни и	2	2
224	действительной жизни	3	2
