N	2gram	Bakhtin_Fr_8	Hudozhes
1	в мире	2	23
2	в качестве	4	19
3	то есть	24	18
4	и не	9	16
5	в том	13	15
6	и в	56	15
7	не только	8	15
8	в частности	7	13
9	может быть	3	13
10	при этом	4	12
11	а в	2	12
12	и его	12	12
13	но не	5	11
14	в этом	14	11
15	в себе	4	11
16	как бы	11	10
17	но и	9	10
18	так и	13	10
19	то же	11	10
20	а не	2	10
21	в его	18	9
22	точки зрения	6	9
23	своего рода	5	8
24	с другой	2	7
25	в то	12	7
26	но в	6	7
27	в основе	4	6
28	с его	5	6
29	что в	5	6
30	в ее	6	6
31	том что	8	6
32	не в	3	6
33	же время	10	6
34	не может	2	6
35	по своей	4	6
36	можно сказать	2	5
37	а также	3	5
38	ни в	2	5
39	только в	9	5
40	в самом	9	5
41	той или	2	5
42	в нем	8	5
43	с ее	5	5
44	то что	3	5
45	между ними	2	5
46	или менее	2	5
47	и т.п	11	5
48	другой стороны	2	5
49	в их	3	5
50	уже не	3	5
51	картина мира	2	5
52	более или	2	5
53	а на	2	4
54	в этих	11	4
55	прежде всего	6	4
56	и как	2	4
57	в другом	3	4
58	для него	2	4
59	еще не	10	4
60	например в	4	4
61	хотя и	2	4
62	он не	5	4
63	в своей	2	4
64	в форме	3	4
65	как к	2	4
66	в слове	2	4
67	и то	2	4
68	сказать что	3	4
69	между тем	3	4
70	речи и	3	4
71	и т.д	3	4
72	к которому	3	4
73	если бы	2	3
74	в отношении	5	3
75	это не	2	3
76	что он	2	3
77	и к	4	3
78	к его	3	3
79	в пределах	5	3
80	по своему	8	3
81	как раз	2	3
82	далеко не	2	3
83	к нему	2	3
84	в точке	2	3
85	картины мира	2	3
86	не на	3	3
87	таким образом	17	3
88	как и	5	3
89	в той	6	3
90	с точки	2	3
91	во всей	2	3
92	и для	2	3
93	их в	4	3
94	потому что	6	3
95	но он	3	3
96	и ее	4	3
97	в данном	2	3
98	его в	2	3
99	в которой	4	3
100	в области	5	3
101	том числе	3	2
102	и более	4	2
103	числе и	2	2
104	в нашем	2	2
105	в своем	3	2
106	в них	11	2
107	не как	2	2
108	в одном	2	2
109	человека и	2	2
110	границ между	2	2
111	вовсе не	6	2
112	для понимания	2	2
113	в литературе	3	2
114	роль в	5	2
115	в тарасе	4	2
116	одна из	4	2
117	времени и	4	2
118	в значительной	2	2
119	с их	2	2
120	одной стороны	2	2
121	и сам	2	2
122	несмотря на	2	2
123	за пределы	4	2
124	во всех	8	2
125	и о	3	2
126	одной из	3	2
127	и потому	4	2
128	даже в	4	2
129	и др	8	2
130	по преимуществу	2	2
131	дело не	2	2
132	образом и	3	2
133	в романе	21	2
134	тарасе бульбе	4	2
135	с одной	4	2
136	все эти	15	2
137	в году	3	2
138	и некоторые	2	2
139	того чтобы	4	2
140	для того	2	2
141	из которых	2	2
142	времени в	3	2
143	так же	2	2
144	с ним	2	2
145	от всех	2	2
146	и на	7	2
147	культуры в	2	2
148	нового времени	2	2
149	у него	7	2
150	языка в	2	2
151	о себе	2	2
152	начиная с	2	2
153	в этой	6	2
154	о том	4	2
155	еще один	2	2
156	мира и	2	2
