N	2gram	Vygotskiy__5	FransuaR
1	и в	16	65
2	как бы	5	22
3	и не	12	22
4	вовсе не	2	18
5	в сущности	13	16
6	в том	18	16
7	в этом	25	15
8	но в	6	14
9	в нем	7	13
10	прежде всего	3	11
11	и на	6	11
12	и его	3	10
13	и потому	2	10
14	не только	16	10
15	но и	6	10
16	так и	7	10
17	все эти	4	10
18	в его	11	9
19	во всех	2	9
20	все это	2	9
21	форм и	2	9
22	по своему	3	8
23	в своем	5	8
24	в основе	8	8
25	и другие	2	8
26	и даже	2	8
27	за пределы	4	8
28	его в	2	7
29	в области	12	7
30	жизни и	2	7
31	точки зрения	18	7
32	только в	10	7
33	никогда не	5	6
34	не знает	5	6
35	том что	15	6
36	все же	3	6
37	как мы	10	6
38	еще не	4	6
39	при этом	4	6
40	может быть	9	6
41	в ней	2	6
42	в отношении	9	6
43	сказать что	13	6
44	так как	16	6
45	в одном	3	5
46	в частности	3	5
47	еще более	5	5
48	в них	2	5
49	потому что	21	5
50	отличие от	2	5
51	на протяжении	2	5
52	для него	5	5
53	в своей	2	5
54	еще и	3	5
55	как в	5	5
56	как и	8	5
57	в той	6	5
58	с их	4	5
59	в своих	2	5
60	между тем	3	5
61	связи с	3	4
62	на всю	2	4
63	и к	2	4
64	не в	6	4
65	в этой	6	4
66	отношение к	11	4
67	совершенно не	2	4
68	в самом	4	4
69	из них	2	4
70	сих пор	3	4
71	до сих	3	4
72	мысли и	5	4
73	в их	3	4
74	в отличие	2	4
75	в жизни	2	4
76	не могут	4	3
77	мы будем	2	3
78	что в	16	3
79	не является	5	3
80	в состоянии	4	3
81	это не	4	3
82	что он	25	3
83	но все	2	3
84	но это	3	3
85	мы и	5	3
86	самом деле	3	3
87	по своей	3	3
88	к нему	3	3
89	с точки	9	3
90	то что	26	3
91	и их	4	3
92	не может	18	3
93	в известной	3	3
94	этом отношении	5	3
95	в себя	3	3
96	в системе	4	3
97	с другой	4	3
98	в более	2	3
99	но как	3	3
100	и здесь	2	3
101	с ним	5	3
102	ничего не	5	3
103	и с	3	3
104	в виду	2	3
105	как чисто	2	2
106	но не	10	2
107	к тому	6	2
108	из основных	3	2
109	представления о	2	2
110	и от	2	2
111	но при	2	2
112	этих двух	3	2
113	на все	5	2
114	можно сказать	5	2
115	нам кажется	2	2
116	же в	2	2
117	мы видим	4	2
118	до конца	3	2
119	одной стороны	3	2
120	на его	2	2
121	свое время	2	2
122	от того	3	2
123	он не	8	2
124	его на	2	2
125	в свое	2	2
126	в целом	4	2
127	во второй	2	2
128	в процессе	13	2
129	к жизни	3	2
130	приводит к	7	2
131	только на	2	2
132	в свете	4	2
133	отношения к	2	2
134	с одной	3	2
135	на отдельные	2	2
136	того что	16	2
137	что мы	4	2
138	на этот	4	2
139	и по	4	2
140	одним из	2	2
141	образом в	2	2
142	этот вопрос	6	2
143	их в	2	2
144	в этих	3	2
145	речи и	6	2
146	но с	2	2
147	могут быть	4	2
148	связанная с	2	2
149	совершенно иной	2	2
150	во всем	2	2
151	от всякого	2	2
152	ни на	2	2
153	о том	8	2
154	в чем	3	2
