N	2gram	Bakhtin_sl_1	Problemy
1	и в	41	35
2	как бы	12	31
3	и не	16	27
4	в его	13	21
5	но в	8	19
6	не может	14	18
7	как и	4	18
8	в нем	30	16
9	то есть	26	16
10	то же	14	15
11	и все	4	15
12	но и	16	14
13	для него	3	14
14	может быть	14	14
15	все это	5	14
16	в сущности	13	14
17	и его	14	14
18	в этом	12	14
19	к нему	5	13
20	он не	3	13
21	прежде всего	8	12
22	и с	4	12
23	и к	5	12
24	в другом	2	12
25	в пределах	14	11
26	в то	14	11
27	слова и	13	11
28	не в	7	10
29	же время	12	10
30	не только	16	10
31	в отношении	6	9
32	на самом	2	9
33	так и	11	8
34	потому что	2	8
35	мы уже	2	8
36	все же	7	8
37	как мы	8	8
38	и слово	2	8
39	и для	4	8
40	своему предмету	2	7
41	и сам	3	7
42	лишь в	4	7
43	так же	2	7
44	а в	6	7
45	и наконец	4	7
46	точки зрения	16	7
47	с ним	7	7
48	с его	4	7
49	вовсе не	7	7
50	еще не	4	7
51	в виде	2	7
52	отношении к	6	7
53	там где	4	7
54	таким образом	9	7
55	слова в	8	6
56	в каждом	4	6
57	к тому	3	6
58	что они	2	6
59	отношение к	7	6
60	в самом	5	6
61	чужого слова	2	6
62	и на	14	6
63	в речах	2	6
64	в одном	2	6
65	но не	2	6
66	в слове	7	6
67	в плане	6	6
68	только в	6	6
69	рассказчика и	3	5
70	в том	3	5
71	так что	2	5
72	как к	2	5
73	и даже	6	5
74	с ними	3	5
75	в романах	2	5
76	даже в	2	5
77	как в	8	5
78	внутренней речи	3	5
79	к своему	6	5
80	и то	2	5
81	в себе	3	5
82	на протяжении	2	5
83	все время	3	4
84	никогда не	3	4
85	друг другу	2	4
86	с другой	5	4
87	или иной	9	4
88	сливается с	2	4
89	до конца	12	4
90	друг с	2	4
91	на его	8	4
92	же и	2	4
93	всяком случае	5	4
94	рядом с	4	4
95	его слово	2	4
96	между тем	2	4
97	но он	2	4
98	в эту	2	4
99	той или	9	4
100	к чужому	6	4
101	его в	3	4
102	так как	3	4
103	у него	3	4
104	как раз	2	4
105	в них	6	4
106	по своему	2	4
107	с которым	2	4
108	наконец в	2	4
109	в своей	7	4
110	только на	2	4
111	в той	10	4
112	а не	15	4
113	и у	2	4
114	во всяком	7	4
115	он в	5	4
116	с другом	2	4
117	все его	4	4
118	и от	4	3
119	своего слова	2	3
120	словом и	3	3
121	ни было	2	3
122	в него	3	3
123	с ее	4	3
124	в целом	2	3
125	два голоса	2	3
126	из них	3	3
127	другой стороны	4	3
128	его и	3	3
129	все эти	9	3
130	того что	3	3
131	должно быть	2	3
132	это не	6	3
133	сказать что	2	3
134	и во	3	3
135	рассказ в	2	3
136	в котором	2	3
137	эти слова	2	3
138	бы его	2	3
139	не как	4	3
140	с этим	3	3
141	в ее	2	3
142	как его	5	3
143	том что	2	3
144	одно и	2	3
145	слов и	2	3
146	было бы	3	3
147	за пределы	4	3
148	во всех	17	3
149	а с	2	3
150	уже не	2	3
151	каждое слово	4	3
152	ничего не	4	3
153	а между	2	3
154	так сказать	5	2
155	голосов и	2	2
156	в роман	19	2
157	в чужих	3	2
158	в тонах	3	2
159	в этих	2	2
160	свой предмет	2	2
161	тому что	2	2
162	столь же	2	2
163	вообще не	3	2
164	с этой	3	2
165	и мир	5	2
166	переходит в	3	2
167	что все	2	2
168	речи героя	2	2
169	на всю	3	2
170	в построении	2	2
171	на этом	2	2
172	в большинстве	10	2
173	стиля в	2	2
174	при этом	6	2
175	со своим	5	2
176	например в	2	2
177	хотя и	2	2
178	время как	2	2
179	речи в	4	2
180	на слушателя	5	2
181	в своем	3	2
182	те же	2	2
183	этот стиль	2	2
184	и по	2	2
185	в ней	4	2
186	о том	3	2
187	в первом	3	2
188	с которыми	2	2
189	большинстве случаев	6	2
190	слово в	10	2
191	иной степени	9	2
192	вне себя	3	2
193	а как	2	2
194	всех этих	4	2
195	лежит в	4	2
196	авторское слово	3	2
197	точек зрения	5	2
198	момент его	3	2
199	слово не	2	2
200	то в	2	2
201	здесь в	4	2
202	но именно	4	2
203	его же	3	2
204	одной из	3	2
205	конечно не	3	2
206	его слова	2	2
207	о нем	4	2
208	друг друга	3	2
209	себя в	9	2
210	войти в	2	2
211	среди других	2	2
212	быть и	4	2
213	но эти	3	2
214	бы и	3	2
215	так в	2	2
216	свои собственные	2	2
217	хотя бы	3	2
218	с точки	8	2
219	в которой	4	2
220	той же	2	2
221	такая же	2	2
222	или в	8	2
223	можно было	2	2
224	с другими	5	2
225	и вообще	2	2
226	с чужим	8	2
227	и самое	2	2
228	из этого	3	2
229	голоса в	2	2
