N	2gram	Voloshinov_1	DiskursI
1	в себе	3	19
2	при этом	2	17
3	и в	13	16
4	может быть	8	16
5	как и	3	16
6	в этом	2	16
7	и не	8	15
8	а не	2	14
9	и т.п	7	12
10	но и	3	11
11	но в	4	11
12	том что	2	10
13	не только	6	10
14	своего рода	2	10
15	так и	3	9
16	не может	8	9
17	в том	2	8
18	а также	2	8
19	как в	2	8
20	не менее	2	7
21	прежде всего	9	7
22	в нем	2	7
23	в данном	2	7
24	все же	5	6
25	в своей	4	6
26	данном случае	2	6
27	то же	4	6
28	в своих	2	6
29	что в	3	5
30	с другой	2	5
31	для него	2	5
32	то что	6	5
33	в одном	3	4
34	в пределах	3	4
35	одной стороны	2	4
36	как бы	6	4
37	отношению к	3	4
38	по отношению	3	4
39	с одной	2	4
40	роль в	2	4
41	точки зрения	7	4
42	и то	3	4
43	не является	4	4
44	и может	2	3
45	могут быть	2	3
46	в них	2	3
47	не столько	3	3
48	и все	3	3
49	не в	3	3
50	соответствии с	2	3
51	в его	7	3
52	еще в	2	3
53	и ее	2	3
54	все эти	2	3
55	и наконец	5	3
56	и его	12	3
57	всей своей	2	3
58	в другом	2	3
59	только в	6	3
60	никогда не	3	2
61	в целом	2	2
62	или иного	2	2
63	одно и	3	2
64	общения и	2	2
65	в ней	2	2
66	для себя	2	2
67	ни одно	2	2
68	с точки	5	2
69	что же	3	2
70	в языке	2	2
71	не на	2	2
72	в полном	2	2
73	входит в	2	2
74	все это	4	2
75	другой стороны	2	2
76	и для	3	2
77	а в	2	2
78	может иметь	2	2
79	говорить о	3	2
80	в области	2	2
81	между тем	2	2
82	произведения как	4	2
