N	2gram	Tiupa_Lite_2	StatiiOP
1	и в	19	44
2	в том	10	36
3	и т	2	30
4	что в	4	30
5	том что	7	29
6	в этом	9	21
7	вовсе не	2	19
8	то что	7	18
9	не только	8	18
10	было бы	2	17
11	а в	3	17
12	о том	2	17
13	и не	11	16
14	а не	20	16
15	может быть	17	15
16	в данном	3	14
17	в области	4	14
18	не в	4	12
19	у нас	5	11
20	в этой	3	11
21	точки зрения	4	11
22	для того	2	10
23	что он	3	10
24	но и	10	10
25	но в	2	10
26	с другой	8	9
27	в то	9	9
28	как и	10	9
29	того что	5	9
30	т п	2	9
31	так и	7	9
32	в его	4	9
33	во всех	3	8
34	все же	2	8
35	из них	2	8
36	не может	9	8
37	и его	3	8
38	с точки	3	8
39	я не	5	7
40	прежде всего	4	7
41	для нас	2	7
42	другой стороны	4	7
43	этом отношении	3	7
44	потому что	2	6
45	так что	4	6
46	но это	3	6
47	для него	4	6
48	что и	2	6
49	данном случае	3	6
50	со стороны	3	6
51	хотя бы	2	6
52	не менее	6	5
53	никогда не	3	5
54	такой же	3	5
55	вплоть до	3	5
56	в нем	3	5
57	в целом	2	5
58	жизни и	4	5
59	той же	2	5
60	то же	12	5
61	и даже	8	5
62	и то	3	5
63	тем что	4	5
64	могут быть	2	5
65	уже о	2	5
66	так как	3	5
67	речь идет	3	4
68	в частности	4	4
69	столь же	5	4
70	в ее	2	4
71	же время	9	4
72	и что	2	4
73	в качестве	5	4
74	как раз	2	4
75	как бы	2	4
76	в россии	2	4
77	не было	2	4
78	как это	2	4
79	в основе	2	3
80	для себя	2	3
81	в какой	2	3
82	и с	3	3
83	с этой	2	3
84	не является	2	3
85	в конце	2	3
86	в каждом	2	3
87	в начале	3	3
88	то в	2	3
89	же как	2	3
90	но не	5	3
91	того же	4	3
92	и без	2	3
93	еще не	2	3
94	что не	2	3
95	своего рода	13	3
96	и для	3	3
97	не по	2	3
98	в ней	4	3
99	даже в	4	3
100	отношению к	3	3
101	и за	2	3
102	в истории	2	3
103	а именно	3	3
104	по отношению	4	3
105	и только	2	3
106	с одной	7	3
107	но с	3	3
108	о которой	2	3
109	за то	2	3
110	тем же	3	3
111	как к	3	3
112	в результате	2	3
113	в другом	3	3
114	том числе	2	2
115	уже в	2	2
116	даже и	2	2
117	по крайней	2	2
118	в такой	2	2
119	крайней мере	2	2
120	этом случае	2	2
121	ли не	4	2
122	по существу	3	2
123	идет о	3	2
124	при этом	6	2
125	одной стороны	6	2
126	и сам	2	2
127	в сущности	3	2
128	а также	2	2
129	свое время	2	2
130	если в	2	2
131	тем не	2	2
132	такого рода	9	2
133	для этого	2	2
134	в свое	2	2
135	а потому	2	2
136	из того	2	2
137	тем самым	3	2
138	свидетельствует о	2	2
139	мы не	4	2
140	ничего не	3	2
141	не знает	2	2
142	в своих	2	2
143	не надо	2	2
144	у него	2	2
145	одно из	2	2
146	он не	5	2
147	в себе	6	2
148	как правило	3	2
149	в равной	3	2
150	это прежде	2	2
151	а если	2	2
152	могло бы	2	2
153	то есть	5	2
