N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	45
2	и не	2	15
3	не только	12	14
4	в этом	11	14
5	но в	5	14
6	в его	8	13
7	и его	5	13
8	как бы	7	12
9	что в	6	12
10	в своем	4	11
11	то же	9	11
12	в то	8	11
13	прежде всего	11	10
14	в том	12	10
15	в нем	3	10
16	но и	5	10
17	как и	9	10
18	и с	4	10
19	же время	8	9
20	как мы	3	8
21	в ней	4	8
22	жизни и	5	8
23	с его	5	7
24	в конце	4	7
25	том что	16	7
26	не в	7	7
27	все это	2	7
28	потому что	5	7
29	и все	4	7
30	что он	9	6
31	в этой	8	6
32	он не	4	6
33	здесь не	2	6
34	так и	13	6
35	того чтобы	3	6
36	связи с	4	6
37	с ним	4	5
38	и к	4	5
39	одной из	2	5
40	на этом	3	5
41	например в	2	5
42	хотя и	2	5
43	с ее	2	5
44	как раз	4	5
45	не может	7	5
46	в связи	3	5
47	этом отношении	3	5
48	все эти	3	5
49	на самом	2	5
50	в себя	2	5
51	самом деле	5	5
52	и на	3	5
53	его в	3	5
54	перед нами	5	4
55	же как	2	4
56	об этом	5	4
57	и от	4	4
58	мы не	2	4
59	у него	9	4
60	такой же	3	4
61	но не	3	4
62	по своему	3	4
63	ничего не	8	4
64	своего рода	7	4
65	в самом	4	4
66	и о	4	4
67	мы уже	4	4
68	а также	3	4
69	в первой	6	4
70	в их	2	4
71	а не	12	4
72	и даже	3	4
73	а в	7	4
74	той же	2	4
75	можно было	5	4
76	с этим	3	4
77	точки зрения	5	4
78	только в	5	4
79	о том	12	4
80	и это	4	4
81	не менее	5	3
82	поэтому и	2	3
83	как в	8	3
84	это не	7	3
85	в одной	2	3
86	что на	2	3
87	ни в	5	3
88	для него	10	3
89	в своей	10	3
90	до сих	2	3
91	сих пор	2	3
92	что она	4	3
93	этой связи	4	3
94	не было	4	3
95	именно в	7	3
96	этот момент	2	3
97	того что	4	3
98	и он	5	3
99	не имеет	2	3
100	и для	3	3
101	но он	3	3
102	в другом	2	3
103	как он	2	3
104	дело здесь	2	3
105	только для	2	2
106	на фоне	2	2
107	себя и	2	2
108	в третьей	2	2
109	жизни в	6	2
110	говорить о	3	2
111	превращается в	3	2
112	в духе	4	2
113	это в	3	2
114	можно сказать	4	2
115	к тому	7	2
116	и смерти	3	2
117	раз в	2	2
118	своей жизни	2	2
119	в начале	2	2
120	то что	8	2
121	напомним что	2	2
122	в пределах	3	2
123	в качестве	9	2
124	у нее	2	2
125	было бы	6	2
126	несмотря на	4	2
127	может быть	5	2
128	на столе	2	2
129	еще в	3	2
130	если в	2	2
131	даже в	3	2
132	один из	4	2
133	все же	3	2
134	в целом	2	2
135	во второй	5	2
136	на том	2	2
137	на него	2	2
138	так в	2	2
139	одновременно и	5	2
140	при этом	12	2
141	лишь в	3	2
142	и что	2	2
143	в значительной	2	2
144	в системе	2	2
145	с точки	3	2
146	не столько	2	2
147	между тем	8	2
148	в городе	5	2
149	заметить что	2	2
150	которая не	2	2
151	оно было	2	2
152	том как	3	2
