N	2gram	Tiupa_Lite_2	Hudozhes
1	том что	7	16
2	и в	19	14
3	так и	7	13
4	а не	20	12
5	в том	10	12
6	не только	8	12
7	при этом	6	12
8	о том	2	12
9	прежде всего	4	11
10	и т	2	11
11	в этом	9	11
12	в себе	6	11
13	для него	4	10
14	у него	2	9
15	что он	3	9
16	как и	10	9
17	в качестве	5	9
18	то же	12	9
19	то что	7	8
20	же время	9	8
21	отношению к	3	8
22	по отношению	4	8
23	т п	2	8
24	в этой	3	8
25	в то	9	8
26	в его	4	8
27	ничего не	3	8
28	быть может	3	7
29	личности в	3	7
30	уже не	2	7
31	не в	4	7
32	еще не	2	7
33	своего рода	13	7
34	как бы	2	7
35	не может	9	7
36	а в	3	7
37	не случайно	4	7
38	тогда как	9	7
39	никогда не	3	6
40	художественного мышления	5	6
41	что в	4	6
42	было бы	2	6
43	жизни в	4	6
44	человека в	4	6
45	в глазах	3	6
46	как правило	3	6
47	не менее	6	5
48	к жизни	2	5
49	в частности	4	5
50	может быть	17	5
51	и он	3	5
52	но и	10	5
53	жизни и	4	5
54	друг друга	2	5
55	и его	3	5
56	потому что	2	5
57	точки зрения	4	5
58	но в	2	5
59	столь же	5	4
60	и к	2	4
61	тем не	2	4
62	то в	2	4
63	в ней	4	4
64	один из	4	4
65	картина мира	2	4
66	себя в	6	4
67	из них	2	4
68	как раз	2	4
69	не было	2	4
70	уединенного сознания	5	4
71	того что	5	4
72	он не	5	4
73	в русской	4	4
74	в конце	2	4
75	всего лишь	3	4
76	с ним	2	4
77	и с	3	4
78	и читателя	2	4
79	но не	5	3
80	отнюдь не	4	3
81	же в	2	3
82	идет о	3	3
83	в мире	9	3
84	в ее	2	3
85	на этом	2	3
86	такого рода	9	3
87	по преимуществу	2	3
88	еще в	4	3
89	речь идет	3	3
90	даже в	4	3
91	для себя	2	3
92	в нем	3	3
93	русской литературе	2	3
94	все же	2	3
95	со стороны	3	3
96	то и	3	3
97	и для	3	3
98	этом отношении	3	3
99	и даже	8	3
100	к этой	2	3
101	с точки	3	3
102	в своих	2	3
103	из нас	2	3
104	тем что	4	3
105	такой же	3	3
106	и на	6	3
107	как к	3	3
108	в равной	3	3
109	а также	2	3
110	едва ли	4	3
111	в рамках	4	2
112	жизни на	2	2
113	если в	2	2
114	все еще	2	2
115	тех кто	4	2
116	себя и	2	2
117	однако в	6	2
118	так в	5	2
119	конечном счете	5	2
120	способ существования	2	2
121	не столько	3	2
122	на фоне	5	2
123	в себя	3	2
124	в такой	2	2
125	художественного письма	2	2
126	в конечном	5	2
127	наш взгляд	3	2
128	к своему	2	2
129	состоит в	9	2
130	так что	4	2
131	в другом	3	2
132	в противовес	3	2
133	же как	2	2
134	одна из	5	2
135	и что	2	2
136	в целом	2	2
137	до конца	2	2
138	одной из	2	2
139	себе и	3	2
140	не бывает	2	2
141	в начале	3	2
142	в него	2	2
143	и ты	3	2
144	как он	2	2
145	в е	2	2
146	в их	3	2
147	и каждый	2	2
148	не знает	2	2
149	все равно	2	2
150	и не	11	2
151	но с	3	2
152	при всей	2	2
153	на наш	3	2
154	героя в	2	2
155	что не	2	2
156	жизни как	2	2
157	речь в	2	2
158	слово не	2	2
159	той же	2	2
160	художественного мира	2	2
161	с этой	2	2
162	в результате	2	2
163	с ее	2	2
164	в первый	2	2
165	что я	2	2
166	с другим	2	2
167	в художественном	2	2
168	но как	2	2
169	не раз	2	2
170	это прежде	2	2
171	я и	4	2
172	мы не	4	2
