N	2gram	Medvedev_F_1	Problema
1	то что	8	42
2	вовсе не	10	35
3	и в	24	32
4	и не	20	31
5	не есть	2	29
6	не менее	11	19
7	в этом	15	19
8	не только	7	17
9	по себе	5	15
10	а не	10	15
11	в себе	3	15
12	как бы	6	14
13	может быть	14	14
14	у нас	5	14
15	но в	5	14
16	в нем	14	13
17	как раз	2	13
18	что в	4	12
19	так и	18	12
20	и т	12	11
21	и даже	3	11
22	если мы	2	11
23	то же	10	10
24	прежде всего	22	10
25	в этой	6	10
26	т д	8	10
27	отнюдь не	6	10
28	ничего не	2	10
29	но не	3	9
30	в том	6	9
31	но и	7	9
32	и что	2	9
33	так же	4	9
34	раз и	2	9
35	еще не	6	9
36	и это	2	9
37	не может	16	8
38	все эти	6	8
39	и на	8	8
40	даже и	2	8
41	было бы	6	8
42	в своей	11	8
43	но это	3	8
44	и ее	10	8
45	никогда не	4	7
46	ни в	2	7
47	и является	2	7
48	все это	9	7
49	того что	5	7
50	всех этих	3	7
51	в них	3	7
52	и все	6	7
53	что он	3	7
54	во всех	5	7
55	как мы	5	7
56	во всяком	4	7
57	только в	2	7
58	здесь не	3	7
59	и как	3	6
60	при этом	5	6
61	в самом	5	6
62	и если	2	6
63	таким образом	13	6
64	это не	2	6
65	и здесь	6	6
66	его в	3	6
67	как это	6	6
68	в то	9	6
69	за пределы	2	6
70	в его	23	6
71	на самом	7	6
72	самом деле	6	6
73	что такое	2	6
74	в своем	11	5
75	а только	2	5
76	она есть	2	5
77	с тем	2	5
78	связи с	3	5
79	действительности и	3	5
80	именно в	8	4
81	сама по	2	4
82	не в	8	4
83	и пр	17	4
84	один из	3	4
85	в их	11	4
86	не было	3	4
87	а в	6	4
88	именно как	12	4
89	в истории	4	4
90	ни на	3	4
91	если бы	4	4
92	в литературе	5	4
93	же в	3	4
94	литературы и	2	4
95	как в	8	4
96	только на	5	4
97	входит в	6	4
98	перейти к	2	4
99	тем самым	3	4
100	литературе и	2	4
101	в связи	4	4
102	прежде чем	2	3
103	в отношении	3	3
104	с другой	5	3
105	но все	2	3
106	более или	6	3
107	в действительности	2	3
108	но для	3	3
109	искусства и	5	3
110	всяком случае	4	3
111	в настоящее	10	3
112	хотя бы	5	3
113	для этого	4	3
114	и его	10	3
115	только и	4	3
116	в самой	2	3
117	действительности в	2	3
118	с этим	2	3
119	точки зрения	16	3
120	в искусстве	5	3
121	настоящее время	10	3
122	но ведь	2	3
123	с ним	2	3
124	нисколько не	2	3
125	только не	2	3
126	в жизни	3	3
127	ясно что	3	3
128	в ее	8	3
129	как и	11	3
130	учение о	4	3
131	здесь в	2	3
132	и чисто	2	3
133	до сих	6	3
134	мы увидим	4	3
135	к тому	3	3
136	он не	3	3
137	однако не	2	3
138	сами по	2	3
139	оно не	4	3
140	быть и	4	3
141	сих пор	6	3
142	или менее	6	3
143	может и	2	3
144	уже не	2	3
145	бы оно	2	3
146	не на	2	3
147	во всей	2	3
148	с точки	13	3
149	или на	2	3
150	все время	2	2
151	же как	2	2
152	она является	2	2
153	его как	3	2
154	нас не	2	2
155	следовательно и	2	2
156	для него	3	2
157	на его	2	2
158	не о	3	2
159	в него	2	2
160	и до	5	2
161	не для	3	2
162	как такового	2	2
163	должно быть	11	2
164	особенно в	3	2
165	от всех	3	2
166	в результате	2	2
167	и с	8	2
168	не как	4	2
169	чем же	2	2
170	в конкретном	3	2
171	того или	2	2
172	и должно	2	2
173	между тем	2	2
174	с его	4	2
175	он должен	3	2
176	часто и	2	2
177	для нашего	2	2
178	направление в	3	2
179	или иного	3	2
180	а часто	2	2
181	и заключается	2	2
182	по существу	2	2
183	она не	6	2
184	и может	4	2
185	со всеми	3	2
186	но есть	2	2
187	и потому	9	2
188	нет и	2	2
189	и особенно	2	2
190	вместе с	2	2
191	со всем	3	2
192	мы не	3	2
193	или иначе	2	2
194	с другими	4	2
195	он в	2	2
196	в науке	2	2
197	в которой	4	2
198	в области	3	2
199	учения о	2	2
200	в эту	2	2
201	не можем	2	2
