N	2gram	Tiupa_Narr_1	Istorich
1	и в	19	26
2	мы имеем	2	14
3	никогда не	3	13
4	что в	3	12
5	в том	18	12
6	и на	3	12
7	в этом	17	12
8	может быть	25	11
9	с другой	8	10
10	том что	14	10
11	и не	20	10
12	не только	32	10
13	что он	6	9
14	еще не	7	9
15	но и	23	9
16	а именно	3	9
17	в нем	4	8
18	все же	7	8
19	на том	3	8
20	другой стороны	4	8
21	все эти	2	8
22	уже не	5	7
23	с одной	7	7
24	одной стороны	7	7
25	например в	2	7
26	и его	5	7
27	у него	4	7
28	о том	6	7
29	но в	6	7
30	то что	11	6
31	как в	7	6
32	не может	10	6
33	и с	4	6
34	за собой	4	5
35	как и	7	5
36	в ней	3	5
37	в его	9	5
38	не будет	3	5
39	так и	9	5
40	то же	4	5
41	как это	6	5
42	тем что	3	5
43	в то	3	5
44	только в	4	5
45	его в	2	5
46	это не	2	4
47	из этих	3	4
48	прежде всего	4	4
49	не всегда	2	4
50	зависит от	2	4
51	с его	6	4
52	как бы	4	4
53	и тем	4	4
54	том свете	2	4
55	как мы	3	4
56	и он	3	4
57	а также	7	4
58	одну из	2	4
59	но как	2	4
60	или иное	2	3
61	и ее	2	3
62	независимо от	2	3
63	в частности	14	3
64	могут быть	3	3
65	должна быть	2	3
66	на первый	2	3
67	не в	14	3
68	же как	3	3
69	они не	2	3
70	в качестве	21	3
71	она не	2	3
72	наряду с	2	3
73	вокруг него	2	3
74	один из	3	3
75	в сказании	2	3
76	когда он	3	3
77	данном случае	4	3
78	со стороны	9	3
79	а в	11	3
80	при этом	9	3
81	из которых	4	3
82	или в	2	3
83	в данном	5	3
84	та же	2	3
85	сказать что	4	3
86	и только	2	3
87	приходит к	2	3
88	в себе	8	3
89	не было	2	3
90	как будто	3	3
91	далеко не	5	3
92	каждый год	2	3
93	перед нами	4	2
94	о чем	2	2
95	и как	5	2
96	однако в	2	2
97	в своем	2	2
98	что у	2	2
99	отличается от	4	2
100	здесь и	2	2
101	после смерти	2	2
102	утверждать что	2	2
103	можно сказать	5	2
104	к тому	7	2
105	сводится к	3	2
106	что иное	2	2
107	по отношению	7	2
108	но все	4	2
109	что они	3	2
110	одна из	3	2
111	но не	5	2
112	так же	2	2
113	всех его	2	2
114	что мы	2	2
115	героя в	8	2
116	было бы	4	2
117	и др	2	2
118	даже в	2	2
119	не могло	2	2
120	не есть	3	2
121	отношению к	6	2
122	не имеет	2	2
123	жизни и	3	2
124	своего рода	12	2
125	ни в	3	2
126	и до	2	2
127	на него	3	2
128	в форме	5	2
129	смерти и	2	2
130	точно так	2	2
131	тогда как	12	2
132	он не	3	2
133	а с	3	2
134	человека в	2	2
135	и сейчас	2	2
136	происходит и	2	2
137	тем самым	6	2
138	а не	12	2
139	что не	4	2
140	то или	3	2
141	можно было	2	2
142	что касается	2	2
143	к себе	5	2
144	представляет собой	13	2
145	в этой	5	2
146	здесь совершенно	2	2
147	что это	3	2
148	здесь не	4	2
149	когда мы	2	2
150	мира и	2	2
151	оно может	2	2
152	ничего не	2	2
153	же не	4	2
