N	2gram	Voloshinov_1	Analitik
1	в этом	4	18
2	и в	12	16
3	не только	4	16
4	так и	4	15
5	как и	5	14
6	в том	6	12
7	но и	3	12
8	и не	10	12
9	том что	5	12
10	могут быть	2	10
11	как бы	13	10
12	при этом	6	10
13	а не	5	10
14	в пределах	3	9
15	ничего не	2	9
16	в данном	2	8
17	отнюдь не	5	8
18	в себе	3	7
19	то что	5	7
20	о том	3	7
21	с другой	4	6
22	в самом	4	6
23	и на	4	6
24	может быть	14	6
25	как это	2	6
26	но в	5	6
27	и к	4	5
28	данном случае	2	5
29	с одной	2	5
30	не менее	3	4
31	в своем	2	4
32	можно сказать	5	4
33	уже не	4	4
34	тому же	2	4
35	не в	4	4
36	за пределы	4	4
37	но не	2	4
38	для него	3	4
39	одной стороны	2	4
40	имеет место	2	4
41	совпадает с	2	4
42	и является	4	4
43	внутренней речи	3	4
44	отношению к	11	4
45	как в	5	4
46	все это	3	4
47	по отношению	11	4
48	не может	16	4
49	и его	13	4
50	то же	5	4
51	не так	2	4
52	точки зрения	14	4
53	только в	6	4
54	в себя	2	4
55	место в	2	3
56	никогда не	5	3
57	в нашем	11	3
58	прежде всего	8	3
59	как уже	2	3
60	тем не	3	3
61	мы имеем	2	3
62	что и	2	3
63	только на	3	3
64	если бы	9	3
65	выбор слова	2	3
66	и то	2	3
67	автора и	2	3
68	едва ли	2	3
69	и все	2	3
70	художественного произведения	7	2
71	того что	3	2
72	была бы	2	2
73	к этому	2	2
74	по себе	3	2
75	его как	2	2
76	что в	2	2
77	выходят за	2	2
78	она не	2	2
79	еще не	3	2
80	ведь и	3	2
81	в своей	3	2
82	в котором	3	2
83	к предмету	5	2
84	не есть	2	2
85	вместе с	2	2
86	на него	2	2
87	жизнью и	2	2
88	другой стороны	2	2
89	таким образом	12	2
90	те же	2	2
91	и слово	2	2
92	по природе	2	2
93	речи в	2	2
94	и для	3	2
95	с точки	2	2
96	высказывания и	2	2
97	так же	3	2
98	между тем	3	2
99	он не	2	2
100	к его	2	2
101	в то	2	2
102	в его	2	2
103	в поэзии	3	2
104	его в	4	2
105	в этих	2	2
106	сказать что	7	2
107	с ним	3	2
