N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	40
2	и не	20	30
3	по себе	5	25
4	и в	19	18
5	ничего не	2	17
6	может быть	25	17
7	точки зрения	10	17
8	в нем	4	16
9	ни в	3	15
10	не имеет	2	15
11	а не	12	14
12	что в	3	13
13	то что	11	13
14	не только	32	13
15	и даже	3	13
16	было бы	4	12
17	с точки	2	12
18	в этом	17	12
19	не может	10	12
20	что это	3	11
21	что он	6	11
22	как бы	4	11
23	в себе	8	11
24	прежде всего	4	10
25	несмотря на	2	10
26	то же	4	10
27	сказать что	4	10
28	никогда не	3	9
29	отнюдь не	5	9
30	это не	2	9
31	в том	18	9
32	так и	9	9
33	том что	14	9
34	совершенно не	2	8
35	к нему	5	8
36	не существует	3	7
37	и как	5	7
38	то в	6	7
39	но и	23	7
40	что не	4	7
41	той или	4	7
42	с другой	8	6
43	можно сказать	5	6
44	да и	4	6
45	хотя бы	4	6
46	она не	2	6
47	не было	2	6
48	не в	14	6
49	в то	3	6
50	не то	2	6
51	но в	6	6
52	он сам	2	5
53	в своем	2	5
54	в противоположность	2	5
55	говорит о	2	5
56	себе не	2	5
57	не с	3	5
58	все же	7	5
59	отношение к	2	5
60	в особенности	4	5
61	и он	3	5
62	а в	11	5
63	можно было	2	5
64	и с	4	5
65	говорить о	2	5
66	к тому	7	4
67	быть может	2	4
68	это и	3	4
69	но не	5	4
70	же время	4	4
71	хотя и	3	4
72	не о	3	4
73	так же	2	4
74	другой стороны	4	4
75	есть всегда	2	4
76	как раз	2	4
77	как мы	3	4
78	о том	6	4
79	как это	6	4
80	точку зрения	4	3
81	та же	2	3
82	должна быть	2	3
83	не является	8	3
84	или иной	5	3
85	точек зрения	2	3
86	вплоть до	2	3
87	что они	3	3
88	более или	2	3
89	или иное	2	3
90	он не	3	3
91	в его	9	3
92	и потому	2	3
93	если в	3	3
94	даже в	2	3
95	один из	3	3
96	жизни и	3	3
97	отношения к	2	3
98	или менее	2	3
99	даже не	3	3
100	но все	4	3
101	самом деле	2	3
102	то или	3	3
103	в данном	5	3
104	в основе	5	3
105	в ней	3	3
106	могут быть	3	3
107	нуждается в	5	3
108	только в	4	3
109	утверждать что	2	3
110	и все	2	3
111	не менее	3	2
112	же как	3	2
113	именно в	6	2
114	в частности	14	2
115	в качестве	21	2
116	как в	7	2
117	не как	2	2
118	точка зрения	6	2
119	из этих	3	2
120	точно так	2	2
121	себе самом	2	2
122	этой точки	2	2
123	и сейчас	2	2
124	в мире	9	2
125	ни было	3	2
126	как и	7	2
127	что именно	2	2
128	том или	2	2
129	тому же	5	2
130	для него	2	2
131	еще не	7	2
132	одной стороны	7	2
133	о чем	2	2
134	вслед за	4	2
135	мог бы	3	2
136	тем более	2	2
137	из них	3	2
138	со стороны	9	2
139	к самому	2	2
140	а с	3	2
141	этом отношении	3	2
142	с одной	7	2
143	все эти	2	2
144	мы имеем	2	2
145	уже не	5	2
146	и для	2	2
147	отличается от	4	2
148	может оказаться	2	2
149	что касается	2	2
150	но как	2	2
