N	2gram	Vygotskiy__2	UchenyiS
1	и в	15	14
2	а не	3	10
3	не только	15	10
4	и не	7	8
5	прежде всего	4	8
6	то что	20	7
7	в этом	19	7
8	вот почему	3	7
9	не может	9	7
10	может быть	9	6
11	хотя бы	4	5
12	все это	4	5
13	и только	3	5
14	то же	5	5
15	но и	10	4
16	в этой	6	4
17	конечном счете	4	4
18	в их	2	4
19	с другой	6	4
20	в конечном	4	4
21	но в	6	3
22	как и	6	3
23	все же	4	3
24	не следует	2	3
25	в своей	4	3
26	в частности	6	3
27	очевидно что	3	3
28	для этого	3	3
29	для него	3	3
30	это не	5	3
31	было бы	10	3
32	и т.д	12	3
33	смысле этого	3	2
34	том что	27	2
35	но не	3	2
36	в том	33	2
37	по существу	5	2
38	мы не	10	2
39	с его	4	2
40	думается что	2	2
41	не в	8	2
42	и для	2	2
43	бы и	3	2
44	этом смысле	2	2
45	если бы	8	2
46	нас в	2	2
47	только в	4	2
48	и с	4	2
49	тем что	2	2
50	могут быть	2	2
51	что он	12	2
52	в себе	2	2
53	как раз	4	2
54	что мы	9	2
55	же самое	2	2
56	могли бы	4	2
57	на эту	2	2
58	что все	4	2
59	этом отношении	3	2
60	в самом	11	2
61	не могут	2	2
62	по себе	7	2
63	в некоторых	2	2
64	ничего не	3	2
65	самом деле	6	2
66	для всех	4	2
67	что она	3	2
68	что и	2	2
69	в его	2	2
70	таким образом	14	2
