N	2gram	Tiupa_Hudo_2	Vladivir
1	и в	28	40
2	то что	6	28
3	и не	18	25
4	не только	11	25
5	у него	5	24
6	но и	9	18
7	в том	15	18
8	том что	19	18
9	еще и	2	18
10	что в	5	17
11	в этом	13	16
12	в его	11	14
13	не может	4	14
14	точки зрения	2	13
15	вовсе не	2	13
16	в виде	2	13
17	только в	4	13
18	сказать что	2	12
19	никогда не	5	11
20	потому что	2	11
21	о том	12	11
22	едва ли	3	11
23	прежде всего	3	10
24	тем не	4	10
25	как раз	4	10
26	и его	5	10
27	не менее	5	9
28	что это	5	9
29	уже не	10	9
30	и с	6	9
31	и то	2	9
32	в своей	6	9
33	что же	2	9
34	в себе	9	9
35	в своем	5	8
36	в этой	5	8
37	для него	5	8
38	может быть	8	8
39	так же	3	8
40	он не	4	8
41	а также	2	8
42	как мы	2	8
43	а не	14	8
44	что все	3	7
45	к тому	7	7
46	несмотря на	3	7
47	а в	6	7
48	в то	6	7
49	что и	4	7
50	вместе с	2	7
51	как и	11	7
52	да и	5	6
53	и на	3	6
54	и от	2	6
55	об этом	7	6
56	то в	4	6
57	не будет	2	6
58	так и	8	6
59	хотя бы	2	6
60	с точки	2	6
61	и это	3	6
62	с другой	3	5
63	для нас	3	5
64	тому же	2	5
65	не было	6	5
66	в ней	3	5
67	тоже не	2	5
68	отнюдь не	2	5
69	в одном	3	5
70	что он	8	5
71	мы уже	3	5
72	для себя	6	5
73	только на	5	5
74	можно было	3	5
75	в данном	2	5
76	тем что	6	5
77	ничего не	5	5
78	тому что	4	4
79	в самом	5	4
80	в котором	6	4
81	бы и	4	4
82	однако и	2	4
83	как это	7	4
84	и все	7	4
85	не с	2	4
86	но не	4	4
87	есть и	3	4
88	еще не	3	4
89	было бы	3	4
90	и о	4	4
91	говорит о	4	4
92	то же	6	4
93	а с	3	4
94	о боге	2	4
95	все же	2	4
96	но в	2	4
97	перед нами	11	3
98	я не	7	3
99	же как	2	3
100	в качестве	4	3
101	это не	6	3
102	из этих	2	3
103	человека и	3	3
104	мы знаем	2	3
105	одной стороны	3	3
106	при этом	11	3
107	как бы	5	3
108	в нем	3	3
109	к нему	3	3
110	ни с	2	3
111	и только	2	3
112	с одной	3	3
113	именно в	2	3
114	как на	2	3
115	не столько	2	3
116	же самое	3	3
117	сводится к	6	3
118	если бы	6	3
119	в духе	2	3
120	говорит в	2	3
121	оно не	2	3
122	не все	3	3
123	того чтобы	4	3
124	и у	2	3
125	и эта	2	3
126	не в	13	3
127	и для	2	3
128	здесь не	2	3
129	это было	2	3
130	он сам	2	2
131	в нашем	2	2
132	в этих	3	2
133	все они	3	2
134	что на	3	2
135	с такой	2	2
136	же время	4	2
137	же и	2	2
138	не является	2	2
139	что она	7	2
140	который в	2	2
141	то и	4	2
142	по его	3	2
143	а вот	2	2
144	себе в	2	2
145	что даже	2	2
146	его в	2	2
147	нет ничего	2	2
148	с его	5	2
149	а о	2	2
150	не как	2	2
151	в жизни	8	2
152	и к	2	2
153	о которых	2	2
154	она не	5	2
155	в это	3	2
156	из них	2	2
157	одной из	3	2
158	наряду с	5	2
159	но еще	2	2
160	о двух	2	2
161	нам представляется	2	2
162	по преимуществу	3	2
163	он уже	2	2
164	в церкви	2	2
165	со стороны	3	2
166	в мире	7	2
167	данном случае	2	2
168	на него	3	2
169	который был	2	2
170	тем самым	2	2
171	для того	4	2
172	роль в	2	2
173	на себя	3	2
174	в другом	2	2
175	же не	2	2
