N	2gram	Bakhtin_Fr_4	Istorich
1	и в	29	26
2	так как	7	18
3	никогда не	2	13
4	таким образом	20	12
5	в том	7	12
6	и на	11	12
7	в этом	11	12
8	мы видели	7	11
9	может быть	2	11
10	с другой	4	10
11	в образе	4	10
12	том что	3	10
13	и не	16	10
14	не только	10	10
15	что он	4	9
16	еще не	4	9
17	но и	9	9
18	в нем	5	8
19	все же	3	8
20	другой стороны	3	8
21	все эти	9	8
22	и это	2	8
23	с ним	2	8
24	превращается в	3	7
25	уже не	2	7
26	с одной	2	7
27	мы можем	3	7
28	одной стороны	2	7
29	и его	8	7
30	представлений о	2	7
31	у него	5	7
32	о том	2	7
33	но в	12	7
34	то что	4	6
35	мы уже	10	6
36	как в	2	6
37	не может	2	6
38	связан с	4	6
39	и с	9	6
40	как он	2	6
41	как и	12	5
42	мы видим	3	5
43	связаны с	2	5
44	в ней	3	5
45	в его	8	5
46	так и	11	5
47	то же	10	5
48	тем что	4	5
49	в то	10	5
50	только в	2	5
51	его в	9	5
52	там где	3	5
53	и этим	2	5
54	есть и	4	4
55	это не	5	4
56	но здесь	2	4
57	прежде всего	8	4
58	с его	4	4
59	но это	4	4
60	на его	2	4
61	как бы	8	4
62	после этого	2	4
63	как мы	10	4
64	и по	5	4
65	а также	2	4
66	в других	2	4
67	у них	3	4
68	но как	3	4
69	связана с	4	3
70	и другие	2	3
71	в частности	3	3
72	в них	7	3
73	на котором	2	3
74	к этому	2	3
75	на первый	2	3
76	такой же	3	3
77	они не	2	3
78	в качестве	3	3
79	то время	2	3
80	кроме того	2	3
81	оттого что	3	3
82	и эта	2	3
83	видели как	3	3
84	что здесь	3	3
85	один из	4	3
86	другими словами	2	3
87	в своей	5	3
88	из этого	2	3
89	со стороны	2	3
90	при этом	3	3
91	и других	3	3
92	и вот	3	3
93	имеется в	3	3
94	там же	3	3
95	и наконец	2	3
96	как на	2	3
97	или в	2	3
98	в своих	2	3
99	и то	2	3
100	их в	2	3
101	сказать что	5	3
102	в себе	3	3
103	как будто	2	3
104	далеко не	5	3
105	и под	2	3
106	перед нами	4	2
107	все время	3	2
108	это место	5	2
109	о чем	2	2
110	и как	3	2
111	в этих	2	2
112	в эту	3	2
113	в своем	3	2
114	что у	3	2
115	но он	6	2
116	того же	5	2
117	здесь и	3	2
118	в одной	2	2
119	вовсе не	9	2
120	к тому	2	2
121	он был	2	2
122	которых он	2	2
123	что они	2	2
124	но не	2	2
125	так же	7	2
126	уже давно	2	2
127	и сам	3	2
128	общие черты	2	2
129	что из	2	2
130	в фольклоре	2	2
131	и др	4	2
132	но мы	2	2
133	на этой	2	2
134	жизни и	4	2
135	своего рода	6	2
136	ни в	2	2
137	и до	5	2
138	но эти	2	2
139	образом и	3	2
140	тела и	4	2
141	и свои	3	2
142	он не	3	2
143	и они	3	2
144	он становится	2	2
145	того что	3	2
146	дает нам	2	2
147	где он	2	2
148	с ними	3	2
149	он и	5	2
150	по всему	2	2
151	в этой	13	2
152	что это	5	2
153	здесь не	3	2
154	то он	2	2
155	мира и	4	2
156	отметить что	3	2
157	же не	2	2
