N	2gram	Trubetskoy_1	Myshleni
1	точки зрения	11	26
2	таким образом	11	26
3	в том	17	24
4	и в	14	23
5	том что	9	21
6	с точки	9	18
7	того чтобы	8	17
8	то что	13	17
9	в этом	17	17
10	так же	2	16
11	не только	9	16
12	того что	3	15
13	для того	6	15
14	что в	4	14
15	может быть	9	14
16	но и	10	14
17	как и	4	14
18	в его	4	14
19	не может	22	12
20	как бы	4	11
21	прежде всего	8	10
22	в качестве	3	9
23	и не	19	9
24	между тем	5	9
25	и с	7	9
26	вместе с	4	9
27	и на	5	8
28	то же	11	8
29	вопрос о	5	7
30	в этой	4	7
31	в самом	3	7
32	по отношению	2	7
33	в то	10	7
34	так как	4	7
35	с тем	6	7
36	что он	6	7
37	в другом	3	7
38	и тем	2	6
39	от того	4	6
40	все это	6	6
41	именно в	3	6
42	лишь в	3	6
43	потому что	5	6
44	с этим	2	6
45	в силу	2	6
46	о том	7	6
47	мы можем	2	6
48	тем что	3	6
49	в себе	9	6
50	только в	5	6
51	тому что	2	5
52	и как	3	5
53	на то	5	5
54	по себе	2	5
55	для этого	3	5
56	что для	3	5
57	в своих	6	5
58	мы должны	7	5
59	если бы	6	5
60	но в	2	5
61	и более	2	5
62	что может	3	5
63	между собой	5	5
64	представить себе	2	5
65	и что	2	5
66	он не	5	5
67	на основании	2	5
68	тем самым	2	5
69	и т.д	4	5
70	из этого	3	5
71	но не	4	4
72	что все	3	4
73	не в	4	4
74	при этом	5	4
75	друг с	14	4
76	в котором	2	4
77	целый ряд	2	4
78	все эти	2	4
79	в результате	2	4
80	их в	2	4
81	для всех	6	4
82	и к	6	4
83	по существу	5	4
84	было бы	5	4
85	к тому	7	4
86	для себя	2	4
87	в своей	5	4
88	сих пор	5	4
89	приводит к	4	4
90	а с	2	4
91	стоит только	2	4
92	хотя бы	5	4
93	ни в	2	4
94	как на	8	4
95	с другом	14	4
96	до сих	5	4
97	может не	3	3
98	только для	2	3
99	что это	3	3
100	в своем	6	3
101	и от	2	3
102	из этих	3	3
103	что они	3	3
104	том чтобы	3	3
105	и если	7	3
106	друг другу	2	3
107	в их	4	3
108	отношения к	2	3
109	приходит к	3	3
110	этот вопрос	2	3
111	во всем	4	3
112	тогда когда	4	3
113	всяком случае	6	3
114	что оно	3	3
115	во всех	5	3
116	друг от	2	3
117	она не	2	3
118	от друга	2	3
119	все же	4	3
120	если не	2	3
121	самом деле	7	3
122	а не	2	3
123	из которых	5	3
124	ко всем	3	3
125	можно было	4	3
126	и то	4	3
127	во всяком	9	3
128	мы говорили	3	3
129	связи с	3	3
130	факт что	2	3
131	собой все	2	3
132	в области	2	3
133	в частности	2	2
134	никогда не	5	2
135	точку зрения	4	2
136	в конце	3	2
137	же время	10	2
138	что с	2	2
139	для него	6	2
140	несмотря на	3	2
141	не к	2	2
142	жизни и	4	2
143	данном случае	3	2
144	и вот	2	2
145	в единое	2	2
146	и наконец	2	2
147	и даже	2	2
148	должно быть	3	2
149	а в	5	2
150	и те	2	2
151	говорить о	3	2
152	о котором	3	2
153	в этих	2	2
154	всех этих	3	2
155	речь идет	2	2
156	главным образом	3	2
157	он должен	5	2
158	ясно что	2	2
159	из всех	2	2
160	в значительной	3	2
161	к вопросу	4	2
162	указывает на	2	2
163	ничего другого	2	2
164	себе и	4	2
165	том же	2	2
166	и потому	3	2
167	ее в	2	2
168	в течение	2	2
169	уже не	2	2
170	на которой	2	2
171	в данном	7	2
172	и при	6	2
173	в виде	3	2
