N	2gram	Medvedev_F_2	DiskursI
1	в качестве	2	34
2	не только	9	28
3	в том	11	23
4	а не	6	22
5	том что	2	19
6	может быть	23	17
7	и в	38	16
8	как и	9	16
9	в этом	27	15
10	но и	13	14
11	при этом	9	13
12	речевого общения	6	12
13	прежде всего	15	11
14	но не	2	11
15	и не	20	11
16	с другой	3	10
17	как в	4	10
18	состоит в	2	9
19	в нем	13	9
20	не может	14	9
21	отнюдь не	8	8
22	так и	8	8
23	но в	4	8
24	в основе	5	7
25	в его	10	7
26	со стороны	2	7
27	то же	6	7
28	не было	6	7
29	роль в	3	7
30	только в	6	7
31	не в	15	7
32	и как	3	6
33	к тому	4	5
34	как бы	4	5
35	в котором	2	5
36	в своей	7	5
37	то что	6	5
38	во всех	5	5
39	в процессе	9	5
40	в отличие	2	5
41	а в	6	5
42	в их	6	5
43	сводится к	5	5
44	в эпоху	2	5
45	отличие от	2	5
46	и на	3	5
47	с его	11	4
48	что в	7	4
49	в сторону	4	4
50	не является	3	4
51	во втором	7	4
52	не как	4	4
53	и к	4	4
54	что он	5	4
55	уже не	7	4
56	для него	7	4
57	в истории	6	4
58	в целом	3	4
59	же время	5	4
60	связи с	13	4
61	и о	2	4
62	отношение к	2	4
63	в особенности	4	4
64	лишь в	7	4
65	что не	4	4
66	потому что	2	4
67	между тем	2	4
68	могут быть	6	4
69	перед нами	2	3
70	столь же	2	3
71	это не	2	3
72	в одной	2	3
73	по себе	7	3
74	что и	8	3
75	в ее	2	3
76	времени и	2	3
77	литературного произведения	3	3
78	с этим	5	3
79	в самом	16	3
80	один из	2	3
81	хотя бы	6	3
82	все же	8	3
83	из них	4	3
84	таким образом	20	3
85	именно в	5	3
86	того что	3	3
87	другой стороны	4	3
88	и даже	4	3
89	сказать что	2	3
90	тем что	8	3
91	точки зрения	8	3
92	в то	5	3
93	в первом	7	3
94	слова в	3	2
95	известной степени	4	2
96	однако и	3	2
97	а о	3	2
98	никогда не	2	2
99	в какой	3	2
100	или даже	2	2
101	и все	3	2
102	одного из	3	2
103	к этому	4	2
104	для понимания	6	2
105	в тех	2	2
106	к его	2	2
107	его как	2	2
108	как его	2	2
109	в пределах	12	2
110	более того	5	2
111	в значительной	3	2
112	общения и	2	2
113	о литературе	3	2
114	на этом	2	2
115	чем он	4	2
116	было в	2	2
117	в сущности	4	2
118	значительной степени	3	2
119	к другим	2	2
120	совпадает с	2	2
121	хотя и	3	2
122	и др	3	2
123	сами по	2	2
124	например в	3	2
125	оно не	4	2
126	и тем	2	2
127	не есть	3	2
128	того или	4	2
129	что же	5	2
130	приводит к	2	2
131	языка и	12	2
132	как к	3	2
133	и иные	2	2
134	уже в	2	2
135	как мы	7	2
136	не приходится	3	2
137	этого термина	2	2
138	и по	2	2
139	к другому	2	2
140	и его	21	2
141	как их	2	2
142	или в	3	2
143	не следует	4	2
144	во всяком	5	2
145	и ее	6	2
146	но как	2	2
147	в этой	6	2
148	так сказать	3	2
149	они не	4	2
150	едва ли	2	2
151	общения в	3	2
152	в виду	2	2
153	это было	3	2
