N	2gram	Propp_Isto_3	slovoVRo
1	и в	22	39
2	может быть	11	37
3	и т	16	35
4	и его	4	33
5	не только	14	24
6	и не	12	22
7	но и	12	21
8	не может	4	20
9	в нем	9	19
10	в этом	17	16
11	так и	2	15
12	а не	6	14
13	как в	2	13
14	в пределах	4	13
15	вовсе не	2	10
16	не в	4	9
17	и с	4	9
18	прежде всего	3	8
19	таким образом	10	8
20	точки зрения	2	8
21	при этом	2	7
22	еще не	10	7
23	в его	3	7
24	никогда не	3	7
25	в этих	11	7
26	и потому	2	7
27	и даже	2	7
28	как мы	8	7
29	могут быть	5	7
30	в него	2	7
31	в них	6	6
32	и к	3	6
33	этом случае	5	6
34	все же	5	6
35	как и	3	6
36	в своем	2	6
37	но не	7	6
38	она не	4	6
39	жизни и	2	6
40	там где	7	6
41	все эти	4	6
42	но в	10	6
43	с другой	7	5
44	это не	6	5
45	и для	2	5
46	и все	3	5
47	для нас	4	5
48	том что	8	5
49	но все	2	5
50	одной стороны	2	5
51	только в	4	5
52	в том	9	5
53	например в	2	5
54	один из	5	5
55	с одной	2	5
56	уже не	7	5
57	с ними	3	5
58	от него	2	5
59	большинстве случаев	2	5
60	не менее	5	4
61	всех этих	2	4
62	и др	2	4
63	ни в	2	4
64	отношению к	2	4
65	одна из	2	4
66	по отношению	2	4
67	его не	3	4
68	то же	6	4
69	а в	6	4
70	и на	4	4
71	дело с	2	4
72	в то	2	4
73	отношение к	4	4
74	его в	3	4
75	здесь не	3	4
76	так как	7	4
77	и там	4	3
78	что в	15	3
79	и от	3	3
80	стороны и	3	3
81	не с	2	3
82	в свою	4	3
83	что и	9	3
84	но это	3	3
85	связи с	6	3
86	на этом	4	3
87	у него	3	3
88	и как	3	3
89	в ней	2	3
90	к нему	5	3
91	связано с	4	3
92	в некоторых	5	3
93	быть и	3	3
94	в свете	5	3
95	а также	2	3
96	той же	2	3
97	связан с	2	3
98	сказать что	3	3
99	между тем	2	3
100	ту же	2	3
101	в особенности	2	3
102	в чем	3	3
103	как это	4	3
104	во всяком	2	3
105	в данном	4	2
106	не было	2	2
107	и более	2	2
108	независимо от	2	2
109	и другие	4	2
110	хотя и	2	2
111	но она	2	2
112	его и	4	2
113	но он	4	2
114	говорит и	2	2
115	не всегда	4	2
116	и здесь	7	2
117	что он	9	2
118	в дальнейшем	4	2
119	в нее	2	2
120	все что	3	2
121	мы увидим	3	2
122	этих случаях	7	2
123	мы уже	6	2
124	с одним	2	2
125	к ней	4	2
126	всяком случае	2	2
127	даже в	2	2
128	не все	6	2
129	сих пор	5	2
130	на его	3	2
131	мы видели	13	2
132	то что	7	2
133	вместе с	9	2
134	а именно	4	2
135	где они	2	2
136	так в	6	2
137	в связи	3	2
138	с этим	8	2
139	т д	15	2
140	в виде	2	2
141	еще более	2	2
142	они не	4	2
143	одним из	4	2
144	роль в	2	2
145	или в	11	2
146	он не	5	2
147	далеко не	3	2
148	в другом	2	2
149	о том	3	2
150	в одном	2	2
151	до сих	5	2
