N	2gram	Tiupa_Anal_2	Komedia
1	и в	16	26
2	и не	12	14
3	едва ли	3	14
4	к тому	7	12
5	так и	15	12
6	и его	4	12
7	в том	12	11
8	тому же	4	11
9	может быть	6	11
10	но и	12	10
11	на протяжении	2	10
12	в этом	18	10
13	что в	2	9
14	столь же	4	9
15	том что	12	9
16	если бы	3	9
17	вместе с	2	9
18	было бы	3	8
19	и на	6	7
20	из них	3	7
21	не только	16	7
22	что и	3	7
23	ли не	2	7
24	на себя	5	7
25	в своем	4	6
26	то что	7	6
27	еще не	2	6
28	в двух	2	6
29	в то	2	6
30	о том	7	6
31	таким образом	2	6
32	к этому	2	5
33	а затем	2	5
34	в качестве	11	5
35	один из	2	5
36	себя внимание	3	5
37	так что	3	5
38	обращает на	3	5
39	место в	3	4
40	не менее	4	4
41	в частности	16	4
42	у него	4	4
43	в этих	2	4
44	прежде всего	3	4
45	о его	4	4
46	как мы	3	4
47	как и	14	4
48	в целом	8	4
49	как будто	3	4
50	с их	2	4
51	одной из	3	4
52	хотя и	4	4
53	в его	2	4
54	еще в	2	4
55	в самом	6	4
56	и для	2	4
57	можно было	3	4
58	точки зрения	4	4
59	только в	4	4
60	на этот	2	4
61	как это	6	4
62	его в	2	4
63	между тем	2	4
64	это было	2	4
65	о чем	2	3
66	для всех	2	3
67	в поле	4	3
68	что на	3	3
69	отношению к	4	3
70	но не	4	3
71	того же	4	3
72	во всех	4	3
73	же время	2	3
74	здесь в	2	3
75	и сам	3	3
76	по поводу	3	3
77	как правило	4	3
78	в обоих	2	3
79	в котором	2	3
80	речь идет	2	3
81	не имеет	2	3
82	и особенно	4	3
83	себя в	2	3
84	в своей	2	3
85	и их	2	3
86	в их	3	3
87	все это	4	3
88	по отношению	4	3
89	той же	2	3
90	то же	4	3
91	ответ на	3	3
92	как в	4	3
93	а в	3	3
94	или в	3	3
95	тем что	3	3
96	не может	4	3
97	что касается	3	3
98	в этой	9	3
99	но в	6	3
100	в ответ	2	2
101	обоих случаях	2	2
102	отнюдь не	8	2
103	в нашем	3	2
104	с другой	6	2
105	в конце	4	2
106	в одном	2	2
107	этом смысле	2	2
108	вовсе не	2	2
109	и я	2	2
110	и к	5	2
111	же его	4	2
112	он был	2	2
113	не в	4	2
114	из его	2	2
115	должна была	2	2
116	на этом	4	2
117	перед лицом	2	2
118	одной стороны	4	2
119	в действительности	3	2
120	и если	3	2
121	поле зрения	2	2
122	вслед за	2	2
123	он не	2	2
124	как бы	10	2
125	частности в	2	2
126	даже в	2	2
127	с той	2	2
128	в мире	6	2
129	и за	3	2
130	всего в	2	2
131	со стороны	3	2
132	что она	2	2
133	в отличие	2	2
134	с одной	5	2
135	еще более	2	2
136	самом начале	3	2
137	времени в	4	2
138	отличие от	2	2
139	роль в	2	2
140	с ними	3	2
141	не следует	2	2
142	и во	2	2
143	одно из	2	2
144	к его	2	2
145	говорить о	6	2
146	в один	4	2
147	и все	3	2
148	бы в	3	2
149	мы имеем	3	2
150	же не	2	2
