N	2gram	Propp_Russ_2	Problemy
1	и в	29	46
2	может быть	13	23
3	как бы	18	19
4	не может	5	19
5	в этом	11	16
6	не только	10	14
7	но и	8	12
8	как и	11	12
9	как мы	3	12
10	и на	6	11
11	а не	4	11
12	не в	4	10
13	прежде всего	2	9
14	в том	22	9
15	и все	4	9
16	или в	7	8
17	и с	10	7
18	еще не	6	7
19	никогда не	2	6
20	есть в	2	6
21	в него	2	6
22	друг друга	3	6
23	но в	5	6
24	то же	4	6
25	все это	10	6
26	это не	5	5
27	при этом	6	5
28	в котором	3	5
29	к нему	4	5
30	в то	2	5
31	так как	13	5
32	о том	9	5
33	во всех	3	5
34	что в	22	4
35	в этих	3	4
36	до конца	3	4
37	кроме того	2	4
38	в виду	2	4
39	в их	2	4
40	таким образом	6	4
41	все эти	3	4
42	и других	3	4
43	должно быть	2	4
44	людей и	2	4
45	потому что	5	4
46	во всем	2	4
47	мы не	6	4
48	как в	7	4
49	том что	22	4
50	но не	5	4
51	совершенно не	2	4
52	том же	4	4
53	все же	2	4
54	то что	5	4
55	уже не	4	4
56	на себя	2	4
57	и другие	14	3
58	с другой	2	3
59	из этих	2	3
60	на этом	3	3
61	одним из	2	3
62	но если	3	3
63	и для	2	3
64	не к	2	3
65	так же	4	3
66	но он	3	3
67	их в	4	3
68	мы имеем	6	3
69	по существу	4	3
70	и при	2	3
71	так чтобы	2	3
72	и что	5	3
73	она не	3	3
74	было бы	3	3
75	в своей	2	3
76	и о	3	3
77	что и	2	3
78	в отличие	3	3
79	жизнь и	2	3
80	тем что	3	3
81	в этой	3	3
82	далеко не	4	3
83	отличие от	3	3
84	не менее	2	2
85	для этого	5	2
86	вопрос о	4	2
87	все в	2	2
88	для нас	6	2
89	живет в	3	2
90	так что	4	2
91	и как	2	2
92	же как	4	2
93	мы здесь	2	2
94	на части	9	2
95	но она	2	2
96	к жизни	5	2
97	то и	4	2
98	влияние на	2	2
99	в других	15	2
100	не было	2	2
101	этих случаях	4	2
102	и по	3	2
103	а в	9	2
104	в которых	4	2
105	в руках	2	2
106	между тем	3	2
107	с этим	2	2
108	у нас	4	2
109	одна из	11	2
110	здесь в	2	2
111	там и	2	2
112	об этом	2	2
113	к ней	2	2
114	и пр	2	2
115	вместе с	6	2
116	в последний	3	2
117	так в	2	2
118	и через	3	2
119	он есть	2	2
120	можно было	2	2
121	в данном	6	2
122	этот вопрос	2	2
123	могут быть	2	2
124	там где	2	2
125	того как	2	2
