N	2gram	Losev_Dial_3	FransuaR
1	и в	24	56
2	в его	2	18
3	таким образом	13	17
4	все эти	3	15
5	в этом	8	14
6	в том	5	13
7	так и	5	13
8	и его	5	12
9	в то	5	12
10	вещей и	6	11
11	как бы	3	11
12	в них	5	11
13	то же	6	11
14	же время	3	10
15	еще не	2	10
16	мы уже	3	10
17	только в	5	9
18	в самом	7	9
19	но и	9	9
20	и не	27	9
21	том что	8	8
22	в сущности	10	8
23	не только	23	8
24	в нем	3	8
25	все это	6	8
26	и даже	13	8
27	и с	6	8
28	в частности	2	7
29	у него	2	7
30	как мы	2	7
31	и на	3	7
32	прежде всего	8	6
33	вовсе не	13	6
34	той же	3	6
35	потому что	7	6
36	точки зрения	25	6
37	и все	6	6
38	но в	2	6
39	но не	2	5
40	с его	2	5
41	никогда не	7	5
42	в условиях	2	5
43	как и	7	5
44	есть и	12	5
45	он не	5	5
46	что в	7	5
47	не было	3	5
48	они не	2	5
49	что все	14	4
50	что это	12	4
51	и ее	3	4
52	в себе	2	4
53	например в	2	4
54	и к	5	4
55	конечно не	4	4
56	за пределы	3	4
57	в ней	2	4
58	и потому	2	4
59	с одной	3	4
60	при этом	2	4
61	в основе	3	4
62	в своих	2	4
63	их в	2	4
64	во всем	3	4
65	о том	6	4
66	в особенности	7	4
67	так как	6	4
68	одна из	3	4
69	перед нами	3	3
70	в своем	3	3
71	как например	2	3
72	и здесь	2	3
73	так что	8	3
74	кроме того	6	3
75	может быть	13	3
76	и о	3	3
77	что и	6	3
78	то что	14	3
79	в их	2	3
80	не на	6	3
81	что для	5	3
82	еще и	2	3
83	на них	2	3
84	не просто	18	3
85	уже не	5	3
86	не в	3	3
87	сказать что	4	3
88	бы в	2	3
89	только не	10	2
90	первый план	4	2
91	если бы	6	2
92	в виде	8	2
93	о себе	2	2
94	из нее	2	2
95	на котором	2	2
96	с другой	4	2
97	это не	4	2
98	и во	2	2
99	как целое	3	2
100	что он	13	2
101	и эти	2	2
102	ни в	9	2
103	говорит о	4	2
104	и как	8	2
105	но это	5	2
106	то время	4	2
107	для него	4	2
108	одной стороны	3	2
109	было бы	5	2
110	из них	3	2
111	несмотря на	2	2
112	ни о	3	2
113	а в	2	2
114	фактов и	2	2
115	хотя и	5	2
116	точка зрения	5	2
117	вопрос об	3	2
118	все же	3	2
119	его как	3	2
120	самом деле	6	2
121	и тела	2	2
122	что она	9	2
123	только на	7	2
124	другой стороны	2	2
125	целый ряд	2	2
126	так же	4	2
127	как раз	7	2
128	не может	19	2
129	в каком	3	2
130	нового времени	2	2
131	а не	26	2
132	для того	3	2
133	из которых	3	2
134	к нему	3	2
135	и для	2	2
136	с точки	14	2
137	бы то	2	2
138	в слове	3	2
139	мы не	5	2
140	в данном	2	2
141	и то	4	2
142	с этой	5	2
143	людей и	2	2
144	также и	2	2
145	ничто не	2	2
146	он дает	2	2
147	он и	3	2
148	той или	2	2
149	мир и	3	2
150	мира и	3	2
151	грань между	2	2
152	нет ни	2	2
