N	2gram	Tiupa_Anal_1	Hudozhes
1	том что	12	16
2	и в	18	14
3	так и	4	13
4	а не	17	12
5	в том	27	12
6	не только	15	12
7	при этом	12	12
8	о том	5	12
9	прежде всего	6	11
10	и т	3	11
11	в этом	13	11
12	в себе	11	11
13	для него	2	10
14	в своей	6	10
15	что он	3	9
16	как и	13	9
17	в качестве	31	9
18	то же	9	9
19	то что	6	8
20	же время	6	8
21	отношению к	5	8
22	по отношению	6	8
23	т п	3	8
24	между тем	5	8
25	в этой	5	8
26	в то	9	8
27	в его	13	8
28	быть может	2	7
29	это не	6	7
30	личности в	3	7
31	к тому	7	7
32	уже не	4	7
33	не в	14	7
34	еще не	3	7
35	своего рода	3	7
36	как бы	5	7
37	не может	22	7
38	именно в	4	7
39	а в	9	7
40	не случайно	3	7
41	тогда как	14	7
42	никогда не	2	6
43	что в	5	6
44	читателя в	2	6
45	было бы	2	6
46	как правило	4	6
47	с его	3	5
48	в частности	19	5
49	может быть	29	5
50	только в	6	5
51	но и	17	5
52	самом деле	2	5
53	и его	5	5
54	потому что	2	5
55	ни в	4	5
56	точки зрения	6	5
57	но в	8	5
58	столь же	4	4
59	и все	3	4
60	бытия и	2	4
61	можно сказать	2	4
62	и к	3	4
63	то в	2	4
64	несмотря на	2	4
65	в самом	6	4
66	и о	2	4
67	один из	2	4
68	себя в	6	4
69	из них	2	4
70	художественного целого	10	4
71	того что	4	4
72	человеческого я	2	4
73	он не	3	4
74	по своей	6	4
75	как будто	3	4
76	всего лишь	4	4
77	с ним	4	4
78	и с	2	4
79	и читателя	2	4
80	но не	10	3
81	в творческом	2	3
82	если бы	3	3
83	отнюдь не	15	3
84	романа в	2	3
85	в литературе	4	3
86	в мире	8	3
87	как мы	2	3
88	в ходе	3	3
89	художественной реальности	14	3
90	на этом	2	3
91	в пределах	2	3
92	такого рода	5	3
93	человеческого бытия	2	3
94	о нем	3	3
95	еще в	2	3
96	даже в	3	3
97	для себя	2	3
98	в нем	3	3
99	все же	4	3
100	встрече с	3	3
101	в т	2	3
102	со стороны	2	3
103	в тексте	5	3
104	эстетический анализ	2	3
105	этом отношении	2	3
106	все эти	2	3
107	лишь в	5	3
108	того чтобы	3	3
109	с точки	4	3
110	и по	2	3
111	в таком	3	3
112	или не	2	3
113	такой же	2	3
114	и на	5	3
115	как к	2	3
116	в равной	3	3
117	будто бы	3	3
118	а также	3	3
119	едва ли	2	3
120	автора и	3	2
121	в рамках	3	2
122	человек в	3	2
123	если в	3	2
124	себя и	4	2
125	однако в	3	2
126	конечном счете	4	2
127	на вопрос	4	2
128	не столько	2	2
129	установкой на	2	2
130	художественного восприятия	7	2
131	и потому	2	2
132	на фоне	2	2
133	в себя	6	2
134	вопрос о	2	2
135	или иного	3	2
136	по себе	4	2
137	художественного письма	2	2
138	в конечном	4	2
139	наш взгляд	6	2
140	состоит в	11	2
141	в другом	4	2
142	в противовес	2	2
143	перед собой	2	2
144	по выражению	2	2
145	в целом	5	2
146	внутреннего я	4	2
147	на его	2	2
148	в начале	2	2
149	деле в	2	2
150	говоря о	2	2
151	литературоведческого анализа	3	2
152	произведения с	2	2
153	только для	2	2
154	как он	3	2
155	что же	2	2
156	личности к	2	2
157	в их	5	2
158	же мере	2	2
159	особенно в	2	2
160	а с	3	2
161	иначе говоря	9	2
162	и не	21	2
163	при всей	2	2
164	на самом	2	2
165	от себя	3	2
166	на наш	6	2
167	при встрече	3	2
168	героя в	2	2
169	что не	3	2
170	того или	3	2
171	должно быть	2	2
172	той же	2	2
173	на основе	2	2
174	художественного мира	2	2
175	как от	2	2
176	не о	2	2
177	с другим	4	2
178	не следует	4	2
179	представляют собой	2	2
180	в художественном	3	2
181	нет ничего	2	2
182	здесь не	2	2
183	я и	6	2
