N	2gram	Losev_Dial_3	Istorich
1	и в	24	22
2	в этом	8	17
3	и т	24	16
4	т е	48	16
5	т д	23	15
6	что в	7	15
7	не только	23	14
8	но и	9	12
9	и не	27	12
10	и пр	6	11
11	может быть	13	11
12	или в	2	11
13	еще не	2	10
14	таким образом	13	10
15	но в	2	10
16	что он	13	9
17	в нем	3	9
18	что и	6	9
19	в том	5	9
20	с этим	3	8
21	том что	8	8
22	как мы	2	8
23	другой стороны	2	7
24	с другой	4	7
25	но не	2	7
26	то что	14	7
27	из них	3	7
28	уже не	5	7
29	и здесь	2	7
30	так как	6	7
31	в них	5	6
32	это не	4	6
33	все еще	2	6
34	мы уже	3	6
35	не вполне	2	6
36	то и	3	6
37	а в	2	6
38	то же	6	6
39	а не	26	6
40	друг друга	3	6
41	так в	2	6
42	ничего не	17	6
43	если бы	6	6
44	не менее	11	5
45	в частности	2	5
46	показывает что	2	5
47	тем не	10	5
48	так что	8	5
49	есть и	12	5
50	все же	3	5
51	что она	9	5
52	он не	5	5
53	того что	12	5
54	к нему	3	5
55	могут быть	2	5
56	у меня	2	5
57	как это	5	4
58	у нас	4	4
59	не в	3	4
60	только в	5	4
61	на этом	2	4
62	она не	3	4
63	они не	2	4
64	для нас	2	4
65	а именно	2	4
66	и его	5	4
67	и на	3	4
68	в данном	2	4
69	не может	19	4
70	тем что	3	4
71	и они	2	4
72	все эти	3	4
73	и с	6	4
74	я не	6	3
75	что у	2	3
76	превращается в	6	3
77	целый ряд	2	3
78	в одной	3	3
79	и от	3	3
80	о себе	2	3
81	и все	6	3
82	не видно	2	3
83	прежде всего	8	3
84	можно только	4	3
85	не что	6	3
86	к тому	4	3
87	и к	5	3
88	и эти	2	3
89	как и	7	3
90	и как	8	3
91	но это	5	3
92	особого рода	3	3
93	все что	3	3
94	у него	2	3
95	было бы	5	3
96	можно ли	5	3
97	в его	2	3
98	никогда не	7	3
99	и она	2	3
100	быть и	3	3
101	ее в	2	3
102	со стороны	2	3
103	все равно	2	3
104	а мы	3	3
105	и у	2	3
106	а если	3	3
107	так же	4	3
108	его не	2	3
109	иное как	6	3
110	сказать что	4	3
111	потому что	7	3
112	однако что	2	3
113	он и	3	3
114	и ее	3	3
115	из этих	2	3
116	что иное	6	3
117	о том	6	3
118	при помощи	3	3
119	если я	2	3
120	их в	2	3
121	в чем	4	3
122	не было	3	2
123	все время	3	2
124	только не	10	2
125	и есть	16	2
126	точно так	2	2
127	в особом	2	2
128	вовсе не	13	2
129	вопрос о	5	2
130	нет никаких	2	2
131	а я	2	2
132	во всяком	2	2
133	как таковой	2	2
134	или не	5	2
135	мы знаем	3	2
136	же в	2	2
137	ни в	9	2
138	тому же	2	2
139	есть ли	5	2
140	в силу	3	2
141	но они	2	2
142	одна из	3	2
143	с одной	3	2
144	при этом	2	2
145	говорят что	2	2
146	то время	4	2
147	ни один	2	2
148	на себя	3	2
149	одной стороны	3	2
150	совершенно не	2	2
151	например в	2	2
152	и о	3	2
153	же как	2	2
154	хотя и	5	2
155	в ней	2	2
156	его на	2	2
157	и потому	2	2
158	и он	2	2
159	всяком случае	2	2
160	не имеет	11	2
161	то это	9	2
162	и уже	2	2
163	и это	4	2
164	жизни и	5	2
165	нет ничего	9	2
166	но она	3	2
167	так и	5	2
168	не имеют	2	2
169	даже не	6	2
170	только на	7	2
171	в своем	3	2
172	никто не	2	2
173	в особенности	7	2
174	той же	3	2
175	если не	3	2
176	из того	2	2
177	и вот	2	2
178	и что	15	2
179	что не	5	2
180	и даже	13	2
181	есть только	12	2
182	и для	2	2
183	время как	4	2
184	можно утверждать	2	2
185	о ней	2	2
186	и то	4	2
187	в виде	8	2
188	точки зрения	25	2
189	в то	5	2
190	утверждать что	6	2
191	же можно	2	2
192	к отцу	2	2
193	выйти за	3	2
