N	2gram	Bakhtin_sl_2	Problema
1	то есть	26	39
2	то что	2	38
3	и не	22	37
4	вовсе не	10	37
5	и в	39	35
6	сказать что	3	24
7	не только	24	24
8	том что	5	19
9	даже и	4	18
10	о том	2	18
11	может быть	37	18
12	в этом	16	17
13	но и	21	16
14	в языке	2	15
15	только в	5	14
16	не менее	4	13
17	во всяком	3	13
18	не может	20	13
19	в том	5	12
20	также и	2	12
21	хотя бы	3	12
22	что в	3	11
23	прежде всего	8	11
24	и даже	7	11
25	в таком	4	11
26	всяком случае	2	10
27	и с	9	10
28	говорить о	3	10
29	еще не	7	10
30	а не	14	10
31	в данном	2	10
32	для нас	5	9
33	только о	2	8
34	уже не	5	8
35	по себе	5	8
36	все же	6	8
37	этом случае	6	7
38	все эти	6	7
39	в его	7	7
40	так и	15	7
41	бы и	3	7
42	так как	4	7
43	мы не	2	7
44	с другой	5	6
45	ни в	4	6
46	но это	3	6
47	и т	35	6
48	а именно	2	6
49	т д	2	6
50	но как	2	6
51	в то	4	6
52	и для	5	6
53	в виде	2	6
54	но в	6	6
55	в области	2	6
56	или иной	5	5
57	кроме того	2	5
58	той или	5	5
59	языка и	9	5
60	в связи	2	5
61	с этим	2	5
62	с одной	5	5
63	и на	4	5
64	и более	2	5
65	и все	5	5
66	как и	6	5
67	связи с	3	5
68	то же	4	5
69	как мы	7	5
70	одной стороны	5	5
71	с другими	4	5
72	в себе	2	5
73	не могут	5	4
74	не был	2	4
75	сама по	3	4
76	в этих	7	4
77	в своем	6	4
78	в отношении	4	4
79	человеческой речи	2	4
80	без всякого	2	4
81	и как	3	4
82	более или	2	4
83	как бы	7	4
84	значение в	2	4
85	все это	16	4
86	таким образом	8	4
87	а в	4	4
88	в результате	2	4
89	именно как	2	4
90	и здесь	2	4
91	всех этих	4	4
92	что он	2	4
93	стороны и	3	4
94	но не	6	4
95	до сих	2	4
96	сих пор	2	4
97	или менее	2	4
98	далеко не	2	4
99	слова и	8	4
100	не все	2	4
101	уже в	2	3
102	в нашем	2	3
103	или даже	3	3
104	и от	3	3
105	язык как	3	3
106	но эта	2	3
107	хотя и	2	3
108	мы уже	2	3
109	один из	5	3
110	но мы	2	3
111	и их	5	3
112	в их	2	3
113	для этого	4	3
114	не было	2	3
115	от нас	2	3
116	одновременно и	3	3
117	только и	2	3
118	при этом	7	3
119	лишь в	3	3
120	и наконец	5	3
121	не знает	2	3
122	в основе	4	3
123	языка в	6	3
124	в истории	11	3
125	его в	4	3
126	и ни	2	3
127	тогда когда	2	3
128	и к	6	3
129	это и	2	3
130	одна из	4	3
131	все что	2	3
132	она не	6	3
133	оно не	8	3
134	если оно	2	3
135	не знаем	2	3
136	и речи	2	3
137	всем этим	2	3
138	слова как	2	3
139	можно говорить	2	3
140	в значительной	6	3
141	в свете	3	3
142	для того	2	3
143	в слове	6	3
144	как о	2	3
145	смысла и	3	2
146	перед нами	3	2
147	язык не	4	2
148	в той	4	2
149	его от	3	2
150	не в	9	2
151	в нее	2	2
152	свой смысл	2	2
153	но все	5	2
154	нашей темы	3	2
155	на нем	2	2
156	независимо от	2	2
157	и само	2	2
158	языка а	5	2
159	самого же	2	2
160	в него	7	2
161	в зависимости	4	2
162	входить в	2	2
163	и др	4	2
164	к нему	3	2
165	отличается от	2	2
166	язык и	7	2
167	мышления и	5	2
168	что оно	4	2
169	даже в	2	2
170	в одно	2	2
171	или в	2	2
172	или как	4	2
173	может иметь	3	2
174	в ней	3	2
175	же и	2	2
176	точки зрения	8	2
177	ведь и	2	2
178	этого предмета	2	2
179	в плане	5	2
180	слово в	11	2
181	только с	2	2
182	для всех	4	2
183	в них	6	2
184	языка как	7	2
185	и при	2	2
186	зависимости от	4	2
187	нашего сознания	2	2
188	конечно не	5	2
189	точном смысле	2	2
190	он не	2	2
191	о нем	2	2
192	а также	3	2
193	и особенно	2	2
194	что и	3	2
195	это возможно	2	2
196	во всех	12	2
197	вместе с	2	2
198	быть и	3	2
199	на него	2	2
200	и свои	2	2
201	входит в	4	2
202	еще более	2	2
203	того чтобы	2	2
204	слово и	5	2
205	той же	3	2
206	роль в	2	2
207	сознание и	3	2
208	которые в	2	2
209	здесь не	4	2
210	здесь как	2	2
211	значение как	2	2
