N	2gram	Vygotskiy__3	EvropaiE
1	и в	25	37
2	в отношении	6	32
3	точки зрения	6	23
4	что в	17	21
5	не только	6	18
6	в то	4	16
7	то же	2	15
8	в своем	4	14
9	в качестве	12	14
10	но и	4	14
11	и не	10	14
12	в этом	14	12
13	в том	23	11
14	в области	7	11
15	так и	5	10
16	отнюдь не	4	9
17	прежде всего	4	9
18	в смысле	4	9
19	все более	2	9
20	не может	6	9
21	в себе	2	9
22	только в	10	9
23	так же	17	9
24	к тому	4	8
25	одной стороны	5	8
26	было бы	10	8
27	в своей	2	8
28	с одной	5	8
29	между тем	3	8
30	как и	15	7
31	по своему	11	7
32	того что	10	7
33	а также	2	7
34	с другой	6	7
35	так как	12	7
36	с этой	3	6
37	том что	20	6
38	может быть	13	6
39	вслед за	3	6
40	для того	7	6
41	на то	4	6
42	как бы	10	6
43	то что	15	6
44	того чтобы	8	6
45	и на	6	6
46	же как	6	5
47	в частности	4	5
48	столь же	7	5
49	не в	6	5
50	но не	6	5
51	к которым	4	5
52	которую мы	5	5
53	как мы	8	5
54	в течение	2	5
55	тем самым	2	5
56	и по	5	5
57	от этого	6	5
58	в виде	3	5
59	этой точки	2	5
60	и потому	2	5
61	ни было	2	4
62	независимо от	4	4
63	именно в	5	4
64	или иного	2	4
65	или иной	3	4
66	само по	2	4
67	в самом	3	4
68	то в	3	4
69	той или	2	4
70	в процессе	27	4
71	по себе	7	4
72	для нас	2	4
73	мы не	9	4
74	сказать что	4	4
75	в каком	2	4
76	того или	2	4
77	как это	7	4
78	место в	2	3
79	по признаку	3	3
80	и к	5	3
81	можно считать	3	3
82	в сфере	2	3
83	этом отношении	3	3
84	но на	3	3
85	с тем	16	3
86	можно ли	2	3
87	никогда не	4	3
88	в них	2	3
89	и от	2	3
90	на себя	2	3
91	с другом	5	3
92	этом смысле	2	3
93	это так	2	3
94	мы видели	6	3
95	представляет собой	6	3
96	мы можем	7	3
97	в свою	3	3
98	того же	6	3
99	в известном	4	3
100	друг с	5	3
101	известном смысле	2	3
102	из них	4	3
103	всяком случае	4	3
104	не является	8	3
105	что и	10	3
106	не будет	2	3
107	когда он	3	3
108	заключает в	2	3
109	как в	9	3
110	и только	2	3
111	в деле	4	3
112	и для	2	3
113	как на	2	3
114	в таком	2	3
115	можно было	6	3
116	в которых	3	3
117	в результате	3	3
118	потому что	6	3
119	во всяком	4	3
120	тем что	8	3
121	ни на	2	3
122	о том	5	3
123	там где	4	3
124	не могут	4	2
125	относятся к	2	2
126	подходит к	2	2
127	в этих	2	2
128	в случае	3	2
129	сравнению с	3	2
130	в какой	4	2
131	по сравнению	4	2
132	и во	2	2
133	с этим	4	2
134	и все	4	2
135	в одном	2	2
136	главным образом	2	2
137	из того	2	2
138	и эта	2	2
139	же в	2	2
140	и того	4	2
141	и как	5	2
142	это значит	4	2
143	в силу	6	2
144	свою очередь	2	2
145	но как	3	2
146	между ними	3	2
147	приводит нас	3	2
148	не можем	3	2
149	что это	5	2
150	имеет место	3	2
151	эти последние	2	2
152	нас к	2	2
153	он не	4	2
154	в его	15	2
155	мог бы	4	2
156	в котором	3	2
157	если в	3	2
158	не есть	3	2
159	в развитии	24	2
160	в мире	2	2
161	наряду с	3	2
162	вместе с	14	2
163	на основании	11	2
164	иначе говоря	2	2
165	а в	4	2
166	таким образом	17	2
167	если бы	5	2
168	и других	2	2
169	заключается в	9	2
170	и что	10	2
171	или иному	2	2
172	на этот	2	2
173	другой стороны	3	2
174	этот процесс	3	2
175	как их	2	2
176	с другими	2	2
177	на основе	22	2
178	тому или	2	2
179	мы видим	3	2
180	или в	2	2
181	в своих	2	2
182	этот вопрос	3	2
183	что эти	3	2
184	хотя и	2	2
185	могут быть	5	2
186	с мы	4	2
187	к той	2	2
188	в этой	5	2
189	и то	2	2
190	по своей	7	2
191	мы должны	6	2
192	как оно	3	2
193	между собой	13	2
194	бы в	2	2
195	же мало	3	2
196	тогда когда	4	2
197	в эту	2	2
198	но по	2	2
