N	2gram	Losev_Prob_2	Myslijsy
1	то есть	39	34
2	потому что	13	33
3	то что	38	29
4	может быть	18	26
5	таким образом	4	24
6	в том	12	23
7	и в	35	23
8	в этом	17	23
9	в слове	3	22
10	и не	37	18
11	что в	11	17
12	в языке	15	16
13	при этом	3	15
14	только в	14	15
15	для нас	9	14
16	как и	5	14
17	в себе	5	14
18	то же	5	14
19	того что	12	14
20	так как	7	14
21	если бы	4	13
22	том что	19	12
23	не было	3	12
24	а не	10	12
25	по себе	8	11
26	но и	16	11
27	не в	2	11
28	не может	13	11
29	что мы	14	10
30	не только	24	10
31	что слово	3	10
32	тем что	4	10
33	для меня	5	10
34	мы можем	6	10
35	не есть	33	9
36	в своем	4	8
37	было бы	8	8
38	тогда когда	3	8
39	то это	3	8
40	другими словами	6	8
41	мы не	7	8
42	сказать что	24	8
43	о том	18	8
44	но в	6	8
45	с тем	3	7
46	на то	6	7
47	что и	2	7
48	и что	13	7
49	вовсе не	37	7
50	и т	6	7
51	мысли и	2	7
52	мы говорим	4	7
53	с этим	5	7
54	что такое	18	7
55	что если	4	6
56	независимо от	2	6
57	до тех	4	6
58	и к	3	6
59	тех пор	4	6
60	мысль о	2	6
61	для того	3	6
62	вместе с	2	6
63	что не	5	6
64	когда мы	6	6
65	так и	7	6
66	уже в	3	5
67	значение слова	4	5
68	по крайней	6	5
69	только тогда	3	5
70	так что	11	5
71	есть только	8	5
72	само по	2	5
73	не можем	4	5
74	и мы	2	5
75	хотя и	3	5
76	в его	7	5
77	как бы	4	5
78	к нему	2	5
79	крайней мере	6	5
80	этом случае	7	5
81	бы и	7	5
82	что же	9	5
83	есть нечто	7	5
84	все это	4	5
85	допустим что	2	5
86	не менее	13	5
87	язык не	2	5
88	должно быть	2	5
89	внимание на	3	5
90	а в	4	5
91	во всяком	13	5
92	тем более	10	5
93	говорить о	10	5
94	и то	10	5
95	один и	2	5
96	слова и	4	5
97	есть в	4	5
98	не имеет	7	5
99	не то	2	5
100	и более	5	4
101	каждый раз	3	4
102	и все	5	4
103	что все	6	4
