N	2gram	Propp_Isto_4	Mirosoze
1	и в	26	46
2	в нем	2	22
3	у него	5	22
4	может быть	14	21
5	в этом	7	20
6	никогда не	2	18
7	и не	9	18
8	не только	15	18
9	но и	12	15
10	не может	6	15
11	как и	7	13
12	не есть	2	13
13	а не	6	13
14	потому что	6	12
15	но он	4	11
16	у нас	2	11
17	и он	3	11
18	но в	5	10
19	он не	7	10
20	в себе	2	10
21	не в	5	9
22	и есть	2	8
23	переходит в	3	8
24	но это	3	8
25	как бы	3	8
26	в своем	2	8
27	так как	9	8
28	отношение к	2	8
29	она не	3	8
30	на земле	3	8
31	связана с	2	7
32	в этой	2	7
33	что он	10	7
34	как в	7	7
35	хотя бы	2	7
36	вопрос о	4	6
37	что это	2	6
38	так же	18	6
39	того что	2	6
40	и здесь	5	6
41	и там	2	6
42	в русской	3	6
43	то же	8	5
44	и вот	2	5
45	что она	3	5
46	те же	3	5
47	это не	5	5
48	и все	2	5
49	во всем	3	5
50	то что	16	5
51	в своей	4	5
52	и его	10	5
53	в его	5	5
54	что в	14	4
55	все что	4	4
56	что у	3	4
57	не имеет	3	4
58	том что	3	4
59	что и	9	4
60	себя в	2	4
61	так и	10	4
62	т е	18	4
63	уже не	5	4
64	его на	4	4
65	же как	13	3
66	он же	2	3
67	в образе	3	3
68	ни в	2	3
69	в том	3	3
70	что они	6	3
71	не мог	3	3
72	и на	2	3
73	сказать что	2	3
74	и с	5	3
75	что иное	3	3
76	по своей	2	3
77	о том	4	3
78	его в	9	3
79	как он	6	3
80	иное как	3	3
81	если бы	2	3
82	и во	2	3
83	не что	3	3
84	это и	5	3
85	есть и	2	3
86	до сих	5	3
87	сих пор	5	3
88	от того	2	3
89	того как	4	3
90	на смену	3	3
91	тем что	5	3
92	он в	4	3
93	только в	3	3
94	есть в	2	3
95	только с	2	3
96	уже в	2	2
97	в этих	7	2
98	не всегда	6	2
99	но эта	4	2
100	так что	2	2
101	и если	3	2
102	на его	3	2
103	такого рода	2	2
104	но для	2	2
105	хотя и	2	2
106	только это	2	2
107	к нему	6	2
108	он также	2	2
109	не к	2	2
110	и за	2	2
111	что есть	2	2
112	и других	3	2
113	лишь в	2	2
114	а в	8	2
115	увидим что	2	2
116	к себе	3	2
117	в который	2	2
118	но этот	2	2
119	не случайно	2	2
120	е в	3	2
121	на этом	2	2
122	с собой	5	2
123	превращается в	7	2
124	его с	2	2
125	по себе	2	2
126	мы видим	6	2
127	связи с	3	2
128	после того	2	2
129	и что	5	2
130	мы увидим	3	2
131	и тот	2	2
132	он уже	2	2
133	ему как	2	2
134	вместе с	6	2
135	стоит на	2	2
136	он открывает	2	2
137	к своему	3	2
138	идет на	2	2
139	говорит что	2	2
140	и этим	2	2
141	ничего не	5	2
