N	2gram	Bakhtin_Fr_3	Dialekti
1	и не	13	30
2	и в	40	18
3	может быть	9	17
4	точки зрения	2	17
5	в нем	5	16
6	и есть	3	16
7	ни в	4	15
8	а не	5	14
9	потому что	2	14
10	что в	12	13
11	то что	5	13
12	не только	13	13
13	и даже	4	13
14	если бы	3	12
15	было бы	4	12
16	в этом	15	12
17	не может	3	12
18	что он	2	11
19	как бы	3	11
20	все это	4	11
21	в себе	3	11
22	так как	4	11
23	прежде всего	16	10
24	то же	7	10
25	сказать что	3	10
26	это не	2	9
27	в том	8	9
28	это есть	2	9
29	так и	3	9
30	том что	4	9
31	но это	3	8
32	к нему	2	8
33	вовсе не	12	7
34	и как	3	7
35	но и	11	7
36	мы находим	3	7
37	также и	4	7
38	той или	2	7
39	с другой	2	6
40	можно сказать	2	6
41	хотя бы	2	6
42	никак не	3	6
43	не было	5	6
44	и вот	2	6
45	в то	6	6
46	но в	8	6
47	в этих	6	5
48	в своем	7	5
49	в дальнейшем	2	5
50	есть и	2	5
51	все же	2	5
52	отношение к	8	5
53	в особенности	5	5
54	а в	3	5
55	можно было	3	5
56	и с	8	5
57	в виду	7	5
58	в конце	3	4
59	об этом	3	4
60	это и	2	4
61	мы видим	5	4
62	но не	2	4
63	же время	6	4
64	в котором	2	4
65	как раз	5	4
66	как мы	10	4
67	образ и	2	4
68	о том	4	4
69	как он	2	4
70	всех этих	3	3
71	в них	9	3
72	думать что	2	3
73	или иной	2	3
74	что и	3	3
75	вплоть до	3	3
76	конечно не	2	3
77	и о	4	3
78	он не	9	3
79	в его	13	3
80	и потому	4	3
81	даже в	4	3
82	один из	4	3
83	жизни и	4	3
84	в их	4	3
85	только на	4	3
86	в самом	6	3
87	в разных	2	3
88	еще и	2	3
89	еще более	4	3
90	но все	3	3
91	на самом	3	3
92	самом деле	3	3
93	что для	2	3
94	в данном	4	3
95	в основе	5	3
96	в ней	4	3
97	даже и	2	3
98	нуждается в	3	3
99	и вы	4	3
100	и еще	2	3
101	только в	3	3
102	и все	9	3
103	на этом	2	2
104	не менее	2	2
105	поэтому и	3	2
106	не был	2	2
107	они были	3	2
108	именно в	2	2
109	в частности	3	2
110	сравнению с	2	2
111	как в	3	2
112	и от	3	2
113	из этих	2	2
114	к этому	6	2
115	быть в	2	2
116	говорят о	2	2
117	но конечно	2	2
118	в мире	4	2
119	как и	11	2
120	всего необходимо	3	2
121	чем он	2	2
122	как о	2	2
123	связанные с	3	2
124	здесь в	4	2
125	для него	5	2
126	до сих	4	2
127	еще не	3	2
128	мы увидим	2	2
129	для того	3	2
130	о чем	2	2
131	в корне	2	2
132	по сравнению	2	2
133	и следовательно	3	2
134	другими словами	3	2
135	из них	4	2
136	в своей	6	2
137	дело не	3	2
138	сих пор	4	2
139	для этого	3	2
140	с этим	2	2
141	этом отношении	2	2
142	все эти	8	2
143	в эпоху	8	2
144	и у	2	2
145	форму и	2	2
146	и для	5	2
147	и так	2	2
148	же и	3	2
149	он и	7	2
150	ко всему	2	2
151	но как	2	2
152	в другом	3	2
153	во всем	3	2
154	и это	2	2
155	ни от	2	2
