N	2gram	Voloshinov_1	Dialekti
1	и не	14	30
2	и в	38	18
3	ничего не	8	17
4	может быть	13	17
5	точки зрения	10	17
6	в нем	4	16
7	а не	6	14
8	потому что	5	14
9	то что	8	13
10	не только	27	13
11	и даже	3	13
12	если бы	4	12
13	было бы	7	12
14	с точки	5	12
15	в этом	10	12
16	не может	12	12
17	что это	4	11
18	что он	2	11
19	как бы	28	11
20	все это	4	11
21	в себе	9	11
22	так как	7	11
23	прежде всего	21	10
24	несмотря на	2	10
25	то же	14	10
26	что такое	4	10
27	сказать что	3	10
28	никогда не	7	9
29	отнюдь не	10	9
30	это не	3	9
31	в том	2	9
32	так и	6	9
33	том что	3	9
34	и то	3	9
35	ясно что	2	8
36	но это	2	8
37	совершенно не	3	8
38	к нему	2	8
39	в каком	2	8
40	не существует	4	7
41	не просто	2	7
42	вовсе не	2	7
43	и как	9	7
44	но и	13	7
45	также и	2	7
46	той или	3	7
47	можно сказать	4	6
48	да и	4	6
49	хотя бы	18	6
50	не было	2	6
51	и вот	3	6
52	не в	6	6
53	его не	2	6
54	в то	9	6
55	ни на	3	6
56	и ни	2	6
57	с ним	2	6
58	но в	5	6
59	в этих	2	5
60	в дальнейшем	2	5
61	и пр	4	5
62	не с	3	5
63	все же	7	5
64	отношение к	2	5
65	в отношении	2	5
66	что оно	3	5
67	и он	2	5
68	а в	5	5
69	можно было	4	5
70	и с	5	5
71	мы должны	10	5
72	в виду	3	5
73	в конце	6	4
74	к тому	4	4
75	быть может	3	4
76	об этом	3	4
77	как таковой	3	4
78	мы видим	3	4
79	но не	2	4
80	же время	7	4
81	одно и	4	4
82	хотя и	3	4
83	в котором	3	4
84	так же	4	4
85	как мы	9	4
86	мы можем	7	4
87	и вообще	2	4
88	о том	4	4
89	как это	5	4
90	тому что	5	3
91	точку зрения	3	3
92	та же	3	3
93	есть не	2	3
94	не является	5	3
95	или иной	4	3
96	но эта	2	3
97	что и	3	3
98	при условии	2	3
99	точек зрения	4	3
100	только потому	2	3
101	но что	3	3
102	и все-таки	2	3
103	конечно не	3	3
104	или иное	4	3
105	он не	2	3
106	в его	6	3
107	и потому	2	3
108	гораздо более	2	3
109	один из	4	3
110	друг другу	2	3
111	жизни и	3	3
112	отношения к	3	3
113	что же	8	3
114	только на	3	3
115	в самом	4	3
116	в разных	3	3
117	еще и	2	3
118	еще более	2	3
119	но все	4	3
120	на самом	3	3
121	тех или	4	3
122	самом деле	4	3
123	должно быть	2	3
124	то или	4	3
125	у них	2	3
126	конце концов	3	3
127	в основе	2	3
128	в ней	8	3
129	даже и	2	3
130	нуждается в	2	3
131	только в	6	3
132	но вот	3	3
133	и все	4	3
134	бы в	5	3
135	в сознании	3	3
136	как только	4	2
137	ни к	2	2
138	того что	4	2
139	бы и	2	2
140	или хотя	2	2
141	в частности	3	2
142	не знает	3	2
143	были бы	4	2
144	в качестве	4	2
145	чаще всего	3	2
146	как в	2	2
147	и от	7	2
148	с другими	2	2
149	к этому	2	2
150	вопрос о	2	2
151	в мире	2	2
152	как и	10	2
153	и при	2	2
154	что именно	3	2
155	связанные с	2	2
156	тому же	2	2
157	не нужно	2	2
158	для него	3	2
159	только тогда	2	2
160	еще не	3	2
161	мы увидим	5	2
162	для того	9	2
163	и больше	2	2
164	о своем	3	2
165	себе и	2	2
166	и следовательно	5	2
167	и является	5	2
168	относится к	2	2
169	помнить что	2	2
170	как не	2	2
171	другими словами	7	2
172	из них	3	2
173	в своей	2	2
174	и их	5	2
175	с ней	2	2
176	сих пор	2	2
177	для всякого	2	2
178	и тогда	2	2
179	нас не	2	2
180	как например	2	2
181	и эта	3	2
182	с этим	2	2
183	а с	5	2
184	этом отношении	2	2
185	все эти	2	2
186	мы имеем	2	2
187	если мы	4	2
188	уже не	4	2
189	и для	3	2
190	то он	3	2
191	то мы	3	2
192	и так	6	2
193	в которых	2	2
194	но как	2	2
195	и это	7	2
196	заметить что	2	2
197	как с	2	2
