N	2gram	Bakhtin_Pr_1	Narrotol
1	не только	9	32
2	может быть	26	25
3	но и	9	23
4	и не	42	20
5	и в	38	19
6	то есть	46	19
7	в том	8	18
8	в этом	15	17
9	в частности	2	14
10	том что	3	14
11	не в	7	14
12	а не	5	12
13	то что	8	11
14	а в	6	11
15	не может	27	10
16	точки зрения	8	10
17	при этом	5	9
18	так и	5	9
19	в его	43	9
20	в мире	3	9
21	с другой	7	8
22	не является	3	8
23	в себе	4	8
24	как и	7	7
25	еще не	7	7
26	все же	6	7
27	как в	4	7
28	по отношению	21	7
29	с одной	3	7
30	одной стороны	3	7
31	с его	2	6
32	что он	2	6
33	отношению к	19	6
34	но не	12	6
35	точка зрения	3	6
36	в себя	2	6
37	тем самым	4	6
38	как это	2	6
39	о том	4	6
40	но в	4	6
41	и как	8	5
42	отнюдь не	19	5
43	нуждается в	2	5
44	или иной	2	5
45	можно сказать	2	5
46	себя в	2	5
47	не все	2	5
48	в форме	4	5
49	к нему	10	5
50	и его	16	5
51	в данном	4	5
52	в основе	5	5
53	в отличие	5	5
54	к себе	2	5
55	отличие от	5	5
56	далеко не	5	5
57	прежде всего	13	4
58	в нем	15	4
59	что не	4	4
60	то же	5	4
61	да и	3	4
62	основе своей	3	4
63	же время	3	4
64	было бы	8	4
65	связи с	2	4
66	имеет место	5	4
67	одной из	3	4
68	той или	2	4
69	как бы	22	4
70	событие не	2	4
71	и тем	3	4
72	хотя бы	4	4
73	данном случае	4	4
74	другой стороны	4	4
75	отличается от	2	4
76	в особенности	2	4
77	из которых	2	4
78	сказать что	4	4
79	только в	13	4
80	здесь не	4	4
81	и с	17	4
82	не менее	4	3
83	ни было	3	3
84	что в	7	3
85	могут быть	5	3
86	никогда не	5	3
87	в свою	2	3
88	тем не	3	3
89	ни в	11	3
90	одна из	2	3
91	к содержанию	17	3
92	хотя и	3	3
93	в ней	4	3
94	он не	3	3
95	и даже	3	3
96	не с	4	3
97	не есть	6	3
98	бы то	3	3
99	в ее	4	3
100	бытия в	3	3
101	на него	3	3
102	особенно в	2	3
103	то ни	3	3
104	этом отношении	2	3
105	как мы	7	3
106	столь же	2	3
107	и он	2	3
108	то или	2	3
109	и на	3	3
110	между тем	7	3
111	тем что	2	3
112	в конечном	4	3
113	в то	4	3
114	что это	2	3
115	в произведении	4	3
116	дело с	6	2
117	или иное	2	2
118	бы не	2	2
119	независимо от	13	2
120	должна быть	4	2
121	себя и	3	2
122	конечном счете	4	2
123	в своем	5	2
124	себе не	2	2
125	в какой	2	2
126	оно не	3	2
127	от всех	4	2
128	она может	3	2
129	не всегда	6	2
130	или иного	2	2
131	на первый	2	2
132	его как	3	2
133	по существу	2	2
134	чтобы стать	4	2
135	между ними	4	2
136	всех его	4	2
137	в значительной	2	2
138	имеем дело	3	2
139	имеют место	2	2
140	в пределах	6	2
141	она не	2	2
142	несмотря на	3	2
143	например в	3	2
144	в область	3	2
145	архитектоническая форма	7	2
146	и потому	4	2
147	и др	8	2
148	нет и	3	2
149	не имеет	9	2
150	лица и	2	2
151	в культуре	2	2
152	приводит к	3	2
153	отношение к	10	2
154	не на	5	2
155	как к	2	2
156	в связи	2	2
157	и только	4	2
158	отношения к	6	2
159	не было	2	2
160	все эти	5	2
161	в двух	2	2
162	человека в	2	2
163	совершенно не	7	2
164	они не	3	2
165	самом деле	6	2
166	того или	2	2
167	со словами	2	2
168	и для	11	2
169	с точки	6	2
170	это не	5	2
171	в таком	3	2
172	или в	2	2
173	можно было	4	2
174	а иногда	2	2
175	и ее	2	2
176	но как	2	2
177	говорить о	3	2
178	здесь совершенно	3	2
179	все то	3	2
180	и все	3	2
181	его в	9	2
182	событие в	2	2
183	оно может	2	2
184	ничего не	6	2
185	мы имеем	2	2
186	к которому	4	2
