N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	40
2	и не	6	30
3	по себе	7	25
4	и т	7	21
5	т д	3	19
6	и в	30	18
7	ничего не	2	17
8	может быть	11	17
9	точки зрения	7	17
10	в нем	7	16
11	и есть	5	16
12	ни в	3	15
13	так что	3	15
14	а не	8	14
15	потому что	23	14
16	что в	24	13
17	то что	37	13
18	не только	16	13
19	и даже	2	13
20	если бы	11	12
21	было бы	5	12
22	и что	23	12
23	с точки	2	12
24	в этом	14	12
25	не может	9	12
26	что это	8	11
27	что он	17	11
28	как бы	19	11
29	все это	2	11
30	это значит	2	11
31	в себе	5	11
32	так как	9	11
33	прежде всего	4	10
34	несмотря на	5	10
35	есть нечто	3	10
36	то же	7	10
37	сказать что	9	10
38	никогда не	9	9
39	это не	3	9
40	в том	27	9
41	это есть	3	9
42	так и	3	9
43	том что	21	9
44	и то	9	9
45	ясно что	6	8
46	совершенно не	6	8
47	в каком	3	8
48	не существует	3	7
49	вовсе не	3	7
50	и как	7	7
51	но и	6	7
52	что она	6	7
53	мы находим	2	7
54	той или	2	7
55	как она	4	7
56	с другой	9	6
57	можно сказать	2	6
58	хотя бы	3	6
59	никак не	6	6
60	и вот	2	6
61	не в	8	6
62	в то	2	6
63	и ни	2	6
64	но в	5	6
65	сам по	3	6
66	в этих	3	5
67	в своем	6	5
68	в противоположность	2	5
69	на то	17	5
70	говорит о	4	5
71	и мы	16	5
72	себе не	2	5
73	не с	2	5
74	все же	7	5
75	в отношении	2	5
76	что оно	6	5
77	и он	2	5
78	есть только	2	5
79	а в	4	5
80	само по	2	5
81	можно было	3	5
82	и с	2	5
83	мы должны	3	5
84	в виду	4	5
85	в конце	4	4
86	к тому	8	4
87	что эта	4	4
88	об этом	3	4
89	это и	2	4
90	мы видим	8	4
91	но не	7	4
92	от него	4	4
93	одно и	3	4
94	в котором	2	4
95	то это	4	4
96	быть и	2	4
97	так же	13	4
98	другой стороны	5	4
99	как раз	13	4
100	как мы	5	4
101	мы можем	7	4
102	о том	10	4
103	как он	2	4
104	как это	7	4
105	что ни	3	3
106	тому что	8	3
107	в них	4	3
108	все равно	2	3
109	этом смысле	2	3
110	должна быть	2	3
111	стороны и	4	3
112	есть не	4	3
113	не является	2	3
114	или иной	2	3
115	что и	3	3
116	меньше всего	3	3
117	что они	5	3
118	говорит что	6	3
119	и о	3	3
120	он не	3	3
121	в его	4	3
122	и потому	5	3
123	его с	2	3
124	гораздо более	2	3
125	один из	5	3
126	жизни и	6	3
127	но только	3	3
128	но она	2	3
129	отношения к	2	3
130	указывает на	4	3
131	в их	3	3
132	только на	4	3
133	в самом	14	3
134	но все	2	3
135	на самом	2	3
136	самом деле	8	3
137	была бы	3	3
138	только что	4	3
139	должно быть	2	3
140	конце концов	2	3
141	в данном	3	3
142	и та	2	3
143	в основе	7	3
144	в ней	4	3
145	могут быть	8	3
146	даже и	2	3
147	только в	5	3
148	и все	4	3
149	иметь в	3	3
150	бы в	5	3
151	как только	4	2
152	на этом	6	2
153	что их	2	2
154	того что	8	2
155	же как	2	2
156	это может	2	2
157	именно в	6	2
158	в частности	4	2
159	не знает	2	2
160	говоря не	2	2
161	в качестве	2	2
162	сравнению с	4	2
163	как в	3	2
164	с этой	2	2
165	не как	3	2
166	из этих	3	2
167	в каждом	2	2
168	к этому	3	2
169	вопрос о	3	2
170	и сейчас	3	2
171	о которых	2	2
172	как и	6	2
173	и при	2	2
174	с той	2	2
175	что именно	5	2
176	эти два	3	2
177	что если	6	2
178	что здесь	3	2
179	и другое	2	2
180	для него	3	2
181	до сих	5	2
182	еще не	5	2
183	одной стороны	12	2
184	мы увидим	9	2
185	для того	20	2
186	о чем	4	2
187	себе и	2	2
188	по сравнению	4	2
189	и следовательно	2	2
190	друг к	4	2
191	в него	4	2
192	мог бы	2	2
193	из них	2	2
194	для чего	2	2
195	в своей	4	2
196	к другу	4	2
197	сих пор	5	2
198	образом и	2	2
199	со стороны	3	2
200	к самому	2	2
201	нас не	2	2
202	для этого	9	2
203	что даже	2	2
204	как например	2	2
205	т п	3	2
206	и эта	2	2
207	идет речь	3	2
208	с этим	2	2
209	а с	5	2
210	этом отношении	3	2
211	с одной	12	2
212	все эти	2	2
213	мы имеем	8	2
214	из того	3	2
215	если мы	16	2
216	и для	6	2
217	или наоборот	2	2
218	отличается от	2	2
219	и совершенно	4	2
220	учения о	3	2
221	или на	2	2
222	и так	2	2
223	что касается	2	2
224	в которых	2	2
225	в другом	3	2
226	во всем	2	2
227	и это	8	2
228	в полной	2	2
229	почти не	2	2
230	на деле	8	2
231	нет ни	2	2
232	время как	2	2
