N	2gram	Losev_Prob_4	Komedia
1	и в	20	22
2	том что	12	12
3	в том	20	11
4	но и	14	11
5	не только	24	10
6	из них	3	10
7	в то	4	10
8	как и	6	9
9	и т	4	9
10	может быть	9	9
11	в одном	4	8
12	таким образом	8	8
13	и не	28	8
14	и его	10	8
15	о том	5	8
16	едва ли	10	7
17	в этой	4	7
18	что в	3	6
19	в отношении	4	6
20	в конце	2	6
21	что он	8	6
22	к тому	3	6
23	ни в	17	6
24	тому же	2	6
25	такого рода	7	6
26	и по	2	6
27	то же	7	6
28	не в	13	6
29	а в	4	6
30	в которой	2	6
31	уже в	4	5
32	с другой	7	5
33	прежде всего	11	5
34	о которых	2	5
35	при этом	6	5
36	в его	3	5
37	на его	2	5
38	в истории	3	5
39	так и	10	5
40	как в	5	5
41	все это	9	5
42	другой стороны	6	5
43	то время	2	5
44	и даже	9	5
45	потому что	15	5
46	именно в	7	4
47	ясно что	7	4
48	несмотря на	4	4
49	как мы	3	4
50	же в	4	4
51	в другом	3	4
52	что они	2	4
53	в качестве	10	4
54	а также	6	4
55	в котором	2	4
56	в нем	5	4
57	что и	3	4
58	т д	3	4
59	тем что	3	4
60	время как	2	4
61	в результате	8	4
62	точки зрения	14	4
63	так как	5	4
64	но в	8	4
65	мы можем	3	4
66	казалось бы	3	3
67	не менее	10	3
68	однако в	2	3
69	в них	5	3
70	у нас	14	3
71	и как	3	3
72	по своему	6	3
73	здесь в	5	3
74	тот же	2	3
75	одной из	4	3
76	в начале	3	3
77	в частности	2	3
78	и о	5	3
79	да и	5	3
80	хотя и	5	3
81	он не	2	3
82	по содержанию	2	3
83	все же	2	3
84	так же	5	3
85	там же	2	3
86	здесь мы	3	3
87	мы не	7	3
88	как раз	4	3
89	и на	3	3
90	в этом	9	3
91	и с	7	3
92	в виде	22	3
93	и ее	4	3
94	только в	23	3
95	и все	8	3
96	его в	2	3
97	в чем	2	3
98	как это	3	3
99	в сознании	3	3
100	в известном	2	2
101	времени и	4	2
102	ни было	2	2
103	еще и	3	2
104	независимо от	3	2
105	для них	2	2
106	для всех	3	2
107	за пределы	2	2
108	и без	6	2
109	столь же	2	2
110	и во	4	2
111	на все	2	2
112	для ее	2	2
113	вовсе не	21	2
114	указывает на	4	2
115	тем не	10	2
116	и можно	5	2
117	художественный образ	6	2
118	он был	3	2
119	но не	5	2
120	а то	2	2
121	того же	2	2
122	по одному	2	2
123	еще не	7	2
124	было бы	14	2
125	со своей	2	2
126	в самом	2	2
127	между прочим	3	2
128	в новое	3	2
129	относится к	2	2
130	всяком случае	4	2
131	для себя	2	2
132	только один	2	2
133	говоря уже	2	2
134	и тем	7	2
135	с ее	2	2
136	то что	15	2
137	не к	2	2
138	вместе с	5	2
139	не говоря	3	2
140	или менее	2	2
141	только что	2	2
142	что к	2	2
143	то и	5	2
144	для этого	2	2
145	не может	5	2
146	не раз	2	2
147	даже если	3	2
148	в других	2	2
149	из которых	3	2
150	и притом	2	2
151	к нему	3	2
152	правда в	3	2
153	почти всегда	2	2
154	или в	5	2
155	но это	6	2
156	во всяком	8	2
157	чем же	3	2
158	к ней	2	2
159	только при	6	2
160	в себе	12	2
161	как будто	11	2
162	же самое	6	2
163	будто бы	2	2
164	в области	3	2
165	или по	2	2
