N	2gram	Losev_Vesc_1	Vladivir
1	и в	21	30
2	то что	27	20
3	в этом	4	20
4	у него	2	19
5	в том	8	18
6	и не	29	18
7	и с	8	14
8	в конце	2	13
9	том что	8	12
10	что в	9	12
11	не только	36	12
12	в его	2	11
13	а в	4	11
14	как мы	4	11
15	сказать что	17	11
16	в с	2	10
17	и даже	6	10
18	не в	5	9
19	для него	4	9
20	кроме того	4	9
21	было бы	14	9
22	все же	4	9
23	потому что	16	9
24	не может	17	9
25	в то	3	9
26	в своем	6	8
27	но и	18	8
28	что же	8	8
29	но в	5	8
30	не менее	3	7
31	никогда не	2	7
32	точки зрения	5	7
33	и все	5	7
34	может быть	16	7
35	между прочим	3	7
36	для нас	2	7
37	а не	19	7
38	как это	2	7
39	еще и	8	6
40	хотя и	4	6
41	прежде всего	9	6
42	об этом	3	6
43	тем не	3	6
44	у нас	7	6
45	только в	14	6
46	всяком случае	2	6
47	во всяком	3	6
48	в себе	14	6
49	жизни и	2	6
50	и его	2	6
51	также и	6	6
52	и то	10	5
53	по себе	13	5
54	как и	8	5
55	так что	5	5
56	то в	4	5
57	того же	5	5
58	но что	2	5
59	тот же	3	5
60	в своей	5	5
61	как бы	12	5
62	в котором	3	5
63	для себя	5	5
64	другими словами	5	5
65	так и	3	5
66	все это	5	5
67	с этим	3	5
68	и что	15	5
69	того что	8	5
70	в результате	3	5
71	все эти	3	5
72	так как	7	5
73	с ним	8	5
74	содержит в	4	4
75	с этой	4	4
76	я не	4	4
77	вовсе не	10	4
78	все существующее	2	4
79	его в	2	4
80	можно сказать	6	4
81	в этой	3	4
82	и если	2	4
83	что это	13	4
84	и о	3	4
85	в ней	12	4
86	в нем	2	4
87	то это	3	4
88	не есть	49	4
89	крайней мере	4	4
90	с а	4	4
91	со стороны	5	4
92	то же	6	4
93	той же	2	4
94	но это	10	4
95	с в	2	4
96	мы должны	2	4
97	о том	6	4
98	по крайней	4	4
99	для меня	2	4
100	в отношении	4	3
101	хотя бы	6	3
102	в свою	4	3
103	что и	3	3
104	да и	3	3
105	по существу	2	3
106	и как	8	3
107	можно говорить	2	3
108	что я	24	3
109	но не	5	3
110	в данном	5	3
111	и для	9	3
112	никак не	3	3
113	так или	4	3
114	еще более	2	3
115	с точки	3	3
116	только одно	2	3
117	во всех	2	3
118	таким образом	8	3
119	только и	2	3
120	и вот	2	3
121	а это	4	3
122	и больше	9	3
123	уже не	9	3
124	последние годы	2	3
125	должно быть	6	3
126	или иначе	4	3
127	даже и	4	3
128	к ней	2	3
129	но он	2	3
130	я в	2	3
131	и это	14	3
132	дело в	4	3
133	в россии	2	3
134	конце концов	2	3
135	когда мы	6	3
136	не то	4	3
137	даже больше	4	2
138	нисколько не	4	2
139	с тем	5	2
140	и есть	26	2
141	больше того	4	2
142	и бытия	2	2
143	это не	5	2
144	и от	3	2
145	себе в	3	2
146	если не	3	2
147	бытия и	2	2
148	тогда когда	5	2
149	на меня	3	2
150	же это	4	2
151	к тому	3	2
152	можно и	2	2
153	без всякого	4	2
154	только тогда	3	2
155	из его	2	2
156	свою очередь	4	2
157	на этом	2	2
158	есть и	4	2
159	и может	2	2
160	она не	4	2
161	мы уже	3	2
162	в самом	9	2
163	в сущности	4	2
164	меня не	2	2
165	есть просто	5	2
166	ни с	6	2
167	на то	4	2
168	и потому	5	2
169	не вполне	2	2
170	для того	2	2
171	в виду	2	2
172	но уже	3	2
173	себя в	10	2
174	с ней	2	2
175	его и	2	2
176	данном случае	2	2
177	в последние	2	2
178	есть нечто	6	2
179	я должен	4	2
180	как к	4	2
181	но то	2	2
182	собственно говоря	4	2
183	и притом	3	2
184	как я	4	2
185	мы находим	2	2
186	в той	3	2
187	того чтобы	3	2
188	что не	5	2
189	в чем	6	2
190	то с	3	2
191	можно было	2	2
192	прочим и	2	2
193	нас в	3	2
194	это значит	24	2
195	мысли и	3	2
196	их в	3	2
197	сам по	3	2
198	и во	3	2
199	тут же	2	2
200	а вот	3	2
201	того и	2	2
202	даже вообще	2	2
203	или как	2	2
204	говорится о	2	2
205	что вы	3	2
206	ничего не	3	2
207	я и	6	2
208	мы не	6	2
