N	2gram	Bakhtin_Fr_7	Vladivir
1	и в	41	40
2	то что	8	28
3	и не	7	25
4	не только	5	25
5	учение о	2	24
6	то есть	20	24
7	у него	6	24
8	но и	9	18
9	в том	11	18
10	том что	4	18
11	что в	9	17
12	также и	2	17
13	в этом	15	16
14	в его	12	14
15	не может	3	14
16	точки зрения	5	13
17	вовсе не	7	13
18	только в	6	13
19	в конце	8	12
20	никогда не	2	11
21	таким образом	19	11
22	потому что	5	11
23	о том	6	11
24	прежде всего	11	10
25	ни в	6	10
26	не просто	2	10
27	и потому	3	10
28	не есть	2	10
29	в году	5	10
30	и его	9	10
31	что это	4	9
32	уже не	2	9
33	и с	4	9
34	и то	2	9
35	в своей	3	9
36	в себе	11	9
37	в своем	9	8
38	в этой	13	8
39	для него	6	8
40	может быть	4	8
41	так же	5	8
42	он не	4	8
43	а также	2	8
44	как мы	11	8
45	а не	2	8
46	что все	2	7
47	к тому	2	7
48	а только	2	7
49	и как	2	7
50	несмотря на	3	7
51	хотя и	4	7
52	а в	5	7
53	так как	3	7
54	того что	2	7
55	в то	10	7
56	что и	5	7
57	вместе с	5	7
58	как и	14	7
59	и здесь	4	6
60	кроме того	3	6
61	не мог	2	6
62	и на	4	6
63	и от	8	6
64	так и	10	6
65	с точки	3	6
66	но это	3	6
67	и это	5	6
68	совсем не	3	5
69	должно быть	4	5
70	в отношении	3	5
71	не было	3	5
72	все эти	13	5
73	в ней	5	5
74	в одном	3	5
75	что он	3	5
76	мы уже	12	5
77	или менее	2	5
78	только на	2	5
79	можно было	3	5
80	конце концов	4	5
81	в данном	2	5
82	тем что	3	5
83	дело в	2	5
84	более или	2	5
85	ничего не	4	5
86	такой же	3	4
87	до конца	2	4
88	не имеет	3	4
89	в результате	2	4
90	и все	14	4
91	по существу	8	4
92	есть и	3	4
93	еще не	2	4
94	было бы	4	4
95	то же	13	4
96	в течение	2	4
97	но в	8	4
98	перед нами	2	3
99	уже в	5	3
100	я не	3	3
101	в качестве	9	3
102	это не	6	3
103	но все	4	3
104	при этом	3	3
105	как бы	7	3
106	в виду	4	3
107	в нем	7	3
108	к нему	5	3
109	мы видели	5	3
110	что есть	2	3
111	в связи	2	3
112	именно в	2	3
113	весь этот	2	3
114	все то	3	3
115	мы имеем	2	3
116	по этому	3	3
117	же в	2	3
118	оно не	2	3
119	как нечто	2	3
120	на самом	2	3
121	находится в	2	3
122	и у	5	3
123	и эта	3	3
124	не в	9	3
125	и для	5	3
126	жизнь и	2	3
127	во всяком	2	3
128	далеко не	2	3
129	в чем	2	3
130	это было	2	3
131	в этих	2	2
132	все они	6	2
133	он был	3	2
134	же время	9	2
135	которые были	2	2
136	и наконец	4	2
137	здесь нет	2	2
138	в их	3	2
139	в изображении	2	2
140	в разных	2	2
141	и по	3	2
142	этом отношении	2	2
143	и так	2	2
144	и еще	2	2
145	его в	3	2
146	мы сейчас	2	2
147	и вся	3	2
148	бы в	2	2
149	нет ни	2	2
150	с его	2	2
151	здесь и	2	2
152	с этим	2	2
153	к этому	5	2
154	есть не	2	2
155	и к	5	2
156	того же	3	2
157	одно и	2	2
158	в это	3	2
159	из них	3	2
160	одной из	2	2
161	в сущности	4	2
162	в мире	3	2
163	оказывается что	3	2
164	есть о	2	2
165	не на	3	2
166	тем самым	3	2
167	свидетельствует о	2	2
168	и всегда	2	2
169	роль в	2	2
170	мы не	2	2
171	от этого	3	2
172	и самая	2	2
173	в которой	2	2
