N	2gram	Losev_Vesc_1	Istorich
1	и в	21	28
2	может быть	16	25
3	и т	19	25
4	т д	19	22
5	не может	17	15
6	а не	19	15
7	никогда не	2	14
8	для нас	2	13
9	мы должны	2	13
10	мы имеем	7	13
11	что в	9	12
12	то же	6	12
13	не только	36	12
14	мы видим	2	11
15	только в	14	11
16	все же	4	10
17	прежде всего	9	10
18	но и	18	10
19	т е	55	10
20	мы не	6	10
21	и что	15	10
22	в том	8	9
23	о том	6	9
24	то что	27	9
25	и не	29	9
26	не в	5	9
27	так и	3	9
28	что это	13	8
29	если бы	5	8
30	таким образом	8	8
31	в этом	4	8
32	но в	5	8
33	это не	5	7
34	том что	8	7
35	еще не	8	7
36	было бы	14	7
37	в ней	12	7
38	а в	4	7
39	и здесь	4	7
40	что мы	14	7
41	с другой	6	6
42	не менее	3	6
43	к тому	3	6
44	тем не	3	6
45	что и	3	6
46	в этой	3	6
47	его в	2	6
48	так как	7	6
49	должна быть	4	5
50	в одном	2	5
51	по существу	2	5
52	в силу	3	5
53	что они	6	5
54	но не	5	5
55	что она	15	5
56	дело не	2	5
57	другой стороны	2	5
58	в своем	6	5
59	можно было	2	5
60	или в	2	5
61	их в	3	5
62	сказать что	17	5
63	в его	2	5
64	все это	5	4
65	с тем	5	4
66	на то	4	4
67	об этом	3	4
68	так что	5	4
69	но это	10	4
70	и пр	6	4
71	одной стороны	3	4
72	один из	3	4
73	другими словами	5	4
74	с этим	3	4
75	с одной	3	4
76	как и	8	4
77	это так	3	4
78	того что	8	4
79	должны быть	4	4
80	и даже	6	4
81	хотя бы	6	4
82	и для	9	4
83	и с	8	4
84	потому что	16	4
85	то мы	2	4
86	в основе	3	4
87	находится в	3	4
88	все эти	3	4
89	не то	4	4
90	я не	4	3
91	мы еще	2	3
92	перед нами	2	3
93	по себе	13	3
94	не с	7	3
95	и эти	2	3
96	для этого	4	3
97	на этом	2	3
98	у меня	3	3
99	и их	7	3
100	в котором	3	3
101	должен быть	2	3
102	то это	3	3
103	из них	4	3
104	что же	8	3
105	уже не	9	3
106	и его	2	3
107	не просто	19	3
108	если мы	8	3
109	как мы	4	3
110	есть только	7	3
111	как это	2	3
112	также и	6	3
113	тем что	2	3
114	в руки	2	3
115	в другом	2	3
116	в то	3	3
117	дело в	4	3
118	однако это	2	3
119	а с	3	2
120	есть еще	3	2
121	нисколько не	4	2
122	его и	2	2
123	и от	3	2
124	мы получим	2	2
125	и потому	5	2
126	между ними	3	2
127	была бы	2	2
128	вовсе не	10	2
129	ясно что	8	2
130	не содержит	3	2
131	эти две	4	2
132	ни было	4	2
133	в ее	7	2
134	а затем	2	2
135	то ни	4	2
136	и как	8	2
137	нечто целое	2	2
138	так чтобы	2	2
139	по своей	2	2
140	одна из	5	2
141	для него	4	2
142	тот же	3	2
143	в действительности	7	2
144	и если	2	2
145	что не	5	2
146	что такое	12	2
147	с ним	8	2
148	и когда	4	2
149	но если	8	2
150	как бы	12	2
151	относится к	5	2
152	к делу	2	2
153	не вполне	2	2
154	однако не	2	2
155	как оно	3	2
156	и тем	3	2
157	в нем	2	2
158	не есть	49	2
159	но уже	3	2
160	себя в	10	2
161	бы то	4	2
162	не знаем	2	2
163	по смыслу	5	2
164	во всех	2	2
165	с ней	2	2
166	сделать это	2	2
167	со стороны	5	2
168	даже не	7	2
169	как раз	9	2
170	то и	4	2
171	как таковая	2	2
172	и только	3	2
173	еще и	8	2
174	что нужно	3	2
175	и вот	2	2
176	и другое	4	2
177	а только	3	2
178	должно быть	6	2
179	ничего не	3	2
180	нас в	3	2
181	от этого	2	2
182	в себе	14	2
183	бы в	5	2
184	на это	4	2
185	при помощи	2	2
186	в свете	7	2
187	когда мы	6	2
188	только с	3	2
189	оно может	2	2
190	тогда когда	5	2
