N	2gram	Potebnia_M_3	Formalny
1	и в	30	24
2	художественного произведения	5	23
3	в его	4	23
4	прежде всего	3	22
5	и не	15	20
6	так и	11	18
7	не может	6	16
8	точки зрения	2	16
9	в этом	10	15
10	в нем	9	14
11	может быть	28	14
12	таким образом	14	13
13	и т	5	12
14	в своем	5	11
15	не менее	5	11
16	как и	10	11
17	должно быть	5	11
18	в своей	2	11
19	в их	2	11
20	вовсе не	7	10
21	то же	23	10
22	в ней	8	10
23	а не	15	10
24	и его	4	10
25	и потому	4	9
26	все это	4	9
27	в то	10	9
28	в ее	2	8
29	же время	5	8
30	именно в	3	8
31	в свою	3	8
32	то что	18	8
33	как в	10	8
34	т д	3	8
35	и на	3	8
36	не в	15	8
37	и с	2	8
38	место в	3	7
39	и от	4	7
40	не только	21	7
41	жизни и	2	7
42	но и	19	7
43	и все	3	6
44	было бы	9	6
45	в том	32	6
46	в этой	2	6
47	более или	3	6
48	самом деле	2	6
49	свою очередь	3	6
50	до сих	3	6
51	она не	2	6
52	еще не	5	6
53	как бы	3	6
54	сих пор	3	6
55	в целом	3	6
56	или менее	3	6
57	художественное произведение	6	6
58	входит в	2	6
59	а в	12	6
60	по себе	16	5
61	бы ни	3	5
62	в искусстве	3	5
63	при этом	3	5
64	только на	3	5
65	в самом	8	5
66	и до	2	5
67	со стороны	3	5
68	как мы	7	5
69	искусства и	3	5
70	того что	18	5
71	с другой	7	5
72	одним словом	2	5
73	независимо от	5	4
74	ближайшим образом	2	4
75	не как	2	4
76	с другими	5	4
77	одной стороны	3	4
78	и может	3	4
79	если бы	12	4
80	оно не	4	4
81	отношению к	5	4
82	так же	3	4
83	по отношению	5	4
84	т п	2	4
85	что в	17	4
86	с одной	7	4
87	друг друга	3	4
88	как на	5	4
89	в которой	3	4
90	с этой	2	4
91	как о	2	4
92	но не	7	3
93	связи с	2	3
94	перестает быть	4	3
95	поэтического произведения	2	3
96	в них	5	3
97	на все	2	3
98	что он	6	3
99	это последнее	2	3
100	смысле этого	7	3
101	к тому	7	3
102	художественном произведении	3	3
103	для него	9	3
104	это и	2	3
105	и как	5	3
106	но это	6	3
107	в каждом	3	3
108	так например	2	3
109	действительности и	3	3
110	он не	4	3
111	один из	4	3
112	все же	2	3
113	же в	2	3
114	отношение к	2	3
115	каждой из	3	3
116	время в	3	3
117	или же	4	3
118	не было	4	3
119	мы не	9	3
120	тем самым	7	3
121	и наконец	2	3
122	и даже	2	3
123	его в	3	3
124	целый ряд	2	3
125	в себе	16	3
126	этого слова	11	3
127	человек не	2	3
128	произведения искусства	2	3
129	так сказать	2	3
130	думать что	5	3
131	бы в	2	3
132	в области	2	3
133	жизни не	3	2
134	самый предмет	2	2
135	а как	2	2
136	сама по	2	2
137	прежде чем	2	2
138	в душе	10	2
139	с тем	7	2
140	единство и	2	2
141	его с	2	2
142	что содержание	5	2
143	с этим	6	2
144	в одном	2	2
145	в системе	2	2
146	вопрос об	2	2
147	не можем	3	2
148	том чтобы	2	2
149	а только	3	2
150	все в	2	2
151	ни в	2	2
152	уже не	6	2
153	мы видели	4	2
154	из виду	2	2
155	но все	2	2
156	каждого из	2	2
157	в ряду	3	2
158	только в	21	2
159	только как	5	2
160	в действительности	5	2
161	и если	2	2
162	одной из	2	2
163	этот образ	4	2
164	от того	8	2
165	к ней	5	2
166	только не	2	2
167	за пределы	2	2
168	была бы	4	2
169	что и	13	2
170	не есть	17	2
171	на него	3	2
172	вместе с	12	2
173	не дает	2	2
174	от нее	2	2
175	мысли об	2	2
176	и содержание	2	2
177	не могла	2	2
178	и что	10	2
179	ко всем	2	2
180	между тем	9	2
181	от этого	2	2
182	или на	2	2
183	на его	2	2
184	как ее	2	2
185	могла бы	2	2
186	отношении к	2	2
187	и это	4	2
188	бы быть	2	2
189	в произведении	3	2
190	с ним	6	2
191	входящих в	2	2
192	что такое	2	2
