N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	34
2	и не	14	29
3	как бы	6	27
4	что он	5	23
5	в его	6	22
6	к другому	2	20
7	может быть	10	19
8	в нем	5	19
9	не может	8	19
10	и все	4	19
11	как и	4	18
12	себе самому	5	18
13	к себе	7	17
14	но в	6	16
15	и его	3	16
16	в этом	13	16
17	прежде всего	6	15
18	что я	3	15
19	он не	5	15
20	то же	4	14
21	самом деле	3	13
22	для него	4	13
23	но и	15	12
24	же время	3	12
25	и к	6	12
26	потому что	2	12
27	в то	5	12
28	вовсе не	2	11
29	то что	8	11
30	на самом	2	11
31	с другим	2	11
32	не только	26	10
33	не в	8	9
34	а не	17	9
35	героя и	2	9
36	никогда не	6	8
37	в самом	2	8
38	и т	2	8
39	так же	2	8
40	точки зрения	5	8
41	с ним	4	8
42	и для	3	8
43	в другом	4	8
44	я не	5	7
45	что в	4	7
46	я сам	2	7
47	и даже	3	7
48	все же	6	7
49	на него	5	7
50	что они	3	6
51	у меня	2	6
52	что у	2	6
53	самим собой	3	6
54	с ними	3	6
55	с его	3	6
56	для себя	3	6
57	отношению к	5	6
58	так и	9	6
59	т п	2	6
60	в себе	8	6
61	только в	11	6
62	он сам	2	5
63	что это	4	5
64	это не	3	5
65	в конце	4	5
66	себе самом	2	5
67	к тому	9	5
68	и что	2	5
69	того что	6	5
70	и сам	3	5
71	себе и	2	5
72	в целом	3	5
73	по отношению	5	5
74	таким образом	5	5
75	а в	9	5
76	на протяжении	5	5
77	что и	2	5
78	к своему	2	5
79	героя в	6	5
80	и у	4	5
81	другого человека	2	5
82	хотя бы	2	5
83	в слове	3	5
84	в чем	2	5
85	с другой	5	4
86	его внутренней	2	4
87	да и	3	4
88	но это	2	4
89	у него	6	4
90	при этом	14	4
91	как к	3	4
92	все эти	3	4
93	в начале	2	4
94	если бы	4	4
95	как раз	3	4
96	но не	3	4
97	еще не	2	4
98	с таким	2	4
99	внутренней речи	3	4
100	как в	5	4
101	только на	2	4
102	в мире	4	4
103	с точки	2	4
104	в виде	2	4
105	я в	5	4
106	ничего не	6	4
107	не менее	4	3
108	в том	14	3
109	что с	2	3
110	но для	2	3
111	хотя и	5	3
112	в него	2	3
113	в котором	5	3
114	жизни и	4	3
115	достоевского и	2	3
116	для других	3	3
117	характер и	3	3
118	в ней	2	3
119	но он	2	3
120	говорить о	2	3
121	как он	2	3
122	бы в	2	3
123	и другого	2	3
124	в ее	4	3
125	том что	13	3
126	по своему	2	3
127	между тем	3	3
128	не могу	2	3
129	но зато	2	3
130	в своей	4	3
131	только что	2	3
132	а с	2	3
133	если не	2	3
134	сводится к	9	3
135	далеко не	5	3
136	в душе	2	2
137	человек в	3	2
138	тому что	3	2
139	о них	2	2
140	столь же	2	2
141	с этой	3	2
142	я уже	2	2
143	вследствие этого	2	2
144	или иной	3	2
145	тем не	5	2
146	себя но	2	2
147	при всей	4	2
148	все те	2	2
149	не является	4	2
150	один из	3	2
151	он может	2	2
152	в форме	5	2
153	в своем	6	2
154	те же	2	2
155	в произведениях	3	2
156	того или	3	2
157	как на	2	2
158	когда все	2	2
159	той или	3	2
160	на одном	2	2
161	о том	5	2
162	сказать что	3	2
163	к которому	2	2
164	во время	2	2
165	а как	3	2
166	отнюдь не	4	2
167	однако в	2	2
168	в жизни	6	2
169	говорит о	2	2
170	и того	3	2
171	а к	3	2
172	было бы	2	2
173	со всеми	2	2
174	бы с	2	2
175	раз в	2	2
176	к ней	3	2
177	о нем	3	2
178	своего рода	9	2
179	в отличие	5	2
180	тому же	4	2
181	в той	5	2
182	уже не	4	2
183	и он	2	2
184	той же	2	2
185	тому как	2	2
186	с такою	2	2
187	пока еще	3	2
188	вступает в	2	2
189	за границей	2	2
190	подобно тому	2	2
191	всей своей	2	2
192	героя на	2	2
193	которой он	3	2
194	так сказать	3	2
195	отличие от	5	2
196	все его	4	2
197	о чем	2	2
